TITLE = "FEHM V2.30sun 07-10-26 QA:NA    10/29/2007  08:16:06"
variables = "Time (days)" "Node       1" "Node       3" "Node       5" "Node       7" "Node       9" "Node      11" 
  2.08920639      0.248851369      0.230118278      0.210098242      0.190082312      0.170070580      0.150408876    
  2.92588894      0.248391146      0.230165552      0.210137325      0.190115104      0.170098792      0.150572596    
  4.09724452      0.247746592      0.230231880      0.210192033      0.190161008      0.170138299      0.150801766    
  5.73714232      0.246843742      0.230325016      0.210268610      0.190225264      0.170193629      0.151122531    
  8.03299925      0.245578824      0.230455953      0.210375788      0.190315204      0.170271129      0.151571456    
  11.2471990      0.243806123      0.230640332      0.210525780      0.190441084      0.170379705      0.152199665    
  15.7470785      0.241320796      0.230900550      0.210735655      0.190617245      0.170531858      0.153078600    
  20.7470785      0.238554888      0.231192258      0.210968714      0.190812898      0.170701103      0.154054531    
  25.7470785      0.235784640      0.231486529      0.211201628      0.191008464      0.170870530      0.155029771    
  30.7470785      0.233010071      0.231783354      0.211434397      0.191203943      0.171040139      0.156004321    
  35.7470785      0.230231201      0.232082725      0.211667017      0.191399336      0.171209929      0.156978181    
  40.7470785      0.227448049      0.232384633      0.211899488      0.191594642      0.171379902      0.157951351    
  45.7470785      0.224660636      0.232689071      0.212131807      0.191789862      0.171550057      0.158923829    
  50.7470785      0.221868980      0.232996031      0.212363974      0.191984996      0.171720394      0.159895618    
  55.7470785      0.219073102      0.233305504      0.212595985      0.192180044      0.171890913      0.160866715    
  60.7470785      0.216273022      0.233617483      0.212827839      0.192375006      0.172061613      0.161837121    
  65.7470785      0.213468758      0.233931958      0.213059535      0.192569883      0.172232496      0.162806837    
  70.7470785      0.210660333      0.234248921      0.213291070      0.192764674      0.172403561      0.163775861    
  75.7470785      0.207847764      0.234568365      0.213522444      0.192959380      0.172574808      0.164744193    
  80.7470785      0.205031072      0.234890281      0.213753653      0.193154001      0.172746238      0.165711835    
  85.7470785      0.202210278      0.235214661      0.213984696      0.193348537      0.172917849      0.166678784    
  90.7470785      0.199385402      0.235541495      0.214215573      0.193542988      0.173089643      0.167645042    
  95.7470785      0.196556463      0.235870776      0.214446280      0.193737355      0.173261618      0.168610608    
  100.747079      0.193723482      0.236202495      0.214676816      0.193931637      0.173433776      0.169575482    
  105.747079      0.190886479      0.236536644      0.214907179      0.194125835      0.173606117      0.170539664    
  110.747079      0.188045474      0.236873214      0.215137368      0.194319949      0.173778639      0.171503154    
  115.747079      0.185200489      0.237212197      0.215367381      0.194513979      0.173951344      0.172465951    
  120.747079      0.182351542      0.237553583      0.215597215      0.194707925      0.174124231      0.173428056    
  125.747079      0.179498655      0.237897365      0.215826871      0.194901788      0.174297300      0.174389468    
  130.747079      0.176641849      0.238243534      0.216056345      0.195095568      0.174470552      0.175350188    
  135.747079      0.173781143      0.238592080      0.216285636      0.195289264      0.174643986      0.176310215    
  140.747079      0.170916558      0.238942996      0.216514742      0.195482877      0.174817602      0.177269548    
  145.747079      0.168048115      0.239296273      0.216743662      0.195676408      0.174991401      0.178228189    
  150.747079      0.165175834      0.239651901      0.216972394      0.195869855      0.175165382      0.179186137    
  155.747079      0.162299737      0.240009872      0.217200937      0.196063221      0.175339546      0.180143391    
  160.747079      0.159419843      0.240370178      0.217429287      0.196256504      0.175513891      0.181099952    
  165.747079      0.156536174      0.240732809      0.217657445      0.196449705      0.175688420      0.182055819    
  170.747079      0.153648751      0.241097757      0.217885408      0.196642824      0.175863131      0.183010993    
  175.747079      0.150757593      0.241465012      0.218113174      0.196835861      0.176038024      0.183965473    
  180.747079      0.147862723      0.241834566      0.218340743      0.197028817      0.176213100      0.184919258    
  185.747079      0.144964160      0.242206410      0.218568112      0.197221692      0.176388358      0.185872350    
  190.747079      0.142061926      0.242580535      0.218795279      0.197414485      0.176563799      0.186824748    
  195.747079      0.139156042      0.242956932      0.219022243      0.197607197      0.176739422      0.187776452    
  200.747079      0.136246529      0.243335592      0.219249003      0.197799829      0.176915228      0.188727461    
  205.747079      0.133333407      0.243716506      0.219475557      0.197992380      0.177091216      0.189677776    
  210.747079      0.130416698      0.244099665      0.219701902      0.198184851      0.177267387      0.190627396    
  215.747079      0.127496423      0.244485060      0.219928038      0.198377241      0.177443741      0.191576322    
  220.747079      0.124572603      0.244872682      0.220153963      0.198569552      0.177620277      0.192524553    
  225.747079      0.121645258      0.245262522      0.220379676      0.198761782      0.177796995      0.193472089    
  230.747079      0.118714411      0.245654570      0.220605174      0.198953933      0.177973897      0.194418930    
  235.747079      0.115780082      0.246048818      0.220830456      0.199146005      0.178150980      0.195365076    
  240.747079      0.112842293      0.246445257      0.221055521      0.199337997      0.178328247      0.196310526    
  245.747079      0.109901064      0.246843876      0.221280366      0.199529910      0.178505696      0.197255282    
  250.747079      0.106956417      0.247244668      0.221504992      0.199721745      0.178683328      0.198199342    
  255.747079      0.104008373      0.247647623      0.221729394      0.199913501      0.178861142      0.199142706    
  260.747079      0.101056953      0.248052731      0.221953574      0.200105178      0.179039139      0.200085375    
  265.747079      0.981021788E-01  0.248459984      0.222177528      0.200296778      0.179217319      0.201027348    
  270.747079      0.951440717E-01  0.248869372      0.222401255      0.200488299      0.179395681      0.201968625    
  275.747079      0.921826528E-01  0.249280886      0.222624753      0.200679742      0.179574226      0.202909207    
  280.747079      0.892179435E-01  0.249694517      0.222848022      0.200871108      0.179752954      0.203849092    
  285.747079      0.862499651E-01  0.250110255      0.223071059      0.201062396      0.179931865      0.204788281    
  290.747079      0.832787390E-01  0.250528091      0.223293863      0.201253607      0.180110958      0.205726774    
  295.747079      0.803042866E-01  0.250948017      0.223516433      0.201444741      0.180290234      0.206664570    
  300.747079      0.773266292E-01  0.251370021      0.223738767      0.201635799      0.180469692      0.207601671    
  305.747079      0.743457883E-01  0.251794096      0.223960863      0.201826780      0.180649334      0.208538074    
  310.747079      0.713617853E-01  0.252220232      0.224182720      0.202017684      0.180829158      0.209473781    
  315.747079      0.683746416E-01  0.252648419      0.224404337      0.202208512      0.181009164      0.210408791    
  320.747079      0.653843787E-01  0.253078648      0.224625711      0.202399264      0.181189354      0.211343105    
  325.747079      0.623910179E-01  0.253510910      0.224846842      0.202589941      0.181369726      0.212276721    
  330.747079      0.593945809E-01  0.253945195      0.225067728      0.202780542      0.181550281      0.213209641    
  335.747079      0.563950890E-01  0.254381494      0.225288368      0.202971067      0.181731019      0.214141863    
  340.747079      0.533925637E-01  0.254819797      0.225508759      0.203161518      0.181911940      0.215073388    
  345.747079      0.503870265E-01  0.255260096      0.225728901      0.203351893      0.182093043      0.216004216    
  350.747079      0.473784989E-01  0.255702380      0.225948793      0.203542194      0.182274329      0.216934347    
  355.747079      0.443670024E-01  0.256146640      0.226168431      0.203732421      0.182455798      0.217863780    
  360.747079      0.413525585E-01  0.256592867      0.226387817      0.203922573      0.182637449      0.218792515    
  365.747079      0.383351888E-01  0.257041051      0.226606946      0.204112651      0.182819284      0.219720553    
  370.747079      0.353149146E-01  0.257491183      0.226825820      0.204302655      0.183001301      0.220647893    
  375.747079      0.322917575E-01  0.257943253      0.227044435      0.204492586      0.183183500      0.221574535    
  380.747079      0.292657391E-01  0.258397252      0.227262790      0.204682443      0.183365883      0.222500479    
  385.747079      0.262368809E-01  0.258853170      0.227480885      0.204872228      0.183548448      0.223425725    
  390.747079      0.232052043E-01  0.259310998      0.227698717      0.205061939      0.183731197      0.224350273    
  395.747079      0.201707310E-01  0.259770726      0.227916286      0.205251577      0.183914128      0.225274123    
  400.747079      0.171334823E-01  0.260232345      0.228133589      0.205441143      0.184097241      0.226197275    
  405.747079      0.140934799E-01  0.260695846      0.228350626      0.205630637      0.184280538      0.227119728    
  410.747079      0.110507452E-01  0.261161218      0.228567395      0.205820059      0.184464017      0.228041483    
  415.747079      0.800529979E-02  0.261628452      0.228783894      0.206009409      0.184647679      0.228962539    
  420.747079      0.495716514E-02  0.262097538      0.229000123      0.206198687      0.184831524      0.229882897    
  425.747079      0.190636276E-02  0.262568468      0.229216080      0.206387894      0.185015551      0.230802556    
  426.747079      0.129609608E-02  0.262662728      0.229259260      0.206425732      0.185052364      0.230986459    
  428.147079      0.441514963E-03  0.262794835      0.229319692      0.206478701      0.185103916      0.231243870    
  428.539079      0.202215984E-03  0.262831836      0.229336611      0.206493531      0.185118352      0.231315941    
  428.648839      0.135210996E-03  0.262842197      0.229341348      0.206497684      0.185122394      0.231336120    
  428.802503      0.414015134E-04  0.262856705      0.229347980      0.206503498      0.185128053      0.231364371    
  428.845528      0.151346625E-04  0.262860767      0.229349837      0.206505125      0.185129638      0.231372281    
  428.857576      0.777992896E-05  0.262861904      0.229350356      0.206505581      0.185130082      0.231374496    
  428.860949      0.572060236E-05  0.262862223      0.229350502      0.206505709      0.185130206      0.231375116    
  428.865671      0.283754275E-05  0.262862669      0.229350706      0.206505887      0.185130380      0.231375984    
  428.872283      0.100000000E-19  0.262863062      0.229350966      0.206506127      0.185130622      0.231377194    
  428.881539      0.100000000E-19  0.262862538      0.229351256      0.206506433      0.185130956      0.231378873    
  428.894498      0.100000000E-19  0.262860921      0.229351694      0.206506880      0.185131427      0.231381237    
  428.912640      0.100000000E-19  0.262857808      0.229352337      0.206507520      0.185132088      0.231384561    
  428.938039      0.100000000E-19  0.262852786      0.229353274      0.206508425      0.185133013      0.231389226    
  428.973597      0.100000000E-19  0.262845360      0.229354638      0.206509699      0.185134305      0.231395766    
  429.023379      0.100000000E-19  0.262834816      0.229356622      0.206511501      0.185136115      0.231404925    
  429.093073      0.100000000E-19  0.262820057      0.229359487      0.206514057      0.185138655      0.231417747    
  429.190646      0.100000000E-19  0.262799456      0.229363591      0.206517681      0.185142225      0.231435695    
  429.327247      0.100000000E-19  0.262770679      0.229369415      0.206522801      0.185147238      0.231460817    
  429.518489      0.100000000E-19  0.262730440      0.229377627      0.206530006      0.185154269      0.231495986    
  429.786227      0.100000000E-19  0.262674131      0.229389159      0.206540114      0.185164121      0.231545218    
  430.161061      0.100000000E-19  0.262595307      0.229405323      0.206554274      0.185177918      0.231614139    
  430.685828      0.100000000E-19  0.262484952      0.229427968      0.206574102      0.185197237      0.231710620    
  431.420502      0.100000000E-19  0.262330442      0.229459688      0.206601859      0.185224288      0.231845679    
  432.449046      0.100000000E-19  0.262114105      0.229504132      0.206640717      0.185262167      0.232034732    
  433.889008      0.100000000E-19  0.261811184      0.229566422      0.206695113      0.185315213      0.232299348    
  435.904954      0.100000000E-19  0.261386999      0.229653759      0.206771255      0.185389508      0.232669700    
  438.727278      0.100000000E-19  0.260792954      0.229776292      0.206877832      0.185493579      0.233187972    
  442.678533      0.100000000E-19  0.259960926      0.229948345      0.207026997      0.185639394      0.233913122    
  447.678533      0.100000000E-19  0.258907478      0.230166879      0.207215681      0.185824097      0.234830051    
  452.678533      0.100000000E-19  0.257853449      0.230386224      0.207404295      0.186008985      0.235746290    
  457.678533      0.100000000E-19  0.256798841      0.230606379      0.207592838      0.186194057      0.236661839    
  462.678533      0.100000000E-19  0.255743656      0.230827344      0.207781309      0.186379315      0.237576697    
  467.678533      0.100000000E-19  0.254687895      0.231049116      0.207969708      0.186564757      0.238490864    
  472.678533      0.100000000E-19  0.253631559      0.231271696      0.208158035      0.186750384      0.239404341    
  477.678533      0.100000000E-19  0.252574652      0.231495080      0.208346290      0.186936196      0.240317127    
  482.678533      0.100000000E-19  0.251517174      0.231719268      0.208534471      0.187122194      0.241229222    
  487.678533      0.100000000E-19  0.250459127      0.231944259      0.208722579      0.187308376      0.242140626    
  492.678533      0.100000000E-19  0.249400513      0.232170051      0.208910613      0.187494743      0.243051339    
  497.678533      0.100000000E-19  0.248341333      0.232396643      0.209098573      0.187681295      0.243961361    
  502.678533      0.100000000E-19  0.247281590      0.232624034      0.209286459      0.187868031      0.244870692    
  507.678533      0.100000000E-19  0.246221285      0.232852222      0.209474270      0.188054953      0.245779331    
  512.678533      0.100000000E-19  0.245160419      0.233081206      0.209662006      0.188242060      0.246687279    
  517.678533      0.100000000E-19  0.244098995      0.233310984      0.209849666      0.188429352      0.247594535    
  522.678533      0.100000000E-19  0.243037014      0.233541556      0.210037251      0.188616829      0.248501100    
  527.678533      0.100000000E-19  0.241974478      0.233772919      0.210224759      0.188804490      0.249406973    
  532.678533      0.100000000E-19  0.240911389      0.234005074      0.210412191      0.188992337      0.250312155    
  537.678533      0.100000000E-19  0.239847748      0.234238017      0.210599546      0.189180369      0.251216644    
  542.678533      0.100000000E-19  0.238783557      0.234471749      0.210786825      0.189368585      0.252120442    
  547.678533      0.100000000E-19  0.237718818      0.234706266      0.210974025      0.189556987      0.253023547    
  552.678533      0.100000000E-19  0.236653533      0.234941569      0.211161148      0.189745574      0.253925960    
  557.678533      0.100000000E-19  0.235587702      0.235177656      0.211348192      0.189934345      0.254827682    
  562.678533      0.100000000E-19  0.234521329      0.235414525      0.211535158      0.190123302      0.255728711    
  567.678533      0.100000000E-19  0.233454415      0.235652175      0.211722046      0.190312444      0.256629047    
  572.678533      0.100000000E-19  0.232386962      0.235890605      0.211908854      0.190501770      0.257528692    
  577.678533      0.100000000E-19  0.231318970      0.236129814      0.212095582      0.190691282      0.258427643    
  582.678533      0.100000000E-19  0.230250443      0.236369799      0.212282231      0.190880979      0.259325902    
  587.678533      0.100000000E-19  0.229181382      0.236610559      0.212468799      0.191070860      0.260223469    
  592.678533      0.100000000E-19  0.228111788      0.236852094      0.212655287      0.191260927      0.261120343    
  597.678533      0.100000000E-19  0.227041664      0.237094401      0.212841694      0.191451179      0.262016523    
  602.678533      0.100000000E-19  0.225971011      0.237337480      0.213028019      0.191641616      0.262912012    
  607.678533      0.100000000E-19  0.224899831      0.237581329      0.213214263      0.191832237      0.263806807    
  612.678533      0.100000000E-19  0.223828125      0.237825947      0.213400426      0.192023044      0.264700909    
  617.678533      0.100000000E-19  0.222755896      0.238071331      0.213586506      0.192214036      0.265594317    
  622.678533      0.100000000E-19  0.221683145      0.238317481      0.213772503      0.192405213      0.266487033    
  627.678533      0.100000000E-19  0.220609875      0.238564396      0.213958418      0.192596575      0.267379056    
  632.678533      0.100000000E-19  0.219536086      0.238812074      0.214144249      0.192788122      0.268270385    
  637.678533      0.100000000E-19  0.218461780      0.239060513      0.214329997      0.192979854      0.269161020    
  642.678533      0.100000000E-19  0.217386960      0.239309712      0.214515661      0.193171771      0.270050962    
  647.678533      0.100000000E-19  0.216311627      0.239559670      0.214701241      0.193363873      0.270940211    
  652.678533      0.100000000E-19  0.215235783      0.239810385      0.214886736      0.193556160      0.271828766    
  657.678533      0.100000000E-19  0.214159430      0.240061856      0.215072147      0.193748632      0.272716627    
  662.678533      0.100000000E-19  0.213082569      0.240314082      0.215257472      0.193941289      0.273603795    
  667.678533      0.100000000E-19  0.212005202      0.240567060      0.215442712      0.194134131      0.274490268    
  672.678533      0.100000000E-19  0.210927332      0.240820791      0.215627866      0.194327158      0.275376048    
  677.678533      0.100000000E-19  0.209848959      0.241075271      0.215812934      0.194520371      0.276261133    
  682.678533      0.100000000E-19  0.208770086      0.241330500      0.215997915      0.194713768      0.277145525    
  687.678533      0.100000000E-19  0.207690715      0.241586476      0.216182809      0.194907350      0.278029223    
  692.678533      0.100000000E-19  0.206610847      0.241843198      0.216367617      0.195101118      0.278912226    
  697.678533      0.100000000E-19  0.205530484      0.242100664      0.216552337      0.195295070      0.279794535    
  702.678533      0.100000000E-19  0.204449628      0.242358873      0.216736969      0.195489208      0.280676150    
  707.678533      0.100000000E-19  0.203368280      0.242617824      0.216921513      0.195683530      0.281557070    
  712.678533      0.100000000E-19  0.202286443      0.242877515      0.217105969      0.195878038      0.282437296    
  717.678533      0.100000000E-19  0.201204119      0.243137944      0.217290336      0.196072731      0.283316827    
  722.678533      0.100000000E-19  0.200121308      0.243399110      0.217474614      0.196267608      0.284195663    
  727.678533      0.100000000E-19  0.199038014      0.243661012      0.217658803      0.196462671      0.285073805    
  732.678533      0.100000000E-19  0.197954237      0.243923648      0.217842902      0.196657919      0.285951253    
  737.678533      0.100000000E-19  0.196869980      0.244187017      0.218026911      0.196853352      0.286828005    
  742.678533      0.100000000E-19  0.195785244      0.244451117      0.218210830      0.197048969      0.287704063    
  747.678533      0.100000000E-19  0.194700031      0.244715947      0.218394658      0.197244772      0.288579426    
  752.678533      0.100000000E-19  0.193614344      0.244981505      0.218578395      0.197440760      0.289454093    
  757.678533      0.100000000E-19  0.192528183      0.245247789      0.218762041      0.197636933      0.290328066    
  762.678533      0.100000000E-19  0.191441551      0.245514800      0.218945596      0.197833291      0.291201343    
  767.678533      0.100000000E-19  0.190354450      0.245782533      0.219129058      0.198029834      0.292073926    
  772.678533      0.100000000E-19  0.189266881      0.246050990      0.219312429      0.198226562      0.292945813    
  777.678533      0.100000000E-19  0.188178846      0.246320167      0.219495707      0.198423476      0.293817005    
  782.678533      0.100000000E-19  0.187090347      0.246590063      0.219678892      0.198620574      0.294687501    
  787.678533      0.100000000E-19  0.186001386      0.246860678      0.219861984      0.198817857      0.295557303    
  792.678533      0.100000000E-19  0.184911965      0.247132009      0.220044983      0.199015325      0.296426408    
  797.678533      0.100000000E-19  0.183822085      0.247404054      0.220227888      0.199212979      0.297294818    
  802.678533      0.100000000E-19  0.182731749      0.247676813      0.220410699      0.199410817      0.298162533    
  807.678533      0.100000000E-19  0.181640958      0.247950284      0.220593415      0.199608840      0.299029552    
  812.678533      0.100000000E-19  0.180549714      0.248224465      0.220776037      0.199807049      0.299895875    
  817.678533      0.100000000E-19  0.179458019      0.248499355      0.220958564      0.200005442      0.300761503    
  822.678533      0.100000000E-19  0.178365874      0.248774953      0.221140996      0.200204020      0.301626434    
  827.678533      0.100000000E-19  0.177273283      0.249051256      0.221323333      0.200402784      0.302490670    
  832.678533      0.100000000E-19  0.176180245      0.249328264      0.221505573      0.200601732      0.303354210    
  837.678533      0.100000000E-19  0.175086764      0.249605974      0.221687717      0.200800866      0.304217054    
  842.678533      0.100000000E-19  0.173992842      0.249884386      0.221869765      0.201000184      0.305079202    
  847.678533      0.100000000E-19  0.172898479      0.250163497      0.222051717      0.201199687      0.305940654    
  852.678533      0.100000000E-19  0.171803678      0.250443307      0.222233571      0.201399376      0.306801409    
  857.678533      0.100000000E-19  0.170708441      0.250723813      0.222415328      0.201599249      0.307661469    
  862.678533      0.100000000E-19  0.169612769      0.251005015      0.222596987      0.201799308      0.308520832    
  867.678533      0.100000000E-19  0.168516665      0.251286910      0.222778548      0.201999551      0.309379499    
  872.678533      0.100000000E-19  0.167420130      0.251569498      0.222960011      0.202199980      0.310237470    
  877.678533      0.100000000E-19  0.166323166      0.251852776      0.223141375      0.202400593      0.311094744    
  882.678533      0.100000000E-19  0.165225776      0.252136743      0.223322641      0.202601391      0.311951322    
  887.678533      0.100000000E-19  0.164127960      0.252421397      0.223503808      0.202802375      0.312807203    
  892.678533      0.100000000E-19  0.163029721      0.252706738      0.223684875      0.203003543      0.313662388    
  897.678533      0.100000000E-19  0.161931060      0.252992763      0.223865842      0.203204896      0.314516876    
  902.678533      0.100000000E-19  0.160831981      0.253279471      0.224046710      0.203406434      0.315370668    
  907.678533      0.100000000E-19  0.159732483      0.253566860      0.224227477      0.203608158      0.316223762    
  912.678533      0.100000000E-19  0.158632570      0.253854929      0.224408144      0.203810066      0.317076161    
  917.678533      0.100000000E-19  0.157532243      0.254143676      0.224588709      0.204012159      0.317927862    
  922.678533      0.100000000E-19  0.156431503      0.254433100      0.224769174      0.204214437      0.318778866    
  927.678533      0.100000000E-19  0.155330354      0.254723199      0.224949537      0.204416900      0.319629174    
  932.678533      0.100000000E-19  0.154228797      0.255013972      0.225129798      0.204619548      0.320478785    
  937.678533      0.100000000E-19  0.153126833      0.255305416      0.225309958      0.204822381      0.321327699    
  942.678533      0.100000000E-19  0.152024464      0.255597531      0.225490015      0.205025399      0.322175915    
  947.678533      0.100000000E-19  0.150921693      0.255890315      0.225669969      0.205228601      0.323023435    
  952.678533      0.100000000E-19  0.149818521      0.256183767      0.225849821      0.205431989      0.323870258    
  957.678533      0.100000000E-19  0.148714951      0.256477884      0.226029569      0.205635561      0.324716383    
  962.678533      0.100000000E-19  0.147610983      0.256772665      0.226209214      0.205839319      0.325561812    
  967.678533      0.100000000E-19  0.146506620      0.257068108      0.226388756      0.206043261      0.326406543    
  972.678533      0.100000000E-19  0.145401864      0.257364213      0.226568193      0.206247388      0.327250577    
  977.678533      0.100000000E-19  0.144296717      0.257660978      0.226747526      0.206451701      0.328093913    
  982.678533      0.100000000E-19  0.143191181      0.257958400      0.226926754      0.206656198      0.328936552    
  987.678533      0.100000000E-19  0.142085256      0.258256478      0.227105878      0.206860879      0.329778494    
  992.678533      0.100000000E-19  0.140978946      0.258555211      0.227284896      0.207065746      0.330619739    
  997.678533      0.100000000E-19  0.139872253      0.258854598      0.227463809      0.207270798      0.331460286    
  1002.67853      0.100000000E-19  0.138765177      0.259154636      0.227642617      0.207476034      0.332300135    
  1007.67853      0.100000000E-19  0.137657722      0.259455323      0.227821318      0.207681456      0.333139287    
  1012.67853      0.100000000E-19  0.136549888      0.259756660      0.227999913      0.207887062      0.333977741    
  1017.67853      0.100000000E-19  0.135441679      0.260058643      0.228178402      0.208092853      0.334815498    
  1022.67853      0.100000000E-19  0.134333095      0.260361271      0.228356783      0.208298829      0.335652557    
  1027.67853      0.100000000E-19  0.133224138      0.260664543      0.228535058      0.208504989      0.336488918    
  1032.67853      0.100000000E-19  0.132114811      0.260968456      0.228713225      0.208711335      0.337324582    
  1037.67853      0.100000000E-19  0.131005116      0.261273011      0.228891285      0.208917865      0.338159547    
  1042.67853      0.100000000E-19  0.129895053      0.261578204      0.229069237      0.209124580      0.338993815    
  1047.67853      0.100000000E-19  0.128784626      0.261884034      0.229247081      0.209331480      0.339827386    
  1052.67853      0.100000000E-19  0.127673837      0.262190500      0.229424816      0.209538565      0.340660258    
  1057.67853      0.100000000E-19  0.126562686      0.262497600      0.229602442      0.209745834      0.341492432    
  1062.67853      0.100000000E-19  0.125451176      0.262805332      0.229779960      0.209953288      0.342323909    
  1067.67853      0.100000000E-19  0.124339308      0.263113695      0.229957368      0.210160927      0.343154687    
  1072.67853      0.100000000E-19  0.123227086      0.263422687      0.230134667      0.210368751      0.343984768    
  1077.67853      0.100000000E-19  0.122114510      0.263732307      0.230311856      0.210576759      0.344814150    
  1082.67853      0.100000000E-19  0.121001583      0.264042553      0.230488935      0.210784953      0.345642834    
  1087.67853      0.100000000E-19  0.119888306      0.264353423      0.230665904      0.210993331      0.346470821    
  1092.67853      0.100000000E-19  0.118774681      0.264664916      0.230842762      0.211201893      0.347298109    
  1097.67853      0.100000000E-19  0.117660711      0.264977030      0.231019509      0.211410641      0.348124699    
  1102.67853      0.100000000E-19  0.116546397      0.265289763      0.231196145      0.211619573      0.348950590    
  1107.67853      0.100000000E-19  0.115431741      0.265603115      0.231372670      0.211828690      0.349775784    
  1112.67853      0.100000000E-19  0.114316745      0.265917082      0.231549083      0.212037991      0.350600279    
  1117.67853      0.100000000E-19  0.113201410      0.266231665      0.231725384      0.212247477      0.351424076    
  1122.67853      0.100000000E-19  0.112085740      0.266546860      0.231901573      0.212457148      0.352247174    
  1127.67853      0.100000000E-19  0.110969735      0.266862667      0.232077649      0.212667004      0.353069575    
  1132.67853      0.100000000E-19  0.109853398      0.267179083      0.232253613      0.212877044      0.353891276    
  1137.67853      0.100000000E-19  0.108736730      0.267496108      0.232429464      0.213087269      0.354712280    
  1142.67853      0.100000000E-19  0.107619734      0.267813739      0.232605202      0.213297678      0.355532585    
  1147.67853      0.100000000E-19  0.106502412      0.268131975      0.232780826      0.213508272      0.356352192    
  1152.67853      0.100000000E-19  0.105384764      0.268450814      0.232956337      0.213719051      0.357171100    
  1157.67853      0.100000000E-19  0.104266794      0.268770255      0.233131733      0.213930014      0.357989309    
  1162.67853      0.100000000E-19  0.103148503      0.269090296      0.233307016      0.214141162      0.358806820    
  1167.67853      0.100000000E-19  0.102029892      0.269410935      0.233482184      0.214352494      0.359623633    
  1172.67853      0.100000000E-19  0.100910965      0.269732171      0.233657237      0.214564011      0.360439747    
  1177.67853      0.100000000E-19  0.997917227E-01  0.270054002      0.233832175      0.214775713      0.361255162    
  1182.67853      0.100000000E-19  0.986721671E-01  0.270376427      0.234006998      0.214987599      0.362069878    
  1187.67853      0.100000000E-19  0.975523002E-01  0.270699443      0.234181705      0.215199670      0.362883896    
  1192.67853      0.100000000E-19  0.964321239E-01  0.271023049      0.234356297      0.215411925      0.363697216    
  1197.67853      0.100000000E-19  0.953116402E-01  0.271347244      0.234530772      0.215624365      0.364509836    
  1202.67853      0.100000000E-19  0.941908509E-01  0.271672026      0.234705132      0.215836989      0.365321758    
  1207.67853      0.100000000E-19  0.930697579E-01  0.271997393      0.234879375      0.216049798      0.366132981    
  1212.67853      0.100000000E-19  0.919483633E-01  0.272323343      0.235053501      0.216262791      0.366943505    
  1217.67853      0.100000000E-19  0.908266689E-01  0.272649876      0.235227510      0.216475969      0.367753331    
  1222.67853      0.100000000E-19  0.897046766E-01  0.272976989      0.235401402      0.216689332      0.368562457    
  1227.67853      0.100000000E-19  0.885823884E-01  0.273304680      0.235575176      0.216902878      0.369370885    
  1232.67853      0.100000000E-19  0.874598061E-01  0.273632948      0.235748833      0.217116609      0.370178614    
  1237.67853      0.100000000E-19  0.863369317E-01  0.273961792      0.235922371      0.217330525      0.370985644    
  1242.67853      0.100000000E-19  0.852137672E-01  0.274291209      0.236095792      0.217544625      0.371791975    
  1247.67853      0.100000000E-19  0.840903144E-01  0.274621199      0.236269093      0.217758910      0.372597608    
  1252.67853      0.100000000E-19  0.829665753E-01  0.274951758      0.236442277      0.217973378      0.373402541    
