TRACR3D Radionuclide Tracer - Concentration vs time
X_coordinates  0.175000000E+02 0.275000000E+02 0.375000000E+02 0.475000000E+02 0.575000000E+02 0.675000000E+02
Y_coordinates  0.225000000E+02 0.325000000E+02 0.425000000E+02 0.525000000E+02 0.625000000E+02 0.725000000E+02
Z_coordinates  0.975000000E+02 0.825000000E+02 0.625000000E+02 0.425000000E+02 0.225000000E+02 0.250000000E+01
Time yrs	Position 1	Position 2	Position 3	Position 4	Position 5	Position 6
3240	7.7226e-05	0.00047238	0.0031015	0.00026398	2.2706e-06	4.4994e-08
3250	7.5237e-05	0.00046034	0.003046	0.00026385	2.3087e-06	4.6309e-08
3260	7.3302e-05	0.00044861	0.0029913	0.00026369	2.347e-06	4.7651e-08
3270	7.1419e-05	0.0004372	0.0029375	0.0002635	2.3855e-06	4.9021e-08
3280	6.9585e-05	0.00042609	0.0028846	0.00026328	2.4243e-06	5.0419e-08
3290	6.7801e-05	0.00041527	0.0028326	0.00026302	2.4632e-06	5.1846e-08
3300	6.6065e-05	0.00040474	0.0027814	0.00026274	2.5023e-06	5.3302e-08
3310	6.4375e-05	0.00039449	0.0027311	0.00026242	2.5416e-06	5.4786e-08
3320	6.2729e-05	0.00038451	0.0026816	0.00026208	2.5811e-06	5.63e-08
3330	6.1128e-05	0.00037479	0.0026329	0.0002617	2.6207e-06	5.7843e-08
3340	5.9569e-05	0.00036533	0.0025851	0.0002613	2.6605e-06	5.9416e-08
3350	5.8051e-05	0.00035611	0.002538	0.00026087	2.7005e-06	6.1018e-08
3360	5.6573e-05	0.00034714	0.0024918	0.0002604	2.7405e-06	6.2651e-08
3370	5.5135e-05	0.0003384	0.0024463	0.00025991	2.7808e-06	6.4313e-08
3380	5.3734e-05	0.00032989	0.0024015	0.00025939	2.8211e-06	6.6007e-08
3390	5.2371e-05	0.0003216	0.0023576	0.00025885	2.8615e-06	6.773e-08
3400	5.1043e-05	0.00031353	0.0023143	0.00025827	2.9021e-06	6.9485e-08
3410	4.9751e-05	0.00030567	0.0022719	0.00025768	2.9427e-06	7.127e-08
3420	4.8492e-05	0.00029802	0.0022301	0.00025705	2.9835e-06	7.3086e-08
3430	4.7266e-05	0.00029056	0.0021891	0.0002564	3.0242e-06	7.4934e-08
3440	4.6073e-05	0.0002833	0.0021487	0.00025572	3.0651e-06	7.6813e-08
3450	4.4911e-05	0.00027622	0.0021091	0.00025501	3.1061e-06	7.8723e-08
3460	4.3779e-05	0.00026933	0.0020701	0.00025429	3.147e-06	8.0665e-08
3470	4.2676e-05	0.00026262	0.0020318	0.00025354	3.188e-06	8.2638e-08
3480	4.1603e-05	0.00025608	0.0019942	0.00025276	3.2291e-06	8.4643e-08
3490	4.0558e-05	0.00024971	0.0019572	0.00025196	3.2701e-06	8.6681e-08
3500	3.9539e-05	0.0002435	0.0019209	0.00025114	3.3112e-06	8.8749e-08
3510	3.8548e-05	0.00023746	0.0018852	0.00025029	3.3523e-06	9.085e-08
3520	3.7582e-05	0.00023157	0.0018501	0.00024943	3.3934e-06	9.2983e-08
3530	3.6641e-05	0.00022583	0.0018156	0.00024854	3.4344e-06	9.5147e-08
3540	3.5724e-05	0.00022024	0.0017818	0.00024763	3.4754e-06	9.7344e-08
3550	3.4832e-05	0.00021479	0.0017485	0.0002467	3.5164e-06	9.9573e-08
3560	3.3962e-05	0.00020948	0.0017159	0.00024575	3.5573e-06	1.0183e-07
3570	3.3115e-05	0.00020431	0.0016838	0.00024478	3.5982e-06	1.0413e-07
3580	3.229e-05	0.00019927	0.0016522	0.00024379	3.639e-06	1.0645e-07
3590	3.1486e-05	0.00019436	0.0016213	0.00024278	3.6798e-06	1.0881e-07
3600	3.0702e-05	0.00018957	0.0015908	0.00024175	3.7204e-06	1.112e-07
3610	2.9939e-05	0.00018491	0.001561	0.00024071	3.7609e-06	1.1362e-07
3620	2.9196e-05	0.00018037	0.0015316	0.00023965	3.8014e-06	1.1607e-07
3630	2.8471e-05	0.00017594	0.0015028	0.00023857	3.8417e-06	1.1855e-07
3640	2.7765e-05	0.00017162	0.0014745	0.00023747	3.8819e-06	1.2107e-07
3650	2.7078e-05	0.00016741	0.0014467	0.00023636	3.922e-06	1.2362e-07
3660	2.6408e-05	0.00016331	0.0014194	0.00023523	3.9619e-06	1.2619e-07
3670	2.5755e-05	0.00015932	0.0013926	0.00023408	4.0017e-06	1.288e-07
3680	2.5118e-05	0.00015542	0.0013663	0.00023292	4.0413e-06	1.3144e-07
3690	2.4498e-05	0.00015163	0.0013404	0.00023175	4.0807e-06	1.3412e-07
3700	2.3894e-05	0.00014793	0.0013151	0.00023056	4.12e-06	1.3682e-07
3710	2.3305e-05	0.00014432	0.0012901	0.00022936	4.1591e-06	1.3955e-07
3720	2.2732e-05	0.0001408	0.0012657	0.00022814	4.1979e-06	1.4232e-07
3730	2.2172e-05	0.00013737	0.0012417	0.00022692	4.2366e-06	1.4511e-07
3740	2.1627e-05	0.00013403	0.0012181	0.00022567	4.275e-06	1.4793e-07
3750	2.1096e-05	0.00013077	0.0011949	0.00022442	4.3133e-06	1.5079e-07
3760	2.0578e-05	0.0001276	0.0011722	0.00022316	4.3512e-06	1.5367e-07
3770	2.0074e-05	0.0001245	0.0011499	0.00022188	4.389e-06	1.5658e-07
3780	1.9582e-05	0.00012149	0.001128	0.0002206	4.4264e-06	1.5952e-07
3790	1.9102e-05	0.00011854	0.0011064	0.0002193	4.4637e-06	1.6249e-07
3800	1.8635e-05	0.00011567	0.0010853	0.000218	4.5006e-06	1.6549e-07
3810	1.818e-05	0.00011288	0.0010646	0.00021668	4.5373e-06	1.6851e-07
3820	1.7736e-05	0.00011015	0.0010443	0.00021536	4.5737e-06	1.7157e-07
3830	1.7303e-05	0.00010749	0.0010243	0.00021402	4.6098e-06	1.7465e-07
3840	1.6881e-05	0.0001049	0.0010047	0.00021268	4.6455e-06	1.7776e-07
3850	1.647e-05	0.00010237	0.00098547	0.00021133	4.681e-06	1.8089e-07
3860	1.6069e-05	9.9902e-05	0.00096659	0.00020997	4.7161e-06	1.8405e-07
3870	1.5678e-05	9.7498e-05	0.00094806	0.00020861	4.751e-06	1.8724e-07
3880	1.5297e-05	9.5153e-05	0.00092988	0.00020724	4.7855e-06	1.9045e-07
3890	1.4925e-05	9.2867e-05	0.00091203	0.00020586	4.8196e-06	1.9369e-07
3900	1.4563e-05	9.0637e-05	0.00089451	0.00020447	4.8534e-06	1.9695e-07
3910	1.421e-05	8.8463e-05	0.00087732	0.00020308	4.8868e-06	2.0024e-07
3920	1.3865e-05	8.6342e-05	0.00086045	0.00020169	4.9199e-06	2.0355e-07
3930	1.3529e-05	8.4274e-05	0.00084389	0.00020029	4.9526e-06	2.0688e-07
3940	1.3202e-05	8.2257e-05	0.00082764	0.00019888	4.9849e-06	2.1024e-07
3950	1.2883e-05	8.0289e-05	0.0008117	0.00019747	5.0169e-06	2.1362e-07
3960	1.2571e-05	7.837e-05	0.00079605	0.00019606	5.0484e-06	2.1702e-07
3970	1.2268e-05	7.6499e-05	0.0007807	0.00019464	5.0796e-06	2.2044e-07
3980	1.1972e-05	7.4673e-05	0.00076563	0.00019322	5.1103e-06	2.2388e-07
3990	1.1683e-05	7.2893e-05	0.00075085	0.0001918	5.1406e-06	2.2735e-07
4000	1.1402e-05	7.1156e-05	0.00073635	0.00019038	5.1706e-06	2.3083e-07
4010	1.1127e-05	6.9461e-05	0.00072212	0.00018895	5.2001e-06	2.3433e-07
4020	1.086e-05	6.7809e-05	0.00070815	0.00018752	5.2291e-06	2.3786e-07
4030	1.0599e-05	6.6197e-05	0.00069445	0.00018608	5.2577e-06	2.4139e-07
4040	1.0344e-05	6.4624e-05	0.00068101	0.00018465	5.2859e-06	2.4495e-07
4050	1.0096e-05	6.309e-05	0.00066782	0.00018322	5.3137e-06	2.4853e-07
4060	9.8534e-06	6.1593e-05	0.00065488	0.00018178	5.341e-06	2.5212e-07
4070	9.6171e-06	6.0133e-05	0.00064219	0.00018034	5.3678e-06	2.5573e-07
4080	9.3867e-06	5.8708e-05	0.00062974	0.00017891	5.3942e-06	2.5935e-07
4090	9.162e-06	5.7319e-05	0.00061752	0.00017747	5.4201e-06	2.6299e-07
4100	8.9428e-06	5.5963e-05	0.00060553	0.00017603	5.4455e-06	2.6664e-07
4110	8.729e-06	5.464e-05	0.00059377	0.0001746	5.4705e-06	2.703e-07
4120	8.5205e-06	5.3349e-05	0.00058224	0.00017316	5.495e-06	2.7398e-07
4130	8.3171e-06	5.209e-05	0.00057092	0.00017173	5.519e-06	2.7767e-07
4140	8.1186e-06	5.0861e-05	0.00055982	0.0001703	5.5425e-06	2.8137e-07
4150	7.9251e-06	4.9662e-05	0.00054893	0.00016886	5.5655e-06	2.8508e-07
4160	7.7362e-06	4.8492e-05	0.00053825	0.00016743	5.5881e-06	2.8881e-07
4170	7.552e-06	4.7351e-05	0.00052777	0.00016601	5.6101e-06	2.9254e-07
4180	7.3723e-06	4.6237e-05	0.00051749	0.00016458	5.6316e-06	2.9628e-07
4190	7.197e-06	4.515e-05	0.00050741	0.00016316	5.6527e-06	3.0003e-07
4200	7.026e-06	4.4089e-05	0.00049752	0.00016174	5.6732e-06	3.0378e-07
4210	6.8592e-06	4.3054e-05	0.00048782	0.00016032	5.6932e-06	3.0755e-07
4220	6.6964e-06	4.2045e-05	0.0004783	0.00015891	5.7127e-06	3.1132e-07
4230	6.5376e-06	4.1059e-05	0.00046897	0.0001575	5.7317e-06	3.1509e-07
4240	6.3826e-06	4.0097e-05	0.00045981	0.00015609	5.7502e-06	3.1887e-07
4250	6.2314e-06	3.9158e-05	0.00045083	0.00015468	5.7682e-06	3.2266e-07
4260	6.0839e-06	3.8242e-05	0.00044203	0.00015328	5.7856e-06	3.2644e-07
4270	5.94e-06	3.7348e-05	0.00043339	0.00015189	5.8025e-06	3.3023e-07
4280	5.7996e-06	3.6475e-05	0.00042492	0.0001505	5.8189e-06	3.3403e-07
4290	5.6626e-06	3.5623e-05	0.00041661	0.00014911	5.8348e-06	3.3782e-07
4300	5.5289e-06	3.4792e-05	0.00040846	0.00014772	5.8502e-06	3.4161e-07
4310	5.3984e-06	3.3981e-05	0.00040047	0.00014635	5.865e-06	3.454e-07
4320	5.2711e-06	3.3189e-05	0.00039263	0.00014497	5.8793e-06	3.492e-07
4330	5.1469e-06	3.2416e-05	0.00038494	0.00014361	5.893e-06	3.5299e-07
4340	5.0257e-06	3.1661e-05	0.00037741	0.00014224	5.9063e-06	3.5677e-07
4350	4.9074e-06	3.0925e-05	0.00037001	0.00014088	5.919e-06	3.6056e-07
4360	4.7919e-06	3.0206e-05	0.00036276	0.00013953	5.9311e-06	3.6434e-07
4370	4.6793e-06	2.9504e-05	0.00035565	0.00013819	5.9428e-06	3.6812e-07
4380	4.5693e-06	2.8819e-05	0.00034868	0.00013685	5.9539e-06	3.7189e-07
4390	4.4621e-06	2.8151e-05	0.00034184	0.00013551	5.9644e-06	3.7565e-07
4400	4.3574e-06	2.7498e-05	0.00033513	0.00013418	5.9745e-06	3.7941e-07
4410	4.2552e-06	2.6861e-05	0.00032856	0.00013286	5.984e-06	3.8316e-07
4420	4.1554e-06	2.6239e-05	0.00032211	0.00013155	5.993e-06	3.869e-07
4430	4.0581e-06	2.5631e-05	0.00031578	0.00013024	6.0014e-06	3.9063e-07
4440	3.9631e-06	2.5039e-05	0.00030958	0.00012893	6.0094e-06	3.9436e-07
4450	3.8704e-06	2.446e-05	0.0003035	0.00012764	6.0167e-06	3.9807e-07
4460	3.7799e-06	2.3895e-05	0.00029754	0.00012635	6.0236e-06	4.0177e-07
4470	3.6916e-06	2.3343e-05	0.00029169	0.00012507	6.03e-06	4.0546e-07
4480	3.6054e-06	2.2805e-05	0.00028596	0.00012379	6.0358e-06	4.0913e-07
4490	3.5212e-06	2.2279e-05	0.00028033	0.00012252	6.0411e-06	4.128e-07
4500	3.4391e-06	2.1765e-05	0.00027482	0.00012126	6.0458e-06	4.1645e-07
4510	3.3589e-06	2.1264e-05	0.00026941	0.00012001	6.0501e-06	4.2008e-07
4520	3.2806e-06	2.0774e-05	0.00026411	0.00011876	6.0538e-06	4.237e-07
4530	3.2042e-06	2.0297e-05	0.00025892	0.00011752	6.057e-06	4.273e-07
4540	3.1296e-06	1.983e-05	0.00025382	0.00011629	6.0598e-06	4.3089e-07
4550	3.0568e-06	1.9374e-05	0.00024882	0.00011507	6.0619e-06	4.3445e-07
4560	2.9858e-06	1.8929e-05	0.00024392	0.00011385	6.0636e-06	4.38e-07
4570	2.9164e-06	1.8495e-05	0.00023912	0.00011264	6.0648e-06	4.4153e-07
4580	2.8487e-06	1.8071e-05	0.00023441	0.00011144	6.0655e-06	4.4504e-07
4590	2.7826e-06	1.7656e-05	0.00022979	0.00011025	6.0657e-06	4.4853e-07
4600	2.718e-06	1.7252e-05	0.00022526	0.00010906	6.0653e-06	4.52e-07
4610	2.655e-06	1.6857e-05	0.00022082	0.00010789	6.0645e-06	4.5545e-07
4620	2.5935e-06	1.6471e-05	0.00021646	0.00010672	6.0632e-06	4.5888e-07
4630	2.5334e-06	1.6094e-05	0.0002122	0.00010556	6.0614e-06	4.6228e-07
4640	2.4748e-06	1.5726e-05	0.00020801	0.0001044	6.0591e-06	4.6566e-07
4650	2.4175e-06	1.5367e-05	0.00020391	0.00010326	6.0563e-06	4.6901e-07
4660	2.3617e-06	1.5016e-05	0.00019988	0.00010212	6.053e-06	4.7234e-07
4670	2.3071e-06	1.4674e-05	0.00019594	0.00010099	6.0493e-06	4.7564e-07
4680	2.2538e-06	1.4339e-05	0.00019207	9.9873e-05	6.0451e-06	4.7892e-07
4690	2.2018e-06	1.4012e-05	0.00018828	9.8761e-05	6.0404e-06	4.8217e-07
4700	2.151e-06	1.3693e-05	0.00018456	9.7657e-05	6.0353e-06	4.8539e-07
4710	2.1014e-06	1.3381e-05	0.00018092	9.6562e-05	6.0296e-06	4.8859e-07
4720	2.053e-06	1.3077e-05	0.00017735	9.5475e-05	6.0236e-06	4.9176e-07
4730	2.0057e-06	1.2779e-05	0.00017384	9.4396e-05	6.017e-06	4.9489e-07
4740	1.9595e-06	1.2489e-05	0.00017041	9.3326e-05	6.0101e-06	4.98e-07
4750	1.9144e-06	1.2205e-05	0.00016704	9.2264e-05	6.0026e-06	5.0108e-07
4760	1.8704e-06	1.1928e-05	0.00016374	9.1211e-05	5.9948e-06	5.0412e-07
4770	1.8274e-06	1.1657e-05	0.00016051	9.0166e-05	5.9865e-06	5.0714e-07
4780	1.7854e-06	1.1393e-05	0.00015733	8.913e-05	5.9777e-06	5.1012e-07
4790	1.7444e-06	1.1134e-05	0.00015422	8.8102e-05	5.9686e-06	5.1307e-07
4800	1.7044e-06	1.0882e-05	0.00015117	8.7082e-05	5.959e-06	5.1599e-07
4810	1.6653e-06	1.0636e-05	0.00014819	8.6071e-05	5.949e-06	5.1887e-07
4820	1.6271e-06	1.0395e-05	0.00014526	8.5069e-05	5.9385e-06	5.2172e-07
4830	1.5898e-06	1.016e-05	0.00014238	8.4074e-05	5.9277e-06	5.2454e-07
4840	1.5534e-06	9.9302e-06	0.00013957	8.3089e-05	5.9164e-06	5.2732e-07
4850	1.5179e-06	9.7058e-06	0.0001368	8.2112e-05	5.9048e-06	5.3007e-07
4860	1.4831e-06	9.4866e-06	0.0001341	8.1143e-05	5.8927e-06	5.3277e-07
4870	1.4492e-06	9.2724e-06	0.00013144	8.0183e-05	5.8803e-06	5.3545e-07
4880	1.4161e-06	9.0632e-06	0.00012884	7.9231e-05	5.8675e-06	5.3808e-07
4890	1.3837e-06	8.8588e-06	0.00012629	7.8287e-05	5.8543e-06	5.4068e-07
4900	1.3521e-06	8.6592e-06	0.00012379	7.7352e-05	5.8407e-06	5.4324e-07
4910	1.3213e-06	8.4641e-06	0.00012134	7.6426e-05	5.8267e-06	5.4577e-07
4920	1.2911e-06	8.2735e-06	0.00011894	7.5508e-05	5.8124e-06	5.4825e-07
4930	1.2617e-06	8.0873e-06	0.00011659	7.4598e-05	5.7977e-06	5.507e-07
4940	1.2329e-06	7.9054e-06	0.00011428	7.3697e-05	5.7826e-06	5.5311e-07
4950	1.2048e-06	7.7277e-06	0.00011202	7.2804e-05	5.7672e-06	5.5547e-07
4960	1.1774e-06	7.554e-06	0.0001098	7.1919e-05	5.7515e-06	5.578e-07
4970	1.1506e-06	7.3844e-06	0.00010762	7.1042e-05	5.7354e-06	5.6009e-07
4980	1.1245e-06	7.2186e-06	0.00010549	7.0174e-05	5.7189e-06	5.6234e-07
4990	1.0989e-06	7.0566e-06	0.0001034	6.9314e-05	5.7022e-06	5.6454e-07
5000	1.0739e-06	6.8984e-06	0.00010135	6.8462e-05	5.6851e-06	5.6671e-07
