TRACR3D Conservative Tracer - Concentration vs time
X_coordinates  0.175000000E+02 0.275000000E+02 0.375000000E+02 0.475000000E+02 0.575000000E+02 0.675000000E+02
Y_coordinates  0.225000000E+02 0.325000000E+02 0.425000000E+02 0.525000000E+02 0.625000000E+02 0.725000000E+02
Z_coordinates  0.975000000E+02 0.825000000E+02 0.625000000E+02 0.425000000E+02 0.225000000E+02 0.250000000E+01
Time yrs	Position 1	Position 2	Position 3	Position 4	Position 5	Position 6
3370	0.0043914	0.027034	0.2113	0.027804	0.00036847	9.4017e-06
3380	0.0043503	0.026788	0.21074	0.028156	0.00037912	9.7868e-06
3390	0.0043096	0.026545	0.21017	0.028509	0.00039001	1.0186e-05
3400	0.0042695	0.026305	0.20959	0.028864	0.00040115	1.0599e-05
3410	0.0042298	0.026067	0.20902	0.029221	0.00041255	1.1026e-05
3420	0.0041906	0.025832	0.20844	0.029579	0.00042421	1.1468e-05
3430	0.0041519	0.0256	0.20786	0.029939	0.00043612	1.1926e-05
3440	0.0041136	0.025371	0.20728	0.0303	0.00044831	1.2399e-05
3450	0.0040758	0.025144	0.20669	0.030662	0.00046076	1.2889e-05
3460	0.0040384	0.02492	0.20611	0.031027	0.00047349	1.3396e-05
3470	0.0040014	0.024699	0.20552	0.031392	0.00048649	1.3919e-05
3480	0.0039649	0.02448	0.20492	0.031759	0.00049978	1.446e-05
3490	0.0039288	0.024263	0.20433	0.032127	0.00051336	1.502e-05
3500	0.0038931	0.024049	0.20373	0.032497	0.00052722	1.5598e-05
3510	0.0038578	0.023838	0.20314	0.032868	0.00054139	1.6195e-05
3520	0.003823	0.023628	0.20254	0.03324	0.00055585	1.6812e-05
3530	0.0037885	0.023422	0.20194	0.033614	0.00057061	1.7449e-05
3540	0.0037544	0.023217	0.20133	0.033988	0.00058568	1.8107e-05
3550	0.0037208	0.023015	0.20073	0.034364	0.00060107	1.8786e-05
3560	0.0036875	0.022815	0.20012	0.034741	0.00061677	1.9487e-05
3570	0.0036545	0.022617	0.19951	0.035119	0.0006328	2.0211e-05
3580	0.003622	0.022422	0.1989	0.035499	0.00064914	2.0957e-05
3590	0.0035898	0.022228	0.19829	0.035879	0.00066582	2.1728e-05
3600	0.003558	0.022037	0.19768	0.03626	0.00068283	2.2522e-05
3610	0.0035265	0.021848	0.19707	0.036642	0.00070018	2.3342e-05
3620	0.0034954	0.021661	0.19645	0.037026	0.00071788	2.4186e-05
3630	0.0034646	0.021476	0.19584	0.03741	0.00073592	2.5057e-05
3640	0.0034342	0.021293	0.19522	0.037795	0.00075431	2.5955e-05
3650	0.0034041	0.021112	0.1946	0.038181	0.00077306	2.6881e-05
3660	0.0033744	0.020933	0.19398	0.038568	0.00079217	2.7834e-05
3670	0.0033449	0.020756	0.19336	0.038956	0.00081164	2.8817e-05
3680	0.0033158	0.020581	0.19274	0.039344	0.00083148	2.9829e-05
3690	0.0032871	0.020408	0.19212	0.039734	0.0008517	3.0871e-05
3700	0.0032586	0.020237	0.1915	0.040124	0.0008723	3.1944e-05
3710	0.0032304	0.020067	0.19088	0.040514	0.00089328	3.3049e-05
3720	0.0032026	0.019899	0.19026	0.040906	0.00091464	3.4187e-05
3730	0.003175	0.019734	0.18964	0.041298	0.0009364	3.5358e-05
3740	0.0031478	0.01957	0.18901	0.041691	0.00095855	3.6563e-05
3750	0.0031208	0.019407	0.18839	0.042084	0.00098111	3.7803e-05
3760	0.0030942	0.019246	0.18776	0.042478	0.0010041	3.9078e-05
3770	0.0030678	0.019088	0.18714	0.042872	0.0010274	4.039e-05
3780	0.0030417	0.01893	0.18652	0.043267	0.0010512	4.174e-05
3790	0.0030159	0.018775	0.18589	0.043662	0.0010754	4.3127e-05
3800	0.0029903	0.018621	0.18527	0.044058	0.0011	4.4554e-05
3810	0.0029651	0.018468	0.18464	0.044454	0.0011251	4.602e-05
3820	0.0029401	0.018318	0.18402	0.044851	0.0011506	4.7527e-05
3830	0.0029153	0.018169	0.18339	0.045248	0.0011765	4.9076e-05
3840	0.0028909	0.018021	0.18277	0.045645	0.0012029	5.0668e-05
3850	0.0028667	0.017875	0.18215	0.046042	0.0012297	5.2303e-05
3860	0.0028427	0.01773	0.18152	0.04644	0.0012569	5.3983e-05
3870	0.002819	0.017587	0.1809	0.046838	0.0012846	5.5708e-05
3880	0.0027955	0.017446	0.18027	0.047236	0.0013128	5.7479e-05
3890	0.0027723	0.017306	0.17965	0.047634	0.0013414	5.9298e-05
3900	0.0027493	0.017167	0.17903	0.048033	0.0013705	6.1165e-05
3910	0.0027266	0.017029	0.17841	0.048432	0.0014001	6.3082e-05
3920	0.0027041	0.016894	0.17778	0.04883	0.0014302	6.5049e-05
3930	0.0026818	0.016759	0.17716	0.049229	0.0014607	6.7068e-05
3940	0.0026598	0.016626	0.17654	0.049628	0.0014917	6.9139e-05
3950	0.002638	0.016494	0.17592	0.050027	0.0015232	7.1264e-05
3960	0.0026164	0.016364	0.1753	0.050425	0.0015552	7.3443e-05
3970	0.0025951	0.016235	0.17468	0.050824	0.0015877	7.5678e-05
3980	0.0025739	0.016107	0.17406	0.051223	0.0016207	7.797e-05
3990	0.002553	0.01598	0.17344	0.051622	0.0016542	8.032e-05
4000	0.0025323	0.015855	0.17282	0.05202	0.0016882	8.2729e-05
4010	0.0025118	0.015731	0.17221	0.052418	0.0017227	8.5199e-05
4020	0.0024915	0.015608	0.17159	0.052816	0.0017577	8.7729e-05
4030	0.0024714	0.015487	0.17097	0.053214	0.0017933	9.0323e-05
4040	0.0024515	0.015366	0.17036	0.053612	0.0018294	9.298e-05
4050	0.0024318	0.015247	0.16975	0.054009	0.001866	9.5703e-05
4060	0.0024123	0.015129	0.16913	0.054406	0.0019032	9.8491e-05
4070	0.002393	0.015012	0.16852	0.054803	0.0019409	0.00010135
4080	0.0023739	0.014897	0.16791	0.0552	0.0019791	0.00010427
4090	0.002355	0.014782	0.1673	0.055596	0.0020179	0.00010727
4100	0.0023363	0.014668	0.16669	0.055991	0.0020572	0.00011033
4110	0.0023177	0.014556	0.16608	0.056387	0.0020971	0.00011347
4120	0.0022994	0.014445	0.16548	0.056781	0.0021375	0.00011668
4130	0.0022812	0.014335	0.16487	0.057176	0.0021786	0.00011997
4140	0.0022632	0.014226	0.16426	0.05757	0.0022201	0.00012334
4150	0.0022454	0.014118	0.16366	0.057963	0.0022623	0.00012678
4160	0.0022277	0.014011	0.16306	0.058356	0.002305	0.0001303
4170	0.0022103	0.013905	0.16246	0.058748	0.0023483	0.0001339
4180	0.002193	0.0138	0.16186	0.05914	0.0023922	0.00013759
4190	0.0021758	0.013696	0.16126	0.059531	0.0024366	0.00014135
4200	0.0021589	0.013593	0.16066	0.059921	0.0024817	0.00014521
4210	0.0021421	0.013491	0.16006	0.060311	0.0025273	0.00014915
4220	0.0021254	0.01339	0.15947	0.0607	0.0025735	0.00015317
4230	0.002109	0.01329	0.15887	0.061088	0.0026204	0.00015729
4240	0.0020926	0.013191	0.15828	0.061476	0.0026678	0.00016149
4250	0.0020765	0.013093	0.15769	0.061863	0.0027159	0.00016579
4260	0.0020605	0.012996	0.1571	0.062249	0.0027645	0.00017018
4270	0.0020446	0.012899	0.15651	0.062634	0.0028138	0.00017467
4280	0.0020289	0.012804	0.15592	0.063019	0.0028637	0.00017926
4290	0.0020134	0.012709	0.15533	0.063403	0.0029141	0.00018394
4300	0.001998	0.012616	0.15475	0.063786	0.0029653	0.00018872
4310	0.0019827	0.012523	0.15416	0.064168	0.003017	0.0001936
4320	0.0019676	0.012431	0.15358	0.064549	0.0030694	0.00019859
4330	0.0019526	0.01234	0.153	0.064929	0.0031224	0.00020368
4340	0.0019378	0.01225	0.15242	0.065308	0.003176	0.00020888
4350	0.0019231	0.012161	0.15184	0.065686	0.0032303	0.00021418
4360	0.0019086	0.012072	0.15127	0.066064	0.0032852	0.0002196
4370	0.0018942	0.011984	0.15069	0.06644	0.0033408	0.00022512
4380	0.0018799	0.011898	0.15012	0.066815	0.003397	0.00023076
4390	0.0018657	0.011811	0.14955	0.067189	0.0034539	0.00023651
4400	0.0018517	0.011726	0.14898	0.067563	0.0035113	0.00024238
4410	0.0018378	0.011642	0.14841	0.067935	0.0035695	0.00024836
4420	0.0018241	0.011558	0.14784	0.068306	0.0036283	0.00025447
4430	0.0018105	0.011475	0.14727	0.068676	0.0036878	0.00026069
4440	0.001797	0.011393	0.14671	0.069044	0.0037479	0.00026704
4450	0.0017836	0.011311	0.14615	0.069412	0.0038087	0.00027351
4460	0.0017703	0.01123	0.14558	0.069779	0.0038702	0.00028011
4470	0.0017572	0.01115	0.14502	0.070144	0.0039323	0.00028684
4480	0.0017442	0.011071	0.14447	0.070508	0.0039952	0.00029369
4490	0.0017313	0.010992	0.14391	0.070871	0.0040586	0.00030068
4500	0.0017185	0.010915	0.14336	0.071233	0.0041228	0.0003078
4510	0.0017059	0.010837	0.1428	0.071593	0.0041876	0.00031506
4520	0.0016933	0.010761	0.14225	0.071952	0.0042531	0.00032245
4530	0.0016809	0.010685	0.1417	0.07231	0.0043193	0.00032999
4540	0.0016686	0.01061	0.14115	0.072667	0.0043862	0.00033766
4550	0.0016564	0.010535	0.14061	0.073022	0.0044538	0.00034547
4560	0.0016443	0.010462	0.14006	0.073376	0.004522	0.00035343
4570	0.0016323	0.010388	0.13952	0.073729	0.004591	0.00036154
4580	0.0016205	0.010316	0.13897	0.07408	0.0046606	0.00036979
4590	0.0016087	0.010244	0.13843	0.07443	0.0047309	0.00037819
4600	0.001597	0.010173	0.13789	0.074778	0.004802	0.00038675
4610	0.0015855	0.010102	0.13736	0.075126	0.0048737	0.00039545
4620	0.001574	0.010032	0.13682	0.075471	0.0049461	0.00040432
4630	0.0015627	0.0099628	0.13629	0.075816	0.0050192	0.00041334
4640	0.0015514	0.009894	0.13576	0.076159	0.005093	0.00042252
4650	0.0015403	0.0098258	0.13523	0.0765	0.0051675	0.00043186
4660	0.0015292	0.0097582	0.1347	0.07684	0.0052428	0.00044136
4670	0.0015183	0.0096912	0.13417	0.077178	0.0053187	0.00045103
4680	0.0015074	0.0096248	0.13365	0.077516	0.0053953	0.00046087
4690	0.0014966	0.0095589	0.13312	0.077851	0.0054726	0.00047087
4700	0.001486	0.0094936	0.1326	0.078185	0.0055507	0.00048104
4710	0.0014754	0.0094289	0.13208	0.078518	0.0056295	0.00049139
4720	0.0014649	0.0093648	0.13157	0.078849	0.0057089	0.00050191
4730	0.0014545	0.0093011	0.13105	0.079178	0.0057891	0.00051261
4740	0.0014442	0.0092381	0.13054	0.079506	0.00587	0.00052349
4750	0.001434	0.0091755	0.13002	0.079832	0.0059516	0.00053455
4760	0.0014239	0.0091135	0.12951	0.080157	0.0060339	0.00054579
4770	0.0014139	0.0090521	0.129	0.08048	0.0061169	0.00055721
4780	0.0014039	0.0089911	0.12849	0.080801	0.0062006	0.00056883
4790	0.001394	0.0089307	0.12799	0.081121	0.0062851	0.00058062
4800	0.0013843	0.0088708	0.12748	0.08144	0.0063702	0.00059262
4810	0.0013746	0.0088113	0.12698	0.081756	0.0064561	0.0006048
4820	0.001365	0.0087524	0.12648	0.082072	0.0065427	0.00061718
4830	0.0013555	0.008694	0.12598	0.082385	0.00663	0.00062975
4840	0.001346	0.0086361	0.12548	0.082697	0.006718	0.00064252
4850	0.0013366	0.0085786	0.12499	0.083007	0.0068068	0.00065549
4860	0.0013274	0.0085216	0.12449	0.083315	0.0068962	0.00066867
4870	0.0013182	0.0084651	0.124	0.083622	0.0069864	0.00068205
4880	0.001309	0.0084091	0.12351	0.083927	0.0070773	0.00069564
4890	0.0013	0.0083536	0.12302	0.08423	0.0071689	0.00070943
4900	0.001291	0.0082985	0.12254	0.084532	0.0072612	0.00072344
4910	0.0012821	0.0082439	0.12205	0.084832	0.0073543	0.00073765
4920	0.0012733	0.0081897	0.12157	0.08513	0.007448	0.00075209
4930	0.0012646	0.0081359	0.12109	0.085427	0.0075425	0.00076674
4940	0.0012559	0.0080826	0.12061	0.085722	0.0076377	0.0007816
4950	0.0012473	0.0080298	0.12013	0.086015	0.0077336	0.00079669
4960	0.0012388	0.0079774	0.11965	0.086306	0.0078302	0.000812
4970	0.0012303	0.0079254	0.11918	0.086596	0.0079275	0.00082754
4980	0.0012219	0.0078738	0.11871	0.086884	0.0080255	0.0008433
4990	0.0012136	0.0078227	0.11823	0.08717	0.0081243	0.00085929
5000	0.0012054	0.0077719	0.11776	0.087454	0.0082237	0.00087551
