node, X coordinate (m), Y coordinate (m), Z coordinate (m), Liquid Pressure (MPa), Vapor Pressure (MPa), Temperature (deg C)
0000000031,   8.00000000 ,   2.00000000 ,   0.00000000 ,   5.59806617 ,   5.59806617 ,   80.0000000
0000000032,   9.00000000 ,   2.00000000 ,   0.00000000 ,   5.59806295 ,   5.59806295 ,   80.0000000
0000000033,   10.0000000 ,   2.00000000 ,   0.00000000 ,   5.59806170 ,   5.59806170 ,   80.0000000
0000000034,   0.00000000 ,   3.00000000 ,   0.00000000 ,   5.39771244 ,   5.39771244 ,   80.0000000
0000000035,   1.00000000 ,   3.00000000 ,   0.00000000 ,   5.39771475 ,   5.39771475 ,   80.0000000
0000000036,   2.00000000 ,   3.00000000 ,   0.00000000 ,   5.39772066 ,   5.39772066 ,   80.0000000
0000000037,   3.00000000 ,   3.00000000 ,   0.00000000 ,   5.39772772 ,   5.39772772 ,   80.0000000
0000000038,   4.00000000 ,   3.00000000 ,   0.00000000 ,   5.39773327 ,   5.39773327 ,   80.0000000
0000000039,   5.00000000 ,   3.00000000 ,   0.00000000 ,   5.39773536 ,   5.39773536 ,   80.0000000
0000000040,   6.00000000 ,   3.00000000 ,   0.00000000 ,   5.39773327 ,   5.39773327 ,   80.0000000
0000000041,   7.00000000 ,   3.00000000 ,   0.00000000 ,   5.39772772 ,   5.39772772 ,   80.0000000
0000000042,   8.00000000 ,   3.00000000 ,   0.00000000 ,   5.39772066 ,   5.39772066 ,   80.0000000
0000000043,   9.00000000 ,   3.00000000 ,   0.00000000 ,   5.39771475 ,   5.39771475 ,   80.0000000
0000000044,   10.0000000 ,   3.00000000 ,   0.00000000 ,   5.39771244 ,   5.39771244 ,   80.0000000
0000000045,   0.00000000 ,   4.00000000 ,   0.00000000 ,   5.19796242 ,   5.19796242 ,   80.0000000
0000000046,   1.00000000 ,   4.00000000 ,   0.00000000 ,   5.19796643 ,   5.19796643 ,   80.0000000
0000000047,   2.00000000 ,   4.00000000 ,   0.00000000 ,   5.19797653 ,   5.19797653 ,   80.0000000
0000000048,   3.00000000 ,   4.00000000 ,   0.00000000 ,   5.19798839 ,   5.19798839 ,   80.0000000
0000000049,   4.00000000 ,   4.00000000 ,   0.00000000 ,   5.19799757 ,   5.19799757 ,   80.0000000
0000000050,   5.00000000 ,   4.00000000 ,   0.00000000 ,   5.19800098 ,   5.19800098 ,   80.0000000
0000000051,   6.00000000 ,   4.00000000 ,   0.00000000 ,   5.19799757 ,   5.19799757 ,   80.0000000
0000000052,   7.00000000 ,   4.00000000 ,   0.00000000 ,   5.19798839 ,   5.19798839 ,   80.0000000
0000000053,   8.00000000 ,   4.00000000 ,   0.00000000 ,   5.19797653 ,   5.19797653 ,   80.0000000
0000000054,   9.00000000 ,   4.00000000 ,   0.00000000 ,   5.19796643 ,   5.19796643 ,   80.0000000
0000000055,   10.0000000 ,   4.00000000 ,   0.00000000 ,   5.19796242 ,   5.19796242 ,   80.0000000
0000000056,   0.00000000 ,   5.00000000 ,   0.00000000 ,   4.99863949 ,   4.99863949 ,   80.0000000
0000000057,   1.00000000 ,   5.00000000 ,   0.00000000 ,   4.99864624 ,   4.99864624 ,   80.0000000
0000000058,   2.00000000 ,   5.00000000 ,   0.00000000 ,   4.99866278 ,   4.99866278 ,   80.0000000
0000000059,   3.00000000 ,   5.00000000 ,   0.00000000 ,   4.99868165 ,   4.99868165 ,   80.0000000
0000000060,   4.00000000 ,   5.00000000 ,   0.00000000 ,   4.99869592 ,   4.99869592 ,   80.0000000
0000000061,   5.00000000 ,   5.00000000 ,   0.00000000 ,   4.99870116 ,   4.99870116 ,   80.0000000
0000000062,   6.00000000 ,   5.00000000 ,   0.00000000 ,   4.99869592 ,   4.99869592 ,   80.0000000
0000000063,   7.00000000 ,   5.00000000 ,   0.00000000 ,   4.99868165 ,   4.99868165 ,   80.0000000
0000000064,   8.00000000 ,   5.00000000 ,   0.00000000 ,   4.99866278 ,   4.99866278 ,   80.0000000
0000000065,   9.00000000 ,   5.00000000 ,   0.00000000 ,   4.99864624 ,   4.99864624 ,   80.0000000
0000000066,   10.0000000 ,   5.00000000 ,   0.00000000 ,   4.99863949 ,   4.99863949 ,   80.0000000
0000000067,   0.00000000 ,   6.00000000 ,   0.00000000 ,   4.79951929 ,   4.79951929 ,   80.0000000
0000000068,   1.00000000 ,   6.00000000 ,   0.00000000 ,   4.79953032 ,   4.79953032 ,   80.0000000
0000000069,   2.00000000 ,   6.00000000 ,   0.00000000 ,   4.79955610 ,   4.79955610 ,   80.0000000
0000000070,   3.00000000 ,   6.00000000 ,   0.00000000 ,   4.79958422 ,   4.79958422 ,   80.0000000
0000000071,   4.00000000 ,   6.00000000 ,   0.00000000 ,   4.79960477 ,   4.79960477 ,   80.0000000
0000000072,   5.00000000 ,   6.00000000 ,   0.00000000 ,   4.79961218 ,   4.79961218 ,   80.0000000
0000000073,   6.00000000 ,   6.00000000 ,   0.00000000 ,   4.79960477 ,   4.79960477 ,   80.0000000
0000000074,   7.00000000 ,   6.00000000 ,   0.00000000 ,   4.79958422 ,   4.79958422 ,   80.0000000
0000000075,   8.00000000 ,   6.00000000 ,   0.00000000 ,   4.79955610 ,   4.79955610 ,   80.0000000
0000000076,   9.00000000 ,   6.00000000 ,   0.00000000 ,   4.79953032 ,   4.79953032 ,   80.0000000
0000000077,   10.0000000 ,   6.00000000 ,   0.00000000 ,   4.79951929 ,   4.79951929 ,   80.0000000
0000000078,   0.00000000 ,   7.00000000 ,   0.00000000 ,   4.60036442 ,   4.60036442 ,   80.0000000
0000000079,   1.00000000 ,   7.00000000 ,   0.00000000 ,   4.60038197 ,   4.60038197 ,   80.0000000
0000000080,   2.00000000 ,   7.00000000 ,   0.00000000 ,   4.60041966 ,   4.60041966 ,   80.0000000
0000000081,   3.00000000 ,   7.00000000 ,   0.00000000 ,   4.60045807 ,   4.60045807 ,   80.0000000
0000000082,   4.00000000 ,   7.00000000 ,   0.00000000 ,   4.60048480 ,   4.60048480 ,   80.0000000
0000000083,   5.00000000 ,   7.00000000 ,   0.00000000 ,   4.60049422 ,   4.60049422 ,   80.0000000
0000000084,   6.00000000 ,   7.00000000 ,   0.00000000 ,   4.60048480 ,   4.60048480 ,   80.0000000
0000000085,   7.00000000 ,   7.00000000 ,   0.00000000 ,   4.60045807 ,   4.60045807 ,   80.0000000
0000000086,   8.00000000 ,   7.00000000 ,   0.00000000 ,   4.60041966 ,   4.60041966 ,   80.0000000
0000000087,   9.00000000 ,   7.00000000 ,   0.00000000 ,   4.60038197 ,   4.60038197 ,   80.0000000
0000000088,   10.0000000 ,   7.00000000 ,   0.00000000 ,   4.60036442 ,   4.60036442 ,   80.0000000
0000000089,   0.00000000 ,   8.00000000 ,   0.00000000 ,   4.40093498 ,   4.40093498 ,   80.0000000
0000000090,   1.00000000 ,   8.00000000 ,   0.00000000 ,   4.40096062 ,   4.40096062 ,   80.0000000
0000000091,   2.00000000 ,   8.00000000 ,   0.00000000 ,   4.40100855 ,   4.40100855 ,   80.0000000
0000000092,   3.00000000 ,   8.00000000 ,   0.00000000 ,   4.40105286 ,   4.40105286 ,   80.0000000
0000000093,   4.00000000 ,   8.00000000 ,   0.00000000 ,   4.40108178 ,   4.40108178 ,   80.0000000
0000000094,   5.00000000 ,   8.00000000 ,   0.00000000 ,   4.40109164 ,   4.40109164 ,   80.0000000
0000000095,   6.00000000 ,   8.00000000 ,   0.00000000 ,   4.40108178 ,   4.40108178 ,   80.0000000
0000000096,   7.00000000 ,   8.00000000 ,   0.00000000 ,   4.40105286 ,   4.40105286 ,   80.0000000
0000000097,   8.00000000 ,   8.00000000 ,   0.00000000 ,   4.40100855 ,   4.40100855 ,   80.0000000
0000000098,   9.00000000 ,   8.00000000 ,   0.00000000 ,   4.40096062 ,   4.40096062 ,   80.0000000
0000000099,   10.0000000 ,   8.00000000 ,   0.00000000 ,   4.40093498 ,   4.40093498 ,   80.0000000
0000000100,   0.00000000 ,   9.00000000 ,   0.00000000 ,   4.20094831 ,   4.20094831 ,   80.0000000
0000000101,   1.00000000 ,   9.00000000 ,   0.00000000 ,   4.20097619 ,   4.20097619 ,   80.0000000
0000000102,   2.00000000 ,   9.00000000 ,   0.00000000 ,   4.20101863 ,   4.20101863 ,   80.0000000
0000000103,   3.00000000 ,   9.00000000 ,   0.00000000 ,   4.20105324 ,   4.20105324 ,   80.0000000
0000000104,   4.00000000 ,   9.00000000 ,   0.00000000 ,   4.20107415 ,   4.20107415 ,   80.0000000
0000000105,   5.00000000 ,   9.00000000 ,   0.00000000 ,   4.20108103 ,   4.20108103 ,   80.0000000
0000000106,   6.00000000 ,   9.00000000 ,   0.00000000 ,   4.20107415 ,   4.20107415 ,   80.0000000
0000000107,   7.00000000 ,   9.00000000 ,   0.00000000 ,   4.20105324 ,   4.20105324 ,   80.0000000
0000000108,   8.00000000 ,   9.00000000 ,   0.00000000 ,   4.20101863 ,   4.20101863 ,   80.0000000
0000000109,   9.00000000 ,   9.00000000 ,   0.00000000 ,   4.20097619 ,   4.20097619 ,   80.0000000
0000000110,   10.0000000 ,   9.00000000 ,   0.00000000 ,   4.20094831 ,   4.20094831 ,   80.0000000
0000000111,   0.00000000 ,   10.0000000 ,   0.00000000 ,   4.00000000 ,   4.00000000 ,   80.0000000
0000000112,   1.00000000 ,   10.0000000 ,   0.00000000 ,   4.00000000 ,   4.00000000 ,   80.0000000
0000000113,   2.00000000 ,   10.0000000 ,   0.00000000 ,   4.00000000 ,   4.00000000 ,   80.0000000
0000000114,   3.00000000 ,   10.0000000 ,   0.00000000 ,   4.00000000 ,   4.00000000 ,   80.0000000
0000000115,   4.00000000 ,   10.0000000 ,   0.00000000 ,   4.00000000 ,   4.00000000 ,   80.0000000
0000000116,   5.00000000 ,   10.0000000 ,   0.00000000 ,   4.00000000 ,   4.00000000 ,   80.0000000
0000000117,   6.00000000 ,   10.0000000 ,   0.00000000 ,   4.00000000 ,   4.00000000 ,   80.0000000
0000000118,   7.00000000 ,   10.0000000 ,   0.00000000 ,   4.00000000 ,   4.00000000 ,   80.0000000
0000000119,   8.00000000 ,   10.0000000 ,   0.00000000 ,   4.00000000 ,   4.00000000 ,   80.0000000
0000000120,   9.00000000 ,   10.0000000 ,   0.00000000 ,   4.00000000 ,   4.00000000 ,   80.0000000
0000000121,   10.0000000 ,   10.0000000 ,   0.00000000 ,   4.00000000 ,   4.00000000 ,   80.0000000
0000000122,   0.00000000 ,   0.00000000 ,   1.00000000 ,   6.00000000 ,   6.00000000 ,   67.5315052
0000000123,   1.00000000 ,   0.00000000 ,   1.00000000 ,   6.00000000 ,   6.00000000 ,   67.5315165
0000000124,   2.00000000 ,   0.00000000 ,   1.00000000 ,   6.00000000 ,   6.00000000 ,   67.5315459
0000000125,   3.00000000 ,   0.00000000 ,   1.00000000 ,   6.00000000 ,   6.00000000 ,   67.5315819
0000000126,   4.00000000 ,   0.00000000 ,   1.00000000 ,   6.00000000 ,   6.00000000 ,   67.5316107
0000000127,   5.00000000 ,   0.00000000 ,   1.00000000 ,   6.00000000 ,   6.00000000 ,   67.5316216
0000000128,   6.00000000 ,   0.00000000 ,   1.00000000 ,   6.00000000 ,   6.00000000 ,   67.5316107
0000000129,   7.00000000 ,   0.00000000 ,   1.00000000 ,   6.00000000 ,   6.00000000 ,   67.5315819
0000000130,   8.00000000 ,   0.00000000 ,   1.00000000 ,   6.00000000 ,   6.00000000 ,   67.5315459
0000000131,   9.00000000 ,   0.00000000 ,   1.00000000 ,   6.00000000 ,   6.00000000 ,   67.5315165
0000000132,   10.0000000 ,   0.00000000 ,   1.00000000 ,   6.00000000 ,   6.00000000 ,   67.5315052
0000000133,   0.00000000 ,   1.00000000 ,   1.00000000 ,   5.78915705 ,   5.78915705 ,   70.4858791
0000000134,   1.00000000 ,   1.00000000 ,   1.00000000 ,   5.78915791 ,   5.78915791 ,   70.4858842
0000000135,   2.00000000 ,   1.00000000 ,   1.00000000 ,   5.78916014 ,   5.78916014 ,   70.4858983
0000000136,   3.00000000 ,   1.00000000 ,   1.00000000 ,   5.78916283 ,   5.78916283 ,   70.4859165
0000000137,   4.00000000 ,   1.00000000 ,   1.00000000 ,   5.78916495 ,   5.78916495 ,   70.4859317
0000000138,   5.00000000 ,   1.00000000 ,   1.00000000 ,   5.78916575 ,   5.78916575 ,   70.4859375
0000000139,   6.00000000 ,   1.00000000 ,   1.00000000 ,   5.78916495 ,   5.78916495 ,   70.4859317
0000000140,   7.00000000 ,   1.00000000 ,   1.00000000 ,   5.78916283 ,   5.78916283 ,   70.4859165
0000000141,   8.00000000 ,   1.00000000 ,   1.00000000 ,   5.78916014 ,   5.78916014 ,   70.4858983
0000000142,   9.00000000 ,   1.00000000 ,   1.00000000 ,   5.78915791 ,   5.78915791 ,   70.4858842
0000000143,   10.0000000 ,   1.00000000 ,   1.00000000 ,   5.78915705 ,   5.78915705 ,   70.4858791
0000000144,   0.00000000 ,   2.00000000 ,   1.00000000 ,   5.58554377 ,   5.58554377 ,   72.0848075
0000000145,   1.00000000 ,   2.00000000 ,   1.00000000 ,   5.58554585 ,   5.58554585 ,   72.0848014
0000000146,   2.00000000 ,   2.00000000 ,   1.00000000 ,   5.58555114 ,   5.58555114 ,   72.0847901
0000000147,   3.00000000 ,   2.00000000 ,   1.00000000 ,   5.58555744 ,   5.58555744 ,   72.0847815
0000000148,   4.00000000 ,   2.00000000 ,   1.00000000 ,   5.58556238 ,   5.58556238 ,   72.0847777
0000000149,   5.00000000 ,   2.00000000 ,   1.00000000 ,   5.58556423 ,   5.58556423 ,   72.0847769
0000000150,   6.00000000 ,   2.00000000 ,   1.00000000 ,   5.58556238 ,   5.58556238 ,   72.0847777
0000000151,   7.00000000 ,   2.00000000 ,   1.00000000 ,   5.58555744 ,   5.58555744 ,   72.0847815
0000000152,   8.00000000 ,   2.00000000 ,   1.00000000 ,   5.58555114 ,   5.58555114 ,   72.0847901
0000000153,   9.00000000 ,   2.00000000 ,   1.00000000 ,   5.58554585 ,   5.58554585 ,   72.0848014
0000000154,   10.0000000 ,   2.00000000 ,   1.00000000 ,   5.58554377 ,   5.58554377 ,   72.0848075
0000000155,   0.00000000 ,   3.00000000 ,   1.00000000 ,   5.38514685 ,   5.38514685 ,   72.9830726
0000000156,   1.00000000 ,   3.00000000 ,   1.00000000 ,   5.38515106 ,   5.38515106 ,   72.9830292
0000000157,   2.00000000 ,   3.00000000 ,   1.00000000 ,   5.38516162 ,   5.38516162 ,   72.9829417
0000000158,   3.00000000 ,   3.00000000 ,   1.00000000 ,   5.38517395 ,   5.38517395 ,   72.9828618
0000000159,   4.00000000 ,   3.00000000 ,   1.00000000 ,   5.38518343 ,   5.38518343 ,   72.9828122
0000000160,   5.00000000 ,   3.00000000 ,   1.00000000 ,   5.38518696 ,   5.38518696 ,   72.9827960
0000000161,   6.00000000 ,   3.00000000 ,   1.00000000 ,   5.38518343 ,   5.38518343 ,   72.9828122
0000000162,   7.00000000 ,   3.00000000 ,   1.00000000 ,   5.38517395 ,   5.38517395 ,   72.9828618
0000000163,   8.00000000 ,   3.00000000 ,   1.00000000 ,   5.38516162 ,   5.38516162 ,   72.9829417
0000000164,   9.00000000 ,   3.00000000 ,   1.00000000 ,   5.38515106 ,   5.38515106 ,   72.9830292
0000000165,   10.0000000 ,   3.00000000 ,   1.00000000 ,   5.38514685 ,   5.38514685 ,   72.9830726
0000000166,   0.00000000 ,   4.00000000 ,   1.00000000 ,   5.18624203 ,   5.18624203 ,   73.4988390
0000000167,   1.00000000 ,   4.00000000 ,   1.00000000 ,   5.18625049 ,   5.18625049 ,   73.4986382
0000000168,   2.00000000 ,   4.00000000 ,   1.00000000 ,   5.18627098 ,   5.18627098 ,   73.4982672
0000000169,   3.00000000 ,   4.00000000 ,   1.00000000 ,   5.18629404 ,   5.18629404 ,   73.4979488
0000000170,   4.00000000 ,   4.00000000 ,   1.00000000 ,   5.18631129 ,   5.18631129 ,   73.4977595
0000000171,   5.00000000 ,   4.00000000 ,   1.00000000 ,   5.18631760 ,   5.18631760 ,   73.4976989
0000000172,   6.00000000 ,   4.00000000 ,   1.00000000 ,   5.18631129 ,   5.18631129 ,   73.4977595
0000000173,   7.00000000 ,   4.00000000 ,   1.00000000 ,   5.18629404 ,   5.18629404 ,   73.4979488
0000000174,   8.00000000 ,   4.00000000 ,   1.00000000 ,   5.18627098 ,   5.18627098 ,   73.4982672
0000000175,   9.00000000 ,   4.00000000 ,   1.00000000 ,   5.18625049 ,   5.18625049 ,   73.4986382
0000000176,   10.0000000 ,   4.00000000 ,   1.00000000 ,   5.18624203 ,   5.18624203 ,   73.4988390
0000000177,   0.00000000 ,   5.00000000 ,   1.00000000 ,   4.98801462 ,   4.98801462 ,   73.8002197
0000000178,   1.00000000 ,   5.00000000 ,   1.00000000 ,   4.98803216 ,   4.98803216 ,   73.7992917
0000000179,   2.00000000 ,   5.00000000 ,   1.00000000 ,   4.98807203 ,   4.98807203 ,   73.7978060
0000000180,   3.00000000 ,   5.00000000 ,   1.00000000 ,   4.98811439 ,   4.98811439 ,   73.7966624
0000000181,   4.00000000 ,   5.00000000 ,   1.00000000 ,   4.98814471 ,   4.98814471 ,   73.7960353
0000000182,   5.00000000 ,   5.00000000 ,   1.00000000 ,   4.98815554 ,   4.98815554 ,   73.7958435
0000000183,   6.00000000 ,   5.00000000 ,   1.00000000 ,   4.98814471 ,   4.98814471 ,   73.7960353
0000000184,   7.00000000 ,   5.00000000 ,   1.00000000 ,   4.98811439 ,   4.98811439 ,   73.7966624
0000000185,   8.00000000 ,   5.00000000 ,   1.00000000 ,   4.98807203 ,   4.98807203 ,   73.7978060
0000000186,   9.00000000 ,   5.00000000 ,   1.00000000 ,   4.98803216 ,   4.98803216 ,   73.7992917
0000000187,   10.0000000 ,   5.00000000 ,   1.00000000 ,   4.98801462 ,   4.98801462 ,   73.8002197
0000000188,   0.00000000 ,   6.00000000 ,   1.00000000 ,   4.79004647 ,   4.79004647 ,   73.9889164
0000000189,   1.00000000 ,   6.00000000 ,   1.00000000 ,   4.79008489 ,   4.79008489 ,   73.9843640
0000000190,   2.00000000 ,   6.00000000 ,   1.00000000 ,   4.79016306 ,   4.79016306 ,   73.9784162
0000000191,   3.00000000 ,   6.00000000 ,   1.00000000 ,   4.79023896 ,   4.79023896 ,   73.9744575
0000000192,   4.00000000 ,   6.00000000 ,   1.00000000 ,   4.79028987 ,   4.79028987 ,   73.9725082
0000000193,   5.00000000 ,   6.00000000 ,   1.00000000 ,   4.79030744 ,   4.79030744 ,   73.9719471
0000000194,   6.00000000 ,   6.00000000 ,   1.00000000 ,   4.79028987 ,   4.79028987 ,   73.9725082
0000000195,   7.00000000 ,   6.00000000 ,   1.00000000 ,   4.79023896 ,   4.79023896 ,   73.9744575
0000000196,   8.00000000 ,   6.00000000 ,   1.00000000 ,   4.79016306 ,   4.79016306 ,   73.9784162
0000000197,   9.00000000 ,   6.00000000 ,   1.00000000 ,   4.79008489 ,   4.79008489 ,   73.9843640
0000000198,   10.0000000 ,   6.00000000 ,   1.00000000 ,   4.79004647 ,   4.79004647 ,   73.9889164
0000000199,   0.00000000 ,   7.00000000 ,   1.00000000 ,   4.59211054 ,   4.59211054 ,   74.1548653
0000000200,   1.00000000 ,   7.00000000 ,   1.00000000 ,   4.59220026 ,   4.59220026 ,   74.1307246
0000000201,   2.00000000 ,   7.00000000 ,   1.00000000 ,   4.59235178 ,   4.59235178 ,   74.1067340
0000000202,   3.00000000 ,   7.00000000 ,   1.00000000 ,   4.59248049 ,   4.59248049 ,   74.0934483
0000000203,   4.00000000 ,   7.00000000 ,   1.00000000 ,   4.59255921 ,   4.59255921 ,   74.0877106
0000000204,   5.00000000 ,   7.00000000 ,   1.00000000 ,   4.59258513 ,   4.59258513 ,   74.0861751
0000000205,   6.00000000 ,   7.00000000 ,   1.00000000 ,   4.59255921 ,   4.59255921 ,   74.0877106
0000000206,   7.00000000 ,   7.00000000 ,   1.00000000 ,   4.59248049 ,   4.59248049 ,   74.0934483
0000000207,   8.00000000 ,   7.00000000 ,   1.00000000 ,   4.59235178 ,   4.59235178 ,   74.1067340
0000000208,   9.00000000 ,   7.00000000 ,   1.00000000 ,   4.59220026 ,   4.59220026 ,   74.1307246
0000000209,   10.0000000 ,   7.00000000 ,   1.00000000 ,   4.59211054 ,   4.59211054 ,   74.1548653
0000000210,   0.00000000 ,   8.00000000 ,   1.00000000 ,   4.39410246 ,   4.39410246 ,   74.4759072
0000000211,   1.00000000 ,   8.00000000 ,   1.00000000 ,   4.39431910 ,   4.39431910 ,   74.3380583
0000000212,   2.00000000 ,   8.00000000 ,   1.00000000 ,   4.39459355 ,   4.39459355 ,   74.2432465
0000000213,   3.00000000 ,   8.00000000 ,   1.00000000 ,   4.39478635 ,   4.39478635 ,   74.2017727
0000000214,   4.00000000 ,   8.00000000 ,   1.00000000 ,   4.39489021 ,   4.39489021 ,   74.1865349
0000000215,   5.00000000 ,   8.00000000 ,   1.00000000 ,   4.39492228 ,   4.39492228 ,   74.1828025
0000000216,   6.00000000 ,   8.00000000 ,   1.00000000 ,   4.39489021 ,   4.39489021 ,   74.1865349
0000000217,   7.00000000 ,   8.00000000 ,   1.00000000 ,   4.39478635 ,   4.39478635 ,   74.2017727
0000000218,   8.00000000 ,   8.00000000 ,   1.00000000 ,   4.39459355 ,   4.39459355 ,   74.2432465
0000000219,   9.00000000 ,   8.00000000 ,   1.00000000 ,   4.39431910 ,   4.39431910 ,   74.3380583
0000000220,   10.0000000 ,   8.00000000 ,   1.00000000 ,   4.39410246 ,   4.39410246 ,   74.4759072
0000000221,   0.00000000 ,   9.00000000 ,   1.00000000 ,   4.19618849 ,   4.19618849 ,   75.6385398
0000000222,   1.00000000 ,   9.00000000 ,   1.00000000 ,   4.19664460 ,   4.19664460 ,   74.7951188
0000000223,   2.00000000 ,   9.00000000 ,   1.00000000 ,   4.19702661 ,   4.19702661 ,   74.4473938
0000000224,   3.00000000 ,   9.00000000 ,   1.00000000 ,   4.19723352 ,   4.19723352 ,   74.3355032
0000000225,   4.00000000 ,   9.00000000 ,   1.00000000 ,   4.19732783 ,   4.19732783 ,   74.3017146
0000000226,   5.00000000 ,   9.00000000 ,   1.00000000 ,   4.19735464 ,   4.19735464 ,   74.2942453
0000000227,   6.00000000 ,   9.00000000 ,   1.00000000 ,   4.19732783 ,   4.19732783 ,   74.3017146
0000000228,   7.00000000 ,   9.00000000 ,   1.00000000 ,   4.19723352 ,   4.19723352 ,   74.3355032
0000000229,   8.00000000 ,   9.00000000 ,   1.00000000 ,   4.19702661 ,   4.19702661 ,   74.4473938
0000000230,   9.00000000 ,   9.00000000 ,   1.00000000 ,   4.19664460 ,   4.19664460 ,   74.7951188
0000000231,   10.0000000 ,   9.00000000 ,   1.00000000 ,   4.19618849 ,   4.19618849 ,   75.6385398
0000000232,   0.00000000 ,   10.0000000 ,   1.00000000 ,   4.00000000 ,   4.00000000 ,   81.1344480
0000000233,   1.00000000 ,   10.0000000 ,   1.00000000 ,   4.00000000 ,   4.00000000 ,   75.6531823
0000000234,   2.00000000 ,   10.0000000 ,   1.00000000 ,   4.00000000 ,   4.00000000 ,   74.6661855
0000000235,   3.00000000 ,   10.0000000 ,   1.00000000 ,   4.00000000 ,   4.00000000 ,   74.4555279
0000000236,   4.00000000 ,   10.0000000 ,   1.00000000 ,   4.00000000 ,   4.00000000 ,   74.4042088
0000000237,   5.00000000 ,   10.0000000 ,   1.00000000 ,   4.00000000 ,   4.00000000 ,   74.3938874
0000000238,   6.00000000 ,   10.0000000 ,   1.00000000 ,   4.00000000 ,   4.00000000 ,   74.4042088
0000000239,   7.00000000 ,   10.0000000 ,   1.00000000 ,   4.00000000 ,   4.00000000 ,   74.4555279
0000000240,   8.00000000 ,   10.0000000 ,   1.00000000 ,   4.00000000 ,   4.00000000 ,   74.6661855
0000000241,   9.00000000 ,   10.0000000 ,   1.00000000 ,   4.00000000 ,   4.00000000 ,   75.6531823
0000000242,   10.0000000 ,   10.0000000 ,   1.00000000 ,   4.00000000 ,   4.00000000 ,   81.1344480
0000000243,   0.00000000 ,   0.00000000 ,   2.00000000 ,   6.00000000 ,   6.00000000 ,   63.4135074
