node, X coordinate (m), Y coordinate (m), Z coordinate (m), Liquid Pressure (MPa), Vapor Pressure (MPa), Temperature (deg C)
0000000031,   8.00000000 ,   2.00000000 ,   0.00000000 ,   5.60081945 ,   5.60081945 ,   80.0000000
0000000032,   9.00000000 ,   2.00000000 ,   0.00000000 ,   5.60081760 ,   5.60081760 ,   80.0000000
0000000033,   10.0000000 ,   2.00000000 ,   0.00000000 ,   5.60081688 ,   5.60081688 ,   80.0000000
0000000034,   0.00000000 ,   3.00000000 ,   0.00000000 ,   5.40131934 ,   5.40131934 ,   80.0000000
0000000035,   1.00000000 ,   3.00000000 ,   0.00000000 ,   5.40132068 ,   5.40132068 ,   80.0000000
0000000036,   2.00000000 ,   3.00000000 ,   0.00000000 ,   5.40132409 ,   5.40132409 ,   80.0000000
0000000037,   3.00000000 ,   3.00000000 ,   0.00000000 ,   5.40132817 ,   5.40132817 ,   80.0000000
0000000038,   4.00000000 ,   3.00000000 ,   0.00000000 ,   5.40133136 ,   5.40133136 ,   80.0000000
0000000039,   5.00000000 ,   3.00000000 ,   0.00000000 ,   5.40133256 ,   5.40133256 ,   80.0000000
0000000040,   6.00000000 ,   3.00000000 ,   0.00000000 ,   5.40133136 ,   5.40133136 ,   80.0000000
0000000041,   7.00000000 ,   3.00000000 ,   0.00000000 ,   5.40132817 ,   5.40132817 ,   80.0000000
0000000042,   8.00000000 ,   3.00000000 ,   0.00000000 ,   5.40132409 ,   5.40132409 ,   80.0000000
0000000043,   9.00000000 ,   3.00000000 ,   0.00000000 ,   5.40132068 ,   5.40132068 ,   80.0000000
0000000044,   10.0000000 ,   3.00000000 ,   0.00000000 ,   5.40131934 ,   5.40131934 ,   80.0000000
0000000045,   0.00000000 ,   4.00000000 ,   0.00000000 ,   5.20198590 ,   5.20198590 ,   80.0000000
0000000046,   1.00000000 ,   4.00000000 ,   0.00000000 ,   5.20198825 ,   5.20198825 ,   80.0000000
0000000047,   2.00000000 ,   4.00000000 ,   0.00000000 ,   5.20199415 ,   5.20199415 ,   80.0000000
0000000048,   3.00000000 ,   4.00000000 ,   0.00000000 ,   5.20200104 ,   5.20200104 ,   80.0000000
0000000049,   4.00000000 ,   4.00000000 ,   0.00000000 ,   5.20200636 ,   5.20200636 ,   80.0000000
0000000050,   5.00000000 ,   4.00000000 ,   0.00000000 ,   5.20200833 ,   5.20200833 ,   80.0000000
0000000051,   6.00000000 ,   4.00000000 ,   0.00000000 ,   5.20200636 ,   5.20200636 ,   80.0000000
0000000052,   7.00000000 ,   4.00000000 ,   0.00000000 ,   5.20200104 ,   5.20200104 ,   80.0000000
0000000053,   8.00000000 ,   4.00000000 ,   0.00000000 ,   5.20199415 ,   5.20199415 ,   80.0000000
0000000054,   9.00000000 ,   4.00000000 ,   0.00000000 ,   5.20198825 ,   5.20198825 ,   80.0000000
0000000055,   10.0000000 ,   4.00000000 ,   0.00000000 ,   5.20198590 ,   5.20198590 ,   80.0000000
0000000056,   0.00000000 ,   5.00000000 ,   0.00000000 ,   5.00266562 ,   5.00266562 ,   80.0000000
0000000057,   1.00000000 ,   5.00000000 ,   0.00000000 ,   5.00266962 ,   5.00266962 ,   80.0000000
0000000058,   2.00000000 ,   5.00000000 ,   0.00000000 ,   5.00267937 ,   5.00267937 ,   80.0000000
0000000059,   3.00000000 ,   5.00000000 ,   0.00000000 ,   5.00269041 ,   5.00269041 ,   80.0000000
0000000060,   4.00000000 ,   5.00000000 ,   0.00000000 ,   5.00269871 ,   5.00269871 ,   80.0000000
0000000061,   5.00000000 ,   5.00000000 ,   0.00000000 ,   5.00270175 ,   5.00270175 ,   80.0000000
0000000062,   6.00000000 ,   5.00000000 ,   0.00000000 ,   5.00269871 ,   5.00269871 ,   80.0000000
0000000063,   7.00000000 ,   5.00000000 ,   0.00000000 ,   5.00269041 ,   5.00269041 ,   80.0000000
0000000064,   8.00000000 ,   5.00000000 ,   0.00000000 ,   5.00267937 ,   5.00267937 ,   80.0000000
0000000065,   9.00000000 ,   5.00000000 ,   0.00000000 ,   5.00266962 ,   5.00266962 ,   80.0000000
0000000066,   10.0000000 ,   5.00000000 ,   0.00000000 ,   5.00266562 ,   5.00266562 ,   80.0000000
0000000067,   0.00000000 ,   6.00000000 ,   0.00000000 ,   4.80319573 ,   4.80319573 ,   80.0000000
0000000068,   1.00000000 ,   6.00000000 ,   0.00000000 ,   4.80320248 ,   4.80320248 ,   80.0000000
0000000069,   2.00000000 ,   6.00000000 ,   0.00000000 ,   4.80321806 ,   4.80321806 ,   80.0000000
0000000070,   3.00000000 ,   6.00000000 ,   0.00000000 ,   4.80323485 ,   4.80323485 ,   80.0000000
0000000071,   4.00000000 ,   6.00000000 ,   0.00000000 ,   4.80324701 ,   4.80324701 ,   80.0000000
0000000072,   5.00000000 ,   6.00000000 ,   0.00000000 ,   4.80325138 ,   4.80325138 ,   80.0000000
0000000073,   6.00000000 ,   6.00000000 ,   0.00000000 ,   4.80324701 ,   4.80324701 ,   80.0000000
0000000074,   7.00000000 ,   6.00000000 ,   0.00000000 ,   4.80323485 ,   4.80323485 ,   80.0000000
0000000075,   8.00000000 ,   6.00000000 ,   0.00000000 ,   4.80321806 ,   4.80321806 ,   80.0000000
0000000076,   9.00000000 ,   6.00000000 ,   0.00000000 ,   4.80320248 ,   4.80320248 ,   80.0000000
0000000077,   10.0000000 ,   6.00000000 ,   0.00000000 ,   4.80319573 ,   4.80319573 ,   80.0000000
0000000078,   0.00000000 ,   7.00000000 ,   0.00000000 ,   4.60340805 ,   4.60340805 ,   80.0000000
0000000079,   1.00000000 ,   7.00000000 ,   0.00000000 ,   4.60341912 ,   4.60341912 ,   80.0000000
0000000080,   2.00000000 ,   7.00000000 ,   0.00000000 ,   4.60344242 ,   4.60344242 ,   80.0000000
0000000081,   3.00000000 ,   7.00000000 ,   0.00000000 ,   4.60346576 ,   4.60346576 ,   80.0000000
0000000082,   4.00000000 ,   7.00000000 ,   0.00000000 ,   4.60348179 ,   4.60348179 ,   80.0000000
0000000083,   5.00000000 ,   7.00000000 ,   0.00000000 ,   4.60348740 ,   4.60348740 ,   80.0000000
0000000084,   6.00000000 ,   7.00000000 ,   0.00000000 ,   4.60348179 ,   4.60348179 ,   80.0000000
0000000085,   7.00000000 ,   7.00000000 ,   0.00000000 ,   4.60346576 ,   4.60346576 ,   80.0000000
0000000086,   8.00000000 ,   7.00000000 ,   0.00000000 ,   4.60344242 ,   4.60344242 ,   80.0000000
0000000087,   9.00000000 ,   7.00000000 ,   0.00000000 ,   4.60341912 ,   4.60341912 ,   80.0000000
0000000088,   10.0000000 ,   7.00000000 ,   0.00000000 ,   4.60340805 ,   4.60340805 ,   80.0000000
0000000089,   0.00000000 ,   8.00000000 ,   0.00000000 ,   4.40311718 ,   4.40311718 ,   80.0000000
0000000090,   1.00000000 ,   8.00000000 ,   0.00000000 ,   4.40313390 ,   4.40313390 ,   80.0000000
0000000091,   2.00000000 ,   8.00000000 ,   0.00000000 ,   4.40316427 ,   4.40316427 ,   80.0000000
0000000092,   3.00000000 ,   8.00000000 ,   0.00000000 ,   4.40319167 ,   4.40319167 ,   80.0000000
0000000093,   4.00000000 ,   8.00000000 ,   0.00000000 ,   4.40320922 ,   4.40320922 ,   80.0000000
0000000094,   5.00000000 ,   8.00000000 ,   0.00000000 ,   4.40321515 ,   4.40321515 ,   80.0000000
0000000095,   6.00000000 ,   8.00000000 ,   0.00000000 ,   4.40320922 ,   4.40320922 ,   80.0000000
0000000096,   7.00000000 ,   8.00000000 ,   0.00000000 ,   4.40319167 ,   4.40319167 ,   80.0000000
0000000097,   8.00000000 ,   8.00000000 ,   0.00000000 ,   4.40316427 ,   4.40316427 ,   80.0000000
0000000098,   9.00000000 ,   8.00000000 ,   0.00000000 ,   4.40313390 ,   4.40313390 ,   80.0000000
0000000099,   10.0000000 ,   8.00000000 ,   0.00000000 ,   4.40311718 ,   4.40311718 ,   80.0000000
0000000100,   0.00000000 ,   9.00000000 ,   0.00000000 ,   4.20209337 ,   4.20209337 ,   80.0000000
0000000101,   1.00000000 ,   9.00000000 ,   0.00000000 ,   4.20211216 ,   4.20211216 ,   80.0000000
0000000102,   2.00000000 ,   9.00000000 ,   0.00000000 ,   4.20213975 ,   4.20213975 ,   80.0000000
0000000103,   3.00000000 ,   9.00000000 ,   0.00000000 ,   4.20216152 ,   4.20216152 ,   80.0000000
0000000104,   4.00000000 ,   9.00000000 ,   0.00000000 ,   4.20217436 ,   4.20217436 ,   80.0000000
0000000105,   5.00000000 ,   9.00000000 ,   0.00000000 ,   4.20217853 ,   4.20217853 ,   80.0000000
0000000106,   6.00000000 ,   9.00000000 ,   0.00000000 ,   4.20217436 ,   4.20217436 ,   80.0000000
0000000107,   7.00000000 ,   9.00000000 ,   0.00000000 ,   4.20216152 ,   4.20216152 ,   80.0000000
0000000108,   8.00000000 ,   9.00000000 ,   0.00000000 ,   4.20213975 ,   4.20213975 ,   80.0000000
0000000109,   9.00000000 ,   9.00000000 ,   0.00000000 ,   4.20211216 ,   4.20211216 ,   80.0000000
0000000110,   10.0000000 ,   9.00000000 ,   0.00000000 ,   4.20209337 ,   4.20209337 ,   80.0000000
0000000111,   0.00000000 ,   10.0000000 ,   0.00000000 ,   4.00000000 ,   4.00000000 ,   80.0000000
0000000112,   1.00000000 ,   10.0000000 ,   0.00000000 ,   4.00000000 ,   4.00000000 ,   80.0000000
0000000113,   2.00000000 ,   10.0000000 ,   0.00000000 ,   4.00000000 ,   4.00000000 ,   80.0000000
0000000114,   3.00000000 ,   10.0000000 ,   0.00000000 ,   4.00000000 ,   4.00000000 ,   80.0000000
0000000115,   4.00000000 ,   10.0000000 ,   0.00000000 ,   4.00000000 ,   4.00000000 ,   80.0000000
0000000116,   5.00000000 ,   10.0000000 ,   0.00000000 ,   4.00000000 ,   4.00000000 ,   80.0000000
0000000117,   6.00000000 ,   10.0000000 ,   0.00000000 ,   4.00000000 ,   4.00000000 ,   80.0000000
0000000118,   7.00000000 ,   10.0000000 ,   0.00000000 ,   4.00000000 ,   4.00000000 ,   80.0000000
0000000119,   8.00000000 ,   10.0000000 ,   0.00000000 ,   4.00000000 ,   4.00000000 ,   80.0000000
0000000120,   9.00000000 ,   10.0000000 ,   0.00000000 ,   4.00000000 ,   4.00000000 ,   80.0000000
0000000121,   10.0000000 ,   10.0000000 ,   0.00000000 ,   4.00000000 ,   4.00000000 ,   80.0000000
0000000122,   0.00000000 ,   0.00000000 ,   1.00000000 ,   6.00000000 ,   6.00000000 ,   67.1200294
0000000123,   1.00000000 ,   0.00000000 ,   1.00000000 ,   6.00000000 ,   6.00000000 ,   67.1200349
0000000124,   2.00000000 ,   0.00000000 ,   1.00000000 ,   6.00000000 ,   6.00000000 ,   67.1200490
0000000125,   3.00000000 ,   0.00000000 ,   1.00000000 ,   6.00000000 ,   6.00000000 ,   67.1200661
0000000126,   4.00000000 ,   0.00000000 ,   1.00000000 ,   6.00000000 ,   6.00000000 ,   67.1200797
0000000127,   5.00000000 ,   0.00000000 ,   1.00000000 ,   6.00000000 ,   6.00000000 ,   67.1200849
0000000128,   6.00000000 ,   0.00000000 ,   1.00000000 ,   6.00000000 ,   6.00000000 ,   67.1200797
0000000129,   7.00000000 ,   0.00000000 ,   1.00000000 ,   6.00000000 ,   6.00000000 ,   67.1200661
0000000130,   8.00000000 ,   0.00000000 ,   1.00000000 ,   6.00000000 ,   6.00000000 ,   67.1200490
0000000131,   9.00000000 ,   0.00000000 ,   1.00000000 ,   6.00000000 ,   6.00000000 ,   67.1200349
0000000132,   10.0000000 ,   0.00000000 ,   1.00000000 ,   6.00000000 ,   6.00000000 ,   67.1200294
0000000133,   0.00000000 ,   1.00000000 ,   1.00000000 ,   5.79203627 ,   5.79203627 ,   69.7090141
0000000134,   1.00000000 ,   1.00000000 ,   1.00000000 ,   5.79203675 ,   5.79203675 ,   69.7090169
0000000135,   2.00000000 ,   1.00000000 ,   1.00000000 ,   5.79203799 ,   5.79203799 ,   69.7090242
0000000136,   3.00000000 ,   1.00000000 ,   1.00000000 ,   5.79203948 ,   5.79203948 ,   69.7090334
0000000137,   4.00000000 ,   1.00000000 ,   1.00000000 ,   5.79204065 ,   5.79204065 ,   69.7090408
0000000138,   5.00000000 ,   1.00000000 ,   1.00000000 ,   5.79204109 ,   5.79204109 ,   69.7090436
0000000139,   6.00000000 ,   1.00000000 ,   1.00000000 ,   5.79204065 ,   5.79204065 ,   69.7090408
0000000140,   7.00000000 ,   1.00000000 ,   1.00000000 ,   5.79203948 ,   5.79203948 ,   69.7090334
0000000141,   8.00000000 ,   1.00000000 ,   1.00000000 ,   5.79203799 ,   5.79203799 ,   69.7090242
0000000142,   9.00000000 ,   1.00000000 ,   1.00000000 ,   5.79203675 ,   5.79203675 ,   69.7090169
0000000143,   10.0000000 ,   1.00000000 ,   1.00000000 ,   5.79203627 ,   5.79203627 ,   69.7090141
0000000144,   0.00000000 ,   2.00000000 ,   1.00000000 ,   5.59030881 ,   5.59030881 ,   70.9482967
0000000145,   1.00000000 ,   2.00000000 ,   1.00000000 ,   5.59030997 ,   5.59030997 ,   70.9482959
0000000146,   2.00000000 ,   2.00000000 ,   1.00000000 ,   5.59031292 ,   5.59031292 ,   70.9482952
0000000147,   3.00000000 ,   2.00000000 ,   1.00000000 ,   5.59031643 ,   5.59031643 ,   70.9482959
0000000148,   4.00000000 ,   2.00000000 ,   1.00000000 ,   5.59031918 ,   5.59031918 ,   70.9482974
0000000149,   5.00000000 ,   2.00000000 ,   1.00000000 ,   5.59032020 ,   5.59032020 ,   70.9482981
0000000150,   6.00000000 ,   2.00000000 ,   1.00000000 ,   5.59031918 ,   5.59031918 ,   70.9482974
0000000151,   7.00000000 ,   2.00000000 ,   1.00000000 ,   5.59031643 ,   5.59031643 ,   70.9482959
0000000152,   8.00000000 ,   2.00000000 ,   1.00000000 ,   5.59031292 ,   5.59031292 ,   70.9482952
0000000153,   9.00000000 ,   2.00000000 ,   1.00000000 ,   5.59030997 ,   5.59030997 ,   70.9482959
0000000154,   10.0000000 ,   2.00000000 ,   1.00000000 ,   5.59030881 ,   5.59030881 ,   70.9482967
0000000155,   0.00000000 ,   3.00000000 ,   1.00000000 ,   5.39093455 ,   5.39093455 ,   71.5428108
0000000156,   1.00000000 ,   3.00000000 ,   1.00000000 ,   5.39093694 ,   5.39093694 ,   71.5427984
0000000157,   2.00000000 ,   3.00000000 ,   1.00000000 ,   5.39094291 ,   5.39094291 ,   71.5427763
0000000158,   3.00000000 ,   3.00000000 ,   1.00000000 ,   5.39094984 ,   5.39094984 ,   71.5427587
0000000159,   4.00000000 ,   3.00000000 ,   1.00000000 ,   5.39095515 ,   5.39095515 ,   71.5427491
0000000160,   5.00000000 ,   3.00000000 ,   1.00000000 ,   5.39095712 ,   5.39095712 ,   71.5427462
0000000161,   6.00000000 ,   3.00000000 ,   1.00000000 ,   5.39095515 ,   5.39095515 ,   71.5427491
0000000162,   7.00000000 ,   3.00000000 ,   1.00000000 ,   5.39094984 ,   5.39094984 ,   71.5427587
0000000163,   8.00000000 ,   3.00000000 ,   1.00000000 ,   5.39094291 ,   5.39094291 ,   71.5427763
0000000164,   9.00000000 ,   3.00000000 ,   1.00000000 ,   5.39093694 ,   5.39093694 ,   71.5427984
0000000165,   10.0000000 ,   3.00000000 ,   1.00000000 ,   5.39093455 ,   5.39093455 ,   71.5428108
0000000166,   0.00000000 ,   4.00000000 ,   1.00000000 ,   5.19234687 ,   5.19234687 ,   71.8266874
0000000167,   1.00000000 ,   4.00000000 ,   1.00000000 ,   5.19235177 ,   5.19235177 ,   71.8266174
0000000168,   2.00000000 ,   4.00000000 ,   1.00000000 ,   5.19236354 ,   5.19236354 ,   71.8265051
0000000169,   3.00000000 ,   4.00000000 ,   1.00000000 ,   5.19237668 ,   5.19237668 ,   71.8264211
0000000170,   4.00000000 ,   4.00000000 ,   1.00000000 ,   5.19238643 ,   5.19238643 ,   71.8263769
0000000171,   5.00000000 ,   4.00000000 ,   1.00000000 ,   5.19238998 ,   5.19238998 ,   71.8263639
0000000172,   6.00000000 ,   4.00000000 ,   1.00000000 ,   5.19238643 ,   5.19238643 ,   71.8263769
0000000173,   7.00000000 ,   4.00000000 ,   1.00000000 ,   5.19237668 ,   5.19237668 ,   71.8264211
0000000174,   8.00000000 ,   4.00000000 ,   1.00000000 ,   5.19236354 ,   5.19236354 ,   71.8265051
0000000175,   9.00000000 ,   4.00000000 ,   1.00000000 ,   5.19235177 ,   5.19235177 ,   71.8266174
0000000176,   10.0000000 ,   4.00000000 ,   1.00000000 ,   5.19234687 ,   5.19234687 ,   71.8266874
0000000177,   0.00000000 ,   5.00000000 ,   1.00000000 ,   4.99390169 ,   4.99390169 ,   71.9626611
0000000178,   1.00000000 ,   5.00000000 ,   1.00000000 ,   4.99391216 ,   4.99391216 ,   71.9622730
0000000179,   2.00000000 ,   5.00000000 ,   1.00000000 ,   4.99393559 ,   4.99393559 ,   71.9617444
0000000180,   3.00000000 ,   5.00000000 ,   1.00000000 ,   4.99396010 ,   4.99396010 ,   71.9613972
0000000181,   4.00000000 ,   5.00000000 ,   1.00000000 ,   4.99397745 ,   4.99397745 ,   71.9612329
0000000182,   5.00000000 ,   5.00000000 ,   1.00000000 ,   4.99398361 ,   4.99398361 ,   71.9611872
0000000183,   6.00000000 ,   5.00000000 ,   1.00000000 ,   4.99397745 ,   4.99397745 ,   71.9612329
0000000184,   7.00000000 ,   5.00000000 ,   1.00000000 ,   4.99396010 ,   4.99396010 ,   71.9613972
0000000185,   8.00000000 ,   5.00000000 ,   1.00000000 ,   4.99393558 ,   4.99393558 ,   71.9617444
0000000186,   9.00000000 ,   5.00000000 ,   1.00000000 ,   4.99391216 ,   4.99391216 ,   71.9622730
0000000187,   10.0000000 ,   5.00000000 ,   1.00000000 ,   4.99390169 ,   4.99390169 ,   71.9626611
0000000188,   0.00000000 ,   6.00000000 ,   1.00000000 ,   4.79532935 ,   4.79532935 ,   72.0329557
0000000189,   1.00000000 ,   6.00000000 ,   1.00000000 ,   4.79535321 ,   4.79535321 ,   72.0306750
0000000190,   2.00000000 ,   6.00000000 ,   1.00000000 ,   4.79540037 ,   4.79540037 ,   72.0281457
0000000191,   3.00000000 ,   6.00000000 ,   1.00000000 ,   4.79544509 ,   4.79544509 ,   72.0267143
0000000192,   4.00000000 ,   6.00000000 ,   1.00000000 ,   4.79547458 ,   4.79547458 ,   72.0261107
0000000193,   5.00000000 ,   6.00000000 ,   1.00000000 ,   4.79548466 ,   4.79548466 ,   72.0259542
0000000194,   6.00000000 ,   6.00000000 ,   1.00000000 ,   4.79547458 ,   4.79547458 ,   72.0261107
0000000195,   7.00000000 ,   6.00000000 ,   1.00000000 ,   4.79544509 ,   4.79544509 ,   72.0267143
0000000196,   8.00000000 ,   6.00000000 ,   1.00000000 ,   4.79540037 ,   4.79540037 ,   72.0281457
0000000197,   9.00000000 ,   6.00000000 ,   1.00000000 ,   4.79535321 ,   4.79535321 ,   72.0306750
0000000198,   10.0000000 ,   6.00000000 ,   1.00000000 ,   4.79532935 ,   4.79532935 ,   72.0329557
0000000199,   0.00000000 ,   7.00000000 ,   1.00000000 ,   4.59651538 ,   4.59651538 ,   72.0954008
0000000200,   1.00000000 ,   7.00000000 ,   1.00000000 ,   4.59657399 ,   4.59657399 ,   72.0813912
0000000201,   2.00000000 ,   7.00000000 ,   1.00000000 ,   4.59666868 ,   4.59666868 ,   72.0694848
0000000202,   3.00000000 ,   7.00000000 ,   1.00000000 ,   4.59674633 ,   4.59674633 ,   72.0638781
0000000203,   4.00000000 ,   7.00000000 ,   1.00000000 ,   4.59679260 ,   4.59679260 ,   72.0618190
0000000204,   5.00000000 ,   7.00000000 ,   1.00000000 ,   4.59680762 ,   4.59680762 ,   72.0613279
0000000205,   6.00000000 ,   7.00000000 ,   1.00000000 ,   4.59679260 ,   4.59679260 ,   72.0618190
0000000206,   7.00000000 ,   7.00000000 ,   1.00000000 ,   4.59674633 ,   4.59674633 ,   72.0638781
0000000207,   8.00000000 ,   7.00000000 ,   1.00000000 ,   4.59666868 ,   4.59666868 ,   72.0694848
0000000208,   9.00000000 ,   7.00000000 ,   1.00000000 ,   4.59657399 ,   4.59657399 ,   72.0813912
0000000209,   10.0000000 ,   7.00000000 ,   1.00000000 ,   4.59651538 ,   4.59651538 ,   72.0954008
0000000210,   0.00000000 ,   8.00000000 ,   1.00000000 ,   4.39742114 ,   4.39742114 ,   72.2640731
0000000211,   1.00000000 ,   8.00000000 ,   1.00000000 ,   4.39757091 ,   4.39757091 ,   72.1742091
0000000212,   2.00000000 ,   8.00000000 ,   1.00000000 ,   4.39774980 ,   4.39774980 ,   72.1204106
0000000213,   3.00000000 ,   8.00000000 ,   1.00000000 ,   4.39786949 ,   4.39786949 ,   72.1002910
0000000214,   4.00000000 ,   8.00000000 ,   1.00000000 ,   4.39793161 ,   4.39793161 ,   72.0940361
0000000215,   5.00000000 ,   8.00000000 ,   1.00000000 ,   4.39795040 ,   4.39795040 ,   72.0926849
0000000216,   6.00000000 ,   8.00000000 ,   1.00000000 ,   4.39793161 ,   4.39793161 ,   72.0940361
0000000217,   7.00000000 ,   8.00000000 ,   1.00000000 ,   4.39786949 ,   4.39786949 ,   72.1002910
0000000218,   8.00000000 ,   8.00000000 ,   1.00000000 ,   4.39774980 ,   4.39774980 ,   72.1204106
0000000219,   9.00000000 ,   8.00000000 ,   1.00000000 ,   4.39757091 ,   4.39757091 ,   72.1742091
0000000220,   10.0000000 ,   8.00000000 ,   1.00000000 ,   4.39742114 ,   4.39742114 ,   72.2640731
0000000221,   0.00000000 ,   9.00000000 ,   1.00000000 ,   4.19817295 ,   4.19817295 ,   73.0398560
0000000222,   1.00000000 ,   9.00000000 ,   1.00000000 ,   4.19850615 ,   4.19850615 ,   72.4393610
0000000223,   2.00000000 ,   9.00000000 ,   1.00000000 ,   4.19876686 ,   4.19876686 ,   72.2186841
0000000224,   3.00000000 ,   9.00000000 ,   1.00000000 ,   4.19889953 ,   4.19889953 ,   72.1574312
0000000225,   4.00000000 ,   9.00000000 ,   1.00000000 ,   4.19895698 ,   4.19895698 ,   72.1418474
0000000226,   5.00000000 ,   9.00000000 ,   1.00000000 ,   4.19897284 ,   4.19897284 ,   72.1388457
0000000227,   6.00000000 ,   9.00000000 ,   1.00000000 ,   4.19895698 ,   4.19895698 ,   72.1418474
0000000228,   7.00000000 ,   9.00000000 ,   1.00000000 ,   4.19889953 ,   4.19889953 ,   72.1574312
0000000229,   8.00000000 ,   9.00000000 ,   1.00000000 ,   4.19876686 ,   4.19876686 ,   72.2186841
0000000230,   9.00000000 ,   9.00000000 ,   1.00000000 ,   4.19850615 ,   4.19850615 ,   72.4393610
0000000231,   10.0000000 ,   9.00000000 ,   1.00000000 ,   4.19817295 ,   4.19817295 ,   73.0398560
0000000232,   0.00000000 ,   10.0000000 ,   1.00000000 ,   4.00000000 ,   4.00000000 ,   77.1998360
0000000233,   1.00000000 ,   10.0000000 ,   1.00000000 ,   4.00000000 ,   4.00000000 ,   73.0331509
0000000234,   2.00000000 ,   10.0000000 ,   1.00000000 ,   4.00000000 ,   4.00000000 ,   72.3483080
0000000235,   3.00000000 ,   10.0000000 ,   1.00000000 ,   4.00000000 ,   4.00000000 ,   72.2216885
0000000236,   4.00000000 ,   10.0000000 ,   1.00000000 ,   4.00000000 ,   4.00000000 ,   72.1960228
0000000237,   5.00000000 ,   10.0000000 ,   1.00000000 ,   4.00000000 ,   4.00000000 ,   72.1916019
0000000238,   6.00000000 ,   10.0000000 ,   1.00000000 ,   4.00000000 ,   4.00000000 ,   72.1960228
0000000239,   7.00000000 ,   10.0000000 ,   1.00000000 ,   4.00000000 ,   4.00000000 ,   72.2216885
0000000240,   8.00000000 ,   10.0000000 ,   1.00000000 ,   4.00000000 ,   4.00000000 ,   72.3483080
0000000241,   9.00000000 ,   10.0000000 ,   1.00000000 ,   4.00000000 ,   4.00000000 ,   73.0331509
0000000242,   10.0000000 ,   10.0000000 ,   1.00000000 ,   4.00000000 ,   4.00000000 ,   77.1998360
0000000243,   0.00000000 ,   0.00000000 ,   2.00000000 ,   6.00000000 ,   6.00000000 ,   62.7987083
