node ,  Permeability (m**2) in X ,  Permeability (m**2) in Y ,  Permeability (m**2) in Z ,  Porosity ,  Rock bulk density (kg/m**3) ,  Rock specific heat (MJ/kg*K) ,  Capillary pressure (MPa)
0000000439,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000440,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000441,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000442,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000443,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000444,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000445,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000446,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000447,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000448,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000449,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000450,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000451,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000452,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000453,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000454,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000455,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000456,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000457,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000458,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000459,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000460,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000461,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000462,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000463,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000464,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000465,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000466,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000467,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000468,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000469,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000470,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000471,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000472,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000473,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000474,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000475,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000476,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000477,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000478,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000479,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000480,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000481,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000482,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000483,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000484,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000485,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000486,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000487,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000488,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000489,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000490,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000491,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000492,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000493,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000494,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000495,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000496,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000497,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000498,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000499,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000500,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000501,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000502,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000503,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000504,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000505,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000506,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000507,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000508,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000509,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000510,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000511,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000512,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000513,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000514,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000515,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000516,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000517,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000518,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000519,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000520,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000521,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000522,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000523,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000524,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000525,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000526,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000527,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000528,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000529,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000530,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000531,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000532,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000533,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000534,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000535,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000536,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000537,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000538,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000539,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000540,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000541,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000542,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000543,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000544,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000545,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000546,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000547,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000548,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000549,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000550,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000551,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000552,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000553,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000554,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000555,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000556,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000557,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000558,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000559,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000560,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000561,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000562,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000563,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000564,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000565,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000566,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000567,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000568,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000569,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000570,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000571,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000572,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000573,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000574,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000575,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000576,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000577,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000578,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000579,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000580,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000581,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000582,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000583,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000584,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000585,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000586,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000587,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000588,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000589,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000590,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000591,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000592,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000593,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000594,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000595,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000596,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000597,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000598,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000599,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000600,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000601,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000602,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000603,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000604,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000605,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000606,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000607,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000608,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000609,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000610,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000611,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000612,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000613,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000614,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000615,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000616,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000617,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000618,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000619,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000620,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000621,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000622,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000623,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000624,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000625,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000626,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000627,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000628,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000629,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000630,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000631,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000632,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000633,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000634,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000635,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000636,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000637,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000638,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000639,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000640,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000641,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000642,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000643,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000644,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000645,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000646,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000647,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000648,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000649,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000650,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000651,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000652,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000653,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000654,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000655,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000656,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000657,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000658,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
