Node,  X Coordinate (m),  Y Coordinate (m),  Z Coordinate (m),  Advective X Heat Flux (MW/m2),  Advective Y Heat Flux (MW/m2),  Advective Z Heat Flux (MW/m2),  Conductive X Heat Flux (MW/m2),  Conductive Y Heat Flux (MW/m2),  Conductive Z Heat Flux (MW/m2)
0000000355,    51.0000000    ,    1.00000000    ,    1.00000000    ,   0.553919733E-08,    0.00000000    ,   0.786774201E-14,   0.104169025E-12,    0.00000000    ,   0.153477231E-18
0000000356,    52.0000000    ,    1.00000000    ,    1.00000000    ,   0.455878778E-08,    0.00000000    ,   0.776994211E-14,   0.857316905E-13,    0.00000000    ,   0.115107923E-18
0000000357,    53.0000000    ,    1.00000000    ,    1.00000000    ,   0.375007344E-08,    0.00000000    ,   0.723204281E-14,   0.705232097E-13,    0.00000000    ,   0.115107923E-18
0000000358,    54.0000000    ,    1.00000000    ,    1.00000000    ,   0.308338245E-08,    0.00000000    ,   0.625661780E-14,   0.579854628E-13,    0.00000000    ,   0.767386155E-19
0000000359,    55.0000000    ,    1.00000000    ,    1.00000000    ,   0.253408985E-08,    0.00000000    ,   0.494404063E-14,   0.476556394E-13,    0.00000000    ,   0.767386155E-19
0000000360,    56.0000000    ,    1.00000000    ,    1.00000000    ,   0.208177601E-08,    0.00000000    ,   0.343071637E-14,   0.391495092E-13,    0.00000000    ,   0.115107923E-18
0000000361,    57.0000000    ,    1.00000000    ,    1.00000000    ,   0.170952106E-08,    0.00000000    ,   0.188908163E-14,   0.321489139E-13,    0.00000000    ,    0.00000000    
0000000362,    58.0000000    ,    1.00000000    ,    1.00000000    ,   0.140331470E-08,    0.00000000    ,   0.460688843E-15,   0.263904482E-13,    0.00000000    ,   0.383693077E-19
0000000363,    59.0000000    ,    1.00000000    ,    1.00000000    ,   0.115156359E-08,    0.00000000    ,    0.00000000    ,   0.216560977E-13,    0.00000000    ,    0.00000000    
0000000364,    60.0000000    ,    1.00000000    ,    1.00000000    ,   0.944680855E-09,    0.00000000    ,    0.00000000    ,   0.177655266E-13,    0.00000000    ,    0.00000000    
0000000365,    61.0000000    ,    1.00000000    ,    1.00000000    ,   0.774744265E-09,    0.00000000    ,    0.00000000    ,   0.145696703E-13,    0.00000000    ,    0.00000000    
0000000366,    62.0000000    ,    1.00000000    ,    1.00000000    ,   0.635211933E-09,    0.00000000    ,    0.00000000    ,   0.119456317E-13,    0.00000000    ,    0.00000000    
0000000367,    63.0000000    ,    1.00000000    ,    1.00000000    ,   0.520685767E-09,    0.00000000    ,    0.00000000    ,   0.979192407E-14,    0.00000000    ,    0.00000000    
0000000368,    64.0000000    ,    1.00000000    ,    1.00000000    ,   0.426714859E-09,   0.527604538E-15,    0.00000000    ,   0.802478723E-14,   0.767386155E-19,    0.00000000    
0000000369,    65.0000000    ,    1.00000000    ,    1.00000000    ,   0.349632013E-09,   0.975424975E-15,    0.00000000    ,   0.657504131E-14,    0.00000000    ,    0.00000000    
0000000370,    66.0000000    ,    1.00000000    ,    1.00000000    ,   0.286417940E-09,   0.126110353E-14,    0.00000000    ,   0.538632179E-14,   0.383693077E-19,    0.00000000    
0000000371,    67.0000000    ,    1.00000000    ,    1.00000000    ,   0.234588517E-09,   0.141037701E-14,    0.00000000    ,   0.441166463E-14,   0.383693077E-19,    0.00000000    
0000000372,    68.0000000    ,    1.00000000    ,    1.00000000    ,   0.192101232E-09,   0.144898222E-14,    0.00000000    ,   0.361262380E-14,   0.383693077E-19,   0.383693077E-19
0000000373,    69.0000000    ,    1.00000000    ,    1.00000000    ,   0.157277672E-09,   0.139493492E-14,   0.303694319E-15,   0.295773646E-14,   0.767386155E-19,    0.00000000    
0000000374,    70.0000000    ,    1.00000000    ,    1.00000000    ,   0.128739373E-09,   0.127911929E-14,   0.828725176E-15,   0.242098821E-14,    0.00000000    ,    0.00000000    
0000000375,    71.0000000    ,    1.00000000    ,    1.00000000    ,   0.105354725E-09,   0.111955109E-14,   0.129456138E-14,   0.198135268E-14,   0.767386155E-19,   0.767386155E-19
0000000376,    72.0000000    ,    1.00000000    ,    1.00000000    ,   0.861951754E-10,   0.934246084E-15,   0.169090820E-14,   0.162094977E-14,   0.767386155E-19,   0.383693077E-19
0000000377,    73.0000000    ,    1.00000000    ,    1.00000000    ,   0.704990536E-10,   0.733498991E-15,   0.200489724E-14,   0.132577469E-14,   0.383693077E-19,   0.383693077E-19
0000000378,    74.0000000    ,    1.00000000    ,    1.00000000    ,   0.576417737E-10,   0.535325579E-15,   0.224424954E-14,   0.108400968E-14,   0.383693077E-19,   0.767386155E-19
0000000379,    75.0000000    ,    1.00000000    ,    1.00000000    ,   0.471112633E-10,   0.347446891E-15,   0.240639143E-14,   0.885947316E-15,    0.00000000    ,   0.383693077E-19
0000000380,    76.0000000    ,    1.00000000    ,    1.00000000    ,   0.384877910E-10,   0.172436605E-15,   0.249904393E-14,   0.723798621E-15,    0.00000000    ,    0.00000000    
0000000381,    77.0000000    ,    1.00000000    ,    1.00000000    ,   0.314273408E-10,   0.180157647E-16,   0.252735442E-14,   0.591040816E-15,    0.00000000    ,   0.383693077E-19
0000000382,    78.0000000    ,    1.00000000    ,    1.00000000    ,   0.256479658E-10,    0.00000000    ,   0.250161761E-14,   0.482302198E-15,    0.00000000    ,    0.00000000    
0000000383,    79.0000000    ,    1.00000000    ,    1.00000000    ,   0.209185857E-10,    0.00000000    ,   0.242955455E-14,   0.393438881E-15,   0.383693077E-19,   0.767386155E-19
0000000384,    80.0000000    ,    1.00000000    ,    1.00000000    ,   0.170498134E-10,    0.00000000    ,   0.232403365E-14,   0.320613935E-15,    0.00000000    ,   0.383693077E-19
0000000385,    81.0000000    ,    1.00000000    ,    1.00000000    ,   0.138863867E-10,    0.00000000    ,   0.219020225E-14,   0.261141508E-15,    0.00000000    ,   0.383693077E-19
0000000386,    82.0000000    ,    1.00000000    ,    1.00000000    ,   0.113010318E-10,    0.00000000    ,   0.203835509E-14,   0.212527596E-15,   0.383693077E-19,   0.383693077E-19
0000000387,    83.0000000    ,    1.00000000    ,    1.00000000    ,   0.918938603E-11,    0.00000000    ,   0.187363953E-14,   0.172815362E-15,   0.383693077E-19,   0.767386155E-19
0000000388,    84.0000000    ,    1.00000000    ,    1.00000000    ,   0.746586672E-11,    0.00000000    ,   0.170377660E-14,   0.140393297E-15,    0.00000000    ,   0.383693077E-19
0000000389,    85.0000000    ,    1.00000000    ,    1.00000000    ,   0.606029735E-11,    0.00000000    ,   0.153391368E-14,   0.113995213E-15,    0.00000000    ,   0.383693077E-19
0000000390,    86.0000000    ,    1.00000000    ,    1.00000000    ,   0.491512526E-11,    0.00000000    ,   0.136919812E-14,   0.924316623E-16,   0.383693077E-19,   0.383693077E-19
0000000391,    87.0000000    ,    1.00000000    ,    1.00000000    ,   0.398315946E-11,    0.00000000    ,   0.120962991E-14,   0.748968887E-16,    0.00000000    ,    0.00000000    
0000000392,    88.0000000    ,    1.00000000    ,    1.00000000    ,   0.322572524E-11,    0.00000000    ,   0.105778276E-14,   0.606618755E-16,    0.00000000    ,    0.00000000    
0000000393,    89.0000000    ,    1.00000000    ,    1.00000000    ,   0.261114574E-11,    0.00000000    ,   0.918803999E-15,   0.491127139E-16,   0.383693077E-19,   0.383693077E-19
0000000394,    90.0000000    ,    1.00000000    ,    1.00000000    ,   0.211349627E-11,    0.00000000    ,   0.787546285E-15,   0.397122335E-16,    0.00000000    ,    0.00000000    
0000000395,    91.0000000    ,    1.00000000    ,    1.00000000    ,   0.171160059E-11,    0.00000000    ,   0.671730655E-15,   0.321918492E-16,    0.00000000    ,    0.00000000    
0000000396,    92.0000000    ,    1.00000000    ,    1.00000000    ,   0.138819445E-11,    0.00000000    ,   0.563636067E-15,   0.261294986E-16,    0.00000000    ,   0.383693077E-19
0000000397,    93.0000000    ,    1.00000000    ,    1.00000000    ,   0.112924615E-11,    0.00000000    ,   0.465836201E-15,   0.212182272E-16,   0.383693077E-19,    0.00000000    
0000000398,    94.0000000    ,    1.00000000    ,    1.00000000    ,   0.923426330E-12,    0.00000000    ,   0.378331058E-15,   0.173812964E-16,    0.00000000    ,   0.383693077E-19
0000000399,    95.0000000    ,    1.00000000    ,    1.00000000    ,   0.761626747E-12,    0.00000000    ,   0.298546958E-15,   0.143117518E-16,    0.00000000    ,    0.00000000    
0000000400,    96.0000000    ,    1.00000000    ,    1.00000000    ,   0.636633372E-12,    0.00000000    ,   0.226483899E-15,   0.119328547E-16,    0.00000000    ,    0.00000000    
0000000401,    97.0000000    ,    1.00000000    ,    1.00000000    ,   0.542814990E-12,    0.00000000    ,   0.164715563E-15,   0.102446052E-16,    0.00000000    ,    0.00000000    
0000000402,    98.0000000    ,    1.00000000    ,    1.00000000    ,   0.475901866E-12,    0.00000000    ,   0.108094588E-15,   0.890167939E-17,    0.00000000    ,    0.00000000    
0000000403,    99.0000000    ,    1.00000000    ,    1.00000000    ,   0.432813305E-12,    0.00000000    ,   0.669156974E-16,   0.817266255E-17,    0.00000000    ,    0.00000000    
0000000404,    100.000000    ,    1.00000000    ,    1.00000000    ,   0.411531539E-12,    0.00000000    ,    0.00000000    ,   0.775060016E-17,    0.00000000    ,    0.00000000    
