node, X coordinate (m), Y coordinate (m), Z coordinate (m), Liquid Pressure (MPa), Temperature (deg C), X Permeability (log m**2), Y Permeability (log m**2), Z Permeability (log m**2)
0000000013,   12.0000000 ,   0.00000000 ,   0.00000000 ,   10.8768590 ,   100.008909 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000014,   13.0000000 ,   0.00000000 ,   0.00000000 ,   10.8668844 ,   100.008809 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000015,   14.0000000 ,   0.00000000 ,   0.00000000 ,   10.8569102 ,   100.008708 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000016,   15.0000000 ,   0.00000000 ,   0.00000000 ,   10.8469365 ,   100.008608 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000017,   16.0000000 ,   0.00000000 ,   0.00000000 ,   10.8369630 ,   100.008508 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000018,   17.0000000 ,   0.00000000 ,   0.00000000 ,   10.8269897 ,   100.008407 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000019,   18.0000000 ,   0.00000000 ,   0.00000000 ,   10.8170166 ,   100.008307 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000020,   19.0000000 ,   0.00000000 ,   0.00000000 ,   10.8070438 ,   100.008206 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000021,   20.0000000 ,   0.00000000 ,   0.00000000 ,   10.7970711 ,   100.008106 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000022,   21.0000000 ,   0.00000000 ,   0.00000000 ,   10.7870988 ,   100.008005 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000023,   22.0000000 ,   0.00000000 ,   0.00000000 ,   10.7771268 ,   100.007905 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000024,   23.0000000 ,   0.00000000 ,   0.00000000 ,   10.7671551 ,   100.007805 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000025,   24.0000000 ,   0.00000000 ,   0.00000000 ,   10.7571837 ,   100.007704 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000026,   25.0000000 ,   0.00000000 ,   0.00000000 ,   10.7472126 ,   100.007604 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000027,   26.0000000 ,   0.00000000 ,   0.00000000 ,   10.7372417 ,   100.007503 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000028,   27.0000000 ,   0.00000000 ,   0.00000000 ,   10.7272712 ,   100.007403 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000029,   28.0000000 ,   0.00000000 ,   0.00000000 ,   10.7173011 ,   100.007302 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000030,   29.0000000 ,   0.00000000 ,   0.00000000 ,   10.7073315 ,   100.007202 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000031,   30.0000000 ,   0.00000000 ,   0.00000000 ,   10.6973625 ,   100.007102 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000032,   31.0000000 ,   0.00000000 ,   0.00000000 ,   10.6873941 ,   100.007001 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000033,   32.0000000 ,   0.00000000 ,   0.00000000 ,   10.6774261 ,   100.006901 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000034,   33.0000000 ,   0.00000000 ,   0.00000000 ,   10.6674585 ,   100.006800 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000035,   34.0000000 ,   0.00000000 ,   0.00000000 ,   10.6574913 ,   100.006700 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000036,   35.0000000 ,   0.00000000 ,   0.00000000 ,   10.6475244 ,   100.006600 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000037,   36.0000000 ,   0.00000000 ,   0.00000000 ,   10.6375576 ,   100.006499 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000038,   37.0000000 ,   0.00000000 ,   0.00000000 ,   10.6275911 ,   100.006399 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000039,   38.0000000 ,   0.00000000 ,   0.00000000 ,   10.6176247 ,   100.006298 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000040,   39.0000000 ,   0.00000000 ,   0.00000000 ,   10.6076586 ,   100.006198 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000041,   40.0000000 ,   0.00000000 ,   0.00000000 ,   10.5976927 ,   100.006097 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000042,   41.0000000 ,   0.00000000 ,   0.00000000 ,   10.5877270 ,   100.005997 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000043,   42.0000000 ,   0.00000000 ,   0.00000000 ,   10.5777615 ,   100.005897 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000044,   43.0000000 ,   0.00000000 ,   0.00000000 ,   10.5677960 ,   100.005796 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000045,   44.0000000 ,   0.00000000 ,   0.00000000 ,   10.5578307 ,   100.005696 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000046,   45.0000000 ,   0.00000000 ,   0.00000000 ,   10.5478654 ,   100.005595 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000047,   46.0000000 ,   0.00000000 ,   0.00000000 ,   10.5379002 ,   100.005495 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000048,   47.0000000 ,   0.00000000 ,   0.00000000 ,   10.5279351 ,   100.005395 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000049,   48.0000000 ,   0.00000000 ,   0.00000000 ,   10.5179703 ,   100.005294 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000050,   49.0000000 ,   0.00000000 ,   0.00000000 ,   10.5080056 ,   100.005194 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000051,   50.0000000 ,   0.00000000 ,   0.00000000 ,   10.4980412 ,   100.005093 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000052,   51.0000000 ,   0.00000000 ,   0.00000000 ,   10.4880769 ,   100.004993 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000053,   52.0000000 ,   0.00000000 ,   0.00000000 ,   10.4781127 ,   100.004892 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000054,   53.0000000 ,   0.00000000 ,   0.00000000 ,   10.4681487 ,   100.004792 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000055,   54.0000000 ,   0.00000000 ,   0.00000000 ,   10.4581847 ,   100.004692 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000056,   55.0000000 ,   0.00000000 ,   0.00000000 ,   10.4482209 ,   100.004591 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000057,   56.0000000 ,   0.00000000 ,   0.00000000 ,   10.4382573 ,   100.004491 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000058,   57.0000000 ,   0.00000000 ,   0.00000000 ,   10.4282937 ,   100.004390 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000059,   58.0000000 ,   0.00000000 ,   0.00000000 ,   10.4183302 ,   100.004290 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000060,   59.0000000 ,   0.00000000 ,   0.00000000 ,   10.4083667 ,   100.004189 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000061,   60.0000000 ,   0.00000000 ,   0.00000000 ,   10.3984031 ,   100.004089 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000062,   61.0000000 ,   0.00000000 ,   0.00000000 ,   10.3884396 ,   100.003989 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000063,   62.0000000 ,   0.00000000 ,   0.00000000 ,   10.3784762 ,   100.003888 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000064,   63.0000000 ,   0.00000000 ,   0.00000000 ,   10.3685130 ,   100.003788 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000065,   64.0000000 ,   0.00000000 ,   0.00000000 ,   10.3585500 ,   100.003687 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000066,   65.0000000 ,   0.00000000 ,   0.00000000 ,   10.3485873 ,   100.003587 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000067,   66.0000000 ,   0.00000000 ,   0.00000000 ,   10.3386249 ,   100.003486 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000068,   67.0000000 ,   0.00000000 ,   0.00000000 ,   10.3286627 ,   100.003386 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000069,   68.0000000 ,   0.00000000 ,   0.00000000 ,   10.3187007 ,   100.003285 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000070,   69.0000000 ,   0.00000000 ,   0.00000000 ,   10.3087388 ,   100.003185 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000071,   70.0000000 ,   0.00000000 ,   0.00000000 ,   10.2987771 ,   100.003084 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000072,   71.0000000 ,   0.00000000 ,   0.00000000 ,   10.2888155 ,   100.002984 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000073,   72.0000000 ,   0.00000000 ,   0.00000000 ,   10.2788541 ,   100.002884 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000074,   73.0000000 ,   0.00000000 ,   0.00000000 ,   10.2688928 ,   100.002783 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000075,   74.0000000 ,   0.00000000 ,   0.00000000 ,   10.2589316 ,   100.002683 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000076,   75.0000000 ,   0.00000000 ,   0.00000000 ,   10.2489706 ,   100.002582 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000077,   76.0000000 ,   0.00000000 ,   0.00000000 ,   10.2390096 ,   100.002482 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000078,   77.0000000 ,   0.00000000 ,   0.00000000 ,   10.2290488 ,   100.002381 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000079,   78.0000000 ,   0.00000000 ,   0.00000000 ,   10.2190880 ,   100.002281 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000080,   79.0000000 ,   0.00000000 ,   0.00000000 ,   10.2091274 ,   100.002180 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000081,   80.0000000 ,   0.00000000 ,   0.00000000 ,   10.1991669 ,   100.002080 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000082,   81.0000000 ,   0.00000000 ,   0.00000000 ,   10.1892065 ,   100.001979 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000083,   82.0000000 ,   0.00000000 ,   0.00000000 ,   10.1792464 ,   100.001879 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000084,   83.0000000 ,   0.00000000 ,   0.00000000 ,   10.1692865 ,   100.001778 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000085,   84.0000000 ,   0.00000000 ,   0.00000000 ,   10.1593268 ,   100.001678 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000086,   85.0000000 ,   0.00000000 ,   0.00000000 ,   10.1493673 ,   100.001578 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000087,   86.0000000 ,   0.00000000 ,   0.00000000 ,   10.1394081 ,   100.001477 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000088,   87.0000000 ,   0.00000000 ,   0.00000000 ,   10.1294491 ,   100.001377 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000089,   88.0000000 ,   0.00000000 ,   0.00000000 ,   10.1194904 ,   100.001276 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000090,   89.0000000 ,   0.00000000 ,   0.00000000 ,   10.1095320 ,   100.001176 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000091,   90.0000000 ,   0.00000000 ,   0.00000000 ,   10.0995739 ,   100.001075 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000092,   91.0000000 ,   0.00000000 ,   0.00000000 ,   10.0896160 ,   100.000975 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000093,   92.0000000 ,   0.00000000 ,   0.00000000 ,   10.0796583 ,   100.000874 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000094,   93.0000000 ,   0.00000000 ,   0.00000000 ,   10.0697007 ,   100.000774 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000095,   94.0000000 ,   0.00000000 ,   0.00000000 ,   10.0597432 ,   100.000673 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000096,   95.0000000 ,   0.00000000 ,   0.00000000 ,   10.0497858 ,   100.000573 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000097,   96.0000000 ,   0.00000000 ,   0.00000000 ,   10.0398284 ,   100.000473 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000098,   97.0000000 ,   0.00000000 ,   0.00000000 ,   10.0298712 ,   100.000374 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000099,   98.0000000 ,   0.00000000 ,   0.00000000 ,   10.0199140 ,   100.000281 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000100,   99.0000000 ,   0.00000000 ,   0.00000000 ,   10.0099570 ,   100.000208 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000101,   100.000000 ,   0.00000000 ,   0.00000000 ,   10.0000000 ,   100.000199 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000102,   0.00000000 ,   1.00000000 ,   0.00000000 ,   10.9965796 ,   100.009356 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000103,   1.00000000 ,   1.00000000 ,   0.00000000 ,   10.9866010 ,   100.009744 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000104,   2.00000000 ,   1.00000000 ,   0.00000000 ,   10.9766226 ,   100.009835 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000105,   3.00000000 ,   1.00000000 ,   0.00000000 ,   10.9666447 ,   100.009793 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000106,   4.00000000 ,   1.00000000 ,   0.00000000 ,   10.9566673 ,   100.009708 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000107,   5.00000000 ,   1.00000000 ,   0.00000000 ,   10.9466903 ,   100.009611 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000108,   6.00000000 ,   1.00000000 ,   0.00000000 ,   10.9367134 ,   100.009512 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000109,   7.00000000 ,   1.00000000 ,   0.00000000 ,   10.9267368 ,   100.009411 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000110,   8.00000000 ,   1.00000000 ,   0.00000000 ,   10.9167606 ,   100.009311 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000111,   9.00000000 ,   1.00000000 ,   0.00000000 ,   10.9067847 ,   100.009211 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000112,   10.0000000 ,   1.00000000 ,   0.00000000 ,   10.8968093 ,   100.009110 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000113,   11.0000000 ,   1.00000000 ,   0.00000000 ,   10.8868341 ,   100.009010 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000114,   12.0000000 ,   1.00000000 ,   0.00000000 ,   10.8768591 ,   100.008909 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000115,   13.0000000 ,   1.00000000 ,   0.00000000 ,   10.8668844 ,   100.008809 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000116,   14.0000000 ,   1.00000000 ,   0.00000000 ,   10.8569102 ,   100.008709 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000117,   15.0000000 ,   1.00000000 ,   0.00000000 ,   10.8469365 ,   100.008608 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000118,   16.0000000 ,   1.00000000 ,   0.00000000 ,   10.8369630 ,   100.008508 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000119,   17.0000000 ,   1.00000000 ,   0.00000000 ,   10.8269897 ,   100.008407 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000120,   18.0000000 ,   1.00000000 ,   0.00000000 ,   10.8170166 ,   100.008307 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000121,   19.0000000 ,   1.00000000 ,   0.00000000 ,   10.8070437 ,   100.008206 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000122,   20.0000000 ,   1.00000000 ,   0.00000000 ,   10.7970711 ,   100.008106 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000123,   21.0000000 ,   1.00000000 ,   0.00000000 ,   10.7870988 ,   100.008006 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000124,   22.0000000 ,   1.00000000 ,   0.00000000 ,   10.7771268 ,   100.007905 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000125,   23.0000000 ,   1.00000000 ,   0.00000000 ,   10.7671551 ,   100.007805 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000126,   24.0000000 ,   1.00000000 ,   0.00000000 ,   10.7571837 ,   100.007704 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000127,   25.0000000 ,   1.00000000 ,   0.00000000 ,   10.7472126 ,   100.007604 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000128,   26.0000000 ,   1.00000000 ,   0.00000000 ,   10.7372417 ,   100.007503 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000129,   27.0000000 ,   1.00000000 ,   0.00000000 ,   10.7272711 ,   100.007403 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000130,   28.0000000 ,   1.00000000 ,   0.00000000 ,   10.7173010 ,   100.007303 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000131,   29.0000000 ,   1.00000000 ,   0.00000000 ,   10.7073314 ,   100.007202 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000132,   30.0000000 ,   1.00000000 ,   0.00000000 ,   10.6973625 ,   100.007102 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000133,   31.0000000 ,   1.00000000 ,   0.00000000 ,   10.6873941 ,   100.007001 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000134,   32.0000000 ,   1.00000000 ,   0.00000000 ,   10.6774262 ,   100.006901 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000135,   33.0000000 ,   1.00000000 ,   0.00000000 ,   10.6674586 ,   100.006800 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000136,   34.0000000 ,   1.00000000 ,   0.00000000 ,   10.6574913 ,   100.006700 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000137,   35.0000000 ,   1.00000000 ,   0.00000000 ,   10.6475243 ,   100.006600 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000138,   36.0000000 ,   1.00000000 ,   0.00000000 ,   10.6375576 ,   100.006499 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000139,   37.0000000 ,   1.00000000 ,   0.00000000 ,   10.6275910 ,   100.006399 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000140,   38.0000000 ,   1.00000000 ,   0.00000000 ,   10.6176247 ,   100.006298 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000141,   39.0000000 ,   1.00000000 ,   0.00000000 ,   10.6076586 ,   100.006198 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000142,   40.0000000 ,   1.00000000 ,   0.00000000 ,   10.5976927 ,   100.006098 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000143,   41.0000000 ,   1.00000000 ,   0.00000000 ,   10.5877271 ,   100.005997 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000144,   42.0000000 ,   1.00000000 ,   0.00000000 ,   10.5777615 ,   100.005897 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000145,   43.0000000 ,   1.00000000 ,   0.00000000 ,   10.5677960 ,   100.005796 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000146,   44.0000000 ,   1.00000000 ,   0.00000000 ,   10.5578306 ,   100.005696 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000147,   45.0000000 ,   1.00000000 ,   0.00000000 ,   10.5478653 ,   100.005595 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000148,   46.0000000 ,   1.00000000 ,   0.00000000 ,   10.5379001 ,   100.005495 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000149,   47.0000000 ,   1.00000000 ,   0.00000000 ,   10.5279351 ,   100.005395 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000150,   48.0000000 ,   1.00000000 ,   0.00000000 ,   10.5179703 ,   100.005294 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000151,   49.0000000 ,   1.00000000 ,   0.00000000 ,   10.5080057 ,   100.005194 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000152,   50.0000000 ,   1.00000000 ,   0.00000000 ,   10.4980412 ,   100.005093 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000153,   51.0000000 ,   1.00000000 ,   0.00000000 ,   10.4880769 ,   100.004993 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000154,   52.0000000 ,   1.00000000 ,   0.00000000 ,   10.4781127 ,   100.004893 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000155,   53.0000000 ,   1.00000000 ,   0.00000000 ,   10.4681487 ,   100.004792 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000156,   54.0000000 ,   1.00000000 ,   0.00000000 ,   10.4581847 ,   100.004692 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000157,   55.0000000 ,   1.00000000 ,   0.00000000 ,   10.4482210 ,   100.004591 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000158,   56.0000000 ,   1.00000000 ,   0.00000000 ,   10.4382573 ,   100.004491 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000159,   57.0000000 ,   1.00000000 ,   0.00000000 ,   10.4282938 ,   100.004390 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000160,   58.0000000 ,   1.00000000 ,   0.00000000 ,   10.4183302 ,   100.004290 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000161,   59.0000000 ,   1.00000000 ,   0.00000000 ,   10.4083667 ,   100.004189 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000162,   60.0000000 ,   1.00000000 ,   0.00000000 ,   10.3984031 ,   100.004089 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000163,   61.0000000 ,   1.00000000 ,   0.00000000 ,   10.3884396 ,   100.003989 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000164,   62.0000000 ,   1.00000000 ,   0.00000000 ,   10.3784762 ,   100.003888 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000165,   63.0000000 ,   1.00000000 ,   0.00000000 ,   10.3685130 ,   100.003788 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000166,   64.0000000 ,   1.00000000 ,   0.00000000 ,   10.3585500 ,   100.003687 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000167,   65.0000000 ,   1.00000000 ,   0.00000000 ,   10.3485873 ,   100.003587 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000168,   66.0000000 ,   1.00000000 ,   0.00000000 ,   10.3386249 ,   100.003486 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000169,   67.0000000 ,   1.00000000 ,   0.00000000 ,   10.3286627 ,   100.003386 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000170,   68.0000000 ,   1.00000000 ,   0.00000000 ,   10.3187007 ,   100.003285 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000171,   69.0000000 ,   1.00000000 ,   0.00000000 ,   10.3087388 ,   100.003185 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000172,   70.0000000 ,   1.00000000 ,   0.00000000 ,   10.2987771 ,   100.003085 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000173,   71.0000000 ,   1.00000000 ,   0.00000000 ,   10.2888155 ,   100.002984 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000174,   72.0000000 ,   1.00000000 ,   0.00000000 ,   10.2788541 ,   100.002884 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000175,   73.0000000 ,   1.00000000 ,   0.00000000 ,   10.2688928 ,   100.002783 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000176,   74.0000000 ,   1.00000000 ,   0.00000000 ,   10.2589316 ,   100.002683 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000177,   75.0000000 ,   1.00000000 ,   0.00000000 ,   10.2489706 ,   100.002582 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000178,   76.0000000 ,   1.00000000 ,   0.00000000 ,   10.2390097 ,   100.002482 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000179,   77.0000000 ,   1.00000000 ,   0.00000000 ,   10.2290488 ,   100.002381 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
