Node,  X Coordinate (m),  Y Coordinate (m),  Z Coordinate (m),  Advective X Heat Flux (MW/m2),  Advective Y Heat Flux (MW/m2),  Advective Z Heat Flux (MW/m2),  Conductive X Heat Flux (MW/m2),  Conductive Y Heat Flux (MW/m2),  Conductive Z Heat Flux (MW/m2)
0000000016,    15.0000000    ,    0.00000000    ,    0.00000000    ,   0.135878895E-04,    0.00000000    ,    0.00000000    ,   0.254825932E-09,  -0.260369902E-13,  -0.727177422E-13
0000000017,    16.0000000    ,    0.00000000    ,    0.00000000    ,   0.135277375E-04,    0.00000000    ,    0.00000000    ,   0.253712303E-09,  -0.198519345E-13,  -0.668196890E-13
0000000018,    17.0000000    ,    0.00000000    ,    0.00000000    ,   0.134680316E-04,    0.00000000    ,    0.00000000    ,   0.252595007E-09,  -0.360471972E-14,  -0.813408988E-13
0000000019,    18.0000000    ,    0.00000000    ,    0.00000000    ,   0.134085904E-04,  -0.112020969E-09,    0.00000000    ,   0.251486322E-09,    0.00000000    ,  -0.894565829E-13
0000000020,    19.0000000    ,    0.00000000    ,    0.00000000    ,   0.133493401E-04,  -0.598523995E-10,    0.00000000    ,   0.250391824E-09,    0.00000000    ,  -0.801456949E-13
0000000021,    20.0000000    ,    0.00000000    ,    0.00000000    ,   0.132902995E-04,    0.00000000    ,    0.00000000    ,   0.249301127E-09,  -0.455416824E-14,  -0.659353532E-13
0000000022,    21.0000000    ,    0.00000000    ,    0.00000000    ,   0.132315523E-04,    0.00000000    ,    0.00000000    ,   0.248209660E-09,  -0.175443660E-13,  -0.546061244E-13
0000000023,    22.0000000    ,    0.00000000    ,    0.00000000    ,   0.131731506E-04,    0.00000000    ,    0.00000000    ,   0.247120217E-09,  -0.237275032E-13,  -0.513945750E-13
0000000024,    23.0000000    ,    0.00000000    ,    0.00000000    ,   0.131150693E-04,    0.00000000    ,    0.00000000    ,   0.246033843E-09,  -0.212912056E-13,  -0.633422019E-13
0000000025,    24.0000000    ,    0.00000000    ,    0.00000000    ,   0.130572516E-04,    0.00000000    ,    0.00000000    ,   0.244953017E-09,  -0.179852677E-13,  -0.850843620E-13
0000000026,    25.0000000    ,    0.00000000    ,    0.00000000    ,   0.129995864E-04,    0.00000000    ,    0.00000000    ,   0.243881509E-09,  -0.211861504E-13,  -0.100146694E-12
0000000027,    26.0000000    ,    0.00000000    ,    0.00000000    ,   0.129419733E-04,    0.00000000    ,    0.00000000    ,   0.242817529E-09,  -0.286123381E-13,  -0.999316725E-13
0000000028,    27.0000000    ,    0.00000000    ,    0.00000000    ,   0.128845395E-04,    0.00000000    ,    0.00000000    ,   0.241756605E-09,  -0.310831680E-13,  -0.904503864E-13
0000000029,    28.0000000    ,    0.00000000    ,    0.00000000    ,   0.128276171E-04,    0.00000000    ,    0.00000000    ,   0.240699238E-09,  -0.232796950E-13,  -0.831363138E-13
0000000030,    29.0000000    ,    0.00000000    ,    0.00000000    ,   0.127714051E-04,    0.00000000    ,    0.00000000    ,   0.239649950E-09,  -0.102721927E-13,  -0.835107599E-13
0000000031,    30.0000000    ,    0.00000000    ,    0.00000000    ,   0.127157965E-04,    0.00000000    ,    0.00000000    ,   0.238611977E-09,  -0.257373642E-14,  -0.865798057E-13
0000000032,    31.0000000    ,    0.00000000    ,    0.00000000    ,   0.126605801E-04,    0.00000000    ,    0.00000000    ,   0.237585185E-09,  -0.536514193E-14,  -0.838804866E-13
0000000033,    32.0000000    ,    0.00000000    ,    0.00000000    ,   0.126056884E-04,    0.00000000    ,    0.00000000    ,   0.236566842E-09,  -0.141272722E-13,  -0.746438047E-13
0000000034,    33.0000000    ,    0.00000000    ,    0.00000000    ,   0.125512099E-04,    0.00000000    ,    0.00000000    ,   0.235554360E-09,  -0.203008938E-13,  -0.659045426E-13
0000000035,    34.0000000    ,    0.00000000    ,    0.00000000    ,   0.124972676E-04,    0.00000000    ,    0.00000000    ,   0.234548534E-09,  -0.191042702E-13,  -0.628596311E-13
0000000036,    35.0000000    ,    0.00000000    ,    0.00000000    ,   0.124439502E-04,    0.00000000    ,    0.00000000    ,   0.233553337E-09,  -0.120310034E-13,  -0.639597175E-13
0000000037,    36.0000000    ,    0.00000000    ,    0.00000000    ,   0.123912960E-04,    0.00000000    ,    0.00000000    ,   0.232572085E-09,  -0.416748236E-14,  -0.645724370E-13
0000000038,    37.0000000    ,    0.00000000    ,    0.00000000    ,   0.123392664E-04,    0.00000000    ,    0.00000000    ,   0.231604488E-09,  -0.148335744E-15,  -0.617797269E-13
0000000039,    38.0000000    ,    0.00000000    ,    0.00000000    ,   0.122877538E-04,    0.00000000    ,    0.00000000    ,   0.230647391E-09,  -0.152752051E-14,  -0.559681581E-13
0000000040,    39.0000000    ,    0.00000000    ,    0.00000000    ,   0.122366773E-04,    0.00000000    ,    0.00000000    ,   0.229697838E-09,  -0.656989982E-14,  -0.499571456E-13
0000000041,    40.0000000    ,    0.00000000    ,    0.00000000    ,   0.121860612E-04,    0.00000000    ,    0.00000000    ,   0.228755373E-09,  -0.120150801E-13,  -0.468398696E-13
0000000042,    41.0000000    ,    0.00000000    ,    0.00000000    ,   0.121359885E-04,    0.00000000    ,    0.00000000    ,   0.227821742E-09,  -0.152757806E-13,  -0.478162534E-13
0000000043,    42.0000000    ,    0.00000000    ,    0.00000000    ,   0.120865035E-04,    0.00000000    ,    0.00000000    ,   0.226898994E-09,  -0.155518094E-13,  -0.514604935E-13
0000000044,    43.0000000    ,    0.00000000    ,    0.00000000    ,   0.120375961E-04,    0.00000000    ,    0.00000000    ,   0.225988198E-09,  -0.134594544E-13,  -0.547874194E-13
0000000045,    44.0000000    ,    0.00000000    ,    0.00000000    ,   0.119892556E-04,    0.00000000    ,    0.00000000    ,   0.225089442E-09,  -0.100351855E-13,  -0.553043307E-13
0000000046,    45.0000000    ,    0.00000000    ,    0.00000000    ,   0.119415045E-04,    0.00000000    ,    0.00000000    ,   0.224202355E-09,  -0.621893577E-14,  -0.525332226E-13
0000000047,    46.0000000    ,    0.00000000    ,    0.00000000    ,   0.118943886E-04,    0.00000000    ,    0.00000000    ,   0.223326697E-09,  -0.298263814E-14,  -0.478062006E-13
0000000048,    47.0000000    ,    0.00000000    ,    0.00000000    ,   0.118479546E-04,    0.00000000    ,    0.00000000    ,   0.222462758E-09,  -0.138946774E-14,  -0.428569436E-13
0000000049,    48.0000000    ,    0.00000000    ,    0.00000000    ,   0.118022221E-04,    0.00000000    ,    0.00000000    ,   0.221611039E-09,  -0.214043183E-14,  -0.388231783E-13
0000000050,    49.0000000    ,    0.00000000    ,    0.00000000    ,   0.117571612E-04,    0.00000000    ,    0.00000000    ,   0.220771483E-09,  -0.500005797E-14,  -0.362339406E-13
0000000051,    50.0000000    ,    0.00000000    ,    0.00000000    ,   0.117127082E-04,    0.00000000    ,    0.00000000    ,   0.219943347E-09,  -0.871735324E-14,  -0.352669957E-13
0000000052,    51.0000000    ,    0.00000000    ,    0.00000000    ,   0.116688200E-04,    0.00000000    ,    0.00000000    ,   0.219126033E-09,  -0.115929794E-13,  -0.357706696E-13
0000000053,    52.0000000    ,    0.00000000    ,    0.00000000    ,   0.116255172E-04,    0.00000000    ,    0.00000000    ,   0.218319920E-09,  -0.123582936E-13,  -0.372100942E-13
0000000054,    53.0000000    ,    0.00000000    ,    0.00000000    ,   0.115828712E-04,    0.00000000    ,    0.00000000    ,   0.217526269E-09,  -0.108338043E-13,  -0.387262190E-13
0000000055,    54.0000000    ,    0.00000000    ,    0.00000000    ,   0.115409487E-04,    0.00000000    ,    0.00000000    ,   0.216746329E-09,  -0.794716613E-14,  -0.393321088E-13
0000000056,    55.0000000    ,    0.00000000    ,    0.00000000    ,   0.114997730E-04,    0.00000000    ,    0.00000000    ,   0.215980583E-09,  -0.509701721E-14,  -0.382772214E-13
0000000057,    56.0000000    ,    0.00000000    ,    0.00000000    ,   0.114593341E-04,    0.00000000    ,    0.00000000    ,   0.215228750E-09,  -0.332097869E-14,  -0.354652499E-13
0000000058,    57.0000000    ,    0.00000000    ,    0.00000000    ,   0.114196255E-04,    0.00000000    ,    0.00000000    ,   0.214490401E-09,  -0.284853741E-14,  -0.315981225E-13
0000000059,    58.0000000    ,    0.00000000    ,    0.00000000    ,   0.113806644E-04,    0.00000000    ,    0.00000000    ,   0.213765526E-09,  -0.325410099E-14,  -0.278208176E-13
0000000060,    59.0000000    ,    0.00000000    ,    0.00000000    ,   0.113424815E-04,    0.00000000    ,    0.00000000    ,   0.213054617E-09,  -0.394010584E-14,  -0.250695464E-13
0000000061,    60.0000000    ,    0.00000000    ,    0.00000000    ,   0.113050982E-04,    0.00000000    ,    0.00000000    ,   0.212358326E-09,  -0.451334330E-14,  -0.236006542E-13
0000000062,    61.0000000    ,    0.00000000    ,    0.00000000    ,   0.112685138E-04,    0.00000000    ,    0.00000000    ,   0.211677044E-09,  -0.484500760E-14,  -0.230268412E-13
0000000063,    62.0000000    ,    0.00000000    ,    0.00000000    ,   0.112327105E-04,    0.00000000    ,    0.00000000    ,   0.211010704E-09,  -0.493229777E-14,  -0.227379971E-13
0000000064,    63.0000000    ,    0.00000000    ,    0.00000000    ,   0.111976686E-04,    0.00000000    ,    0.00000000    ,   0.210358956E-09,  -0.478361670E-14,  -0.223042321E-13
0000000065,    64.0000000    ,    0.00000000    ,    0.00000000    ,   0.111633837E-04,    0.00000000    ,    0.00000000    ,   0.209721546E-09,  -0.441507950E-14,  -0.215868027E-13
0000000066,    65.0000000    ,    0.00000000    ,    0.00000000    ,   0.111298717E-04,    0.00000000    ,    0.00000000    ,   0.209098579E-09,  -0.388930488E-14,  -0.206185916E-13
0000000067,    66.0000000    ,    0.00000000    ,    0.00000000    ,   0.110971606E-04,    0.00000000    ,    0.00000000    ,   0.208490481E-09,  -0.331073409E-14,  -0.194569225E-13
0000000068,    67.0000000    ,    0.00000000    ,    0.00000000    ,   0.110652783E-04,    0.00000000    ,    0.00000000    ,   0.207897783E-09,  -0.276861414E-14,  -0.181257377E-13
0000000069,    68.0000000    ,    0.00000000    ,    0.00000000    ,   0.110342481E-04,    0.00000000    ,    0.00000000    ,   0.207320962E-09,  -0.228535271E-14,  -0.166367784E-13
0000000070,    69.0000000    ,    0.00000000    ,    0.00000000    ,   0.110040871E-04,    0.00000000    ,    0.00000000    ,   0.206760369E-09,  -0.182162125E-14,  -0.150295264E-13
0000000071,    70.0000000    ,    0.00000000    ,    0.00000000    ,   0.109748066E-04,    0.00000000    ,    0.00000000    ,   0.206216217E-09,  -0.133463800E-14,  -0.133884328E-13
0000000072,    71.0000000    ,    0.00000000    ,    0.00000000    ,   0.109464126E-04,    0.00000000    ,    0.00000000    ,   0.205688610E-09,  -0.846580406E-15,  -0.118341305E-13
0000000073,    72.0000000    ,    0.00000000    ,    0.00000000    ,   0.109189088E-04,    0.00000000    ,    0.00000000    ,   0.205177620E-09,  -0.475587569E-15,  -0.104844133E-13
0000000074,    73.0000000    ,    0.00000000    ,    0.00000000    ,   0.108922960E-04,    0.00000000    ,    0.00000000    ,   0.204683286E-09,  -0.380661902E-15,  -0.939403435E-14
0000000075,    74.0000000    ,    0.00000000    ,    0.00000000    ,   0.108665656E-04,    0.00000000    ,    0.00000000    ,   0.204205506E-09,  -0.635280628E-15,  -0.855002469E-14
0000000076,    75.0000000    ,    0.00000000    ,    0.00000000    ,   0.108416992E-04,    0.00000000    ,    0.00000000    ,   0.203744000E-09,  -0.114424950E-14,  -0.795184718E-14
0000000077,    76.0000000    ,    0.00000000    ,    0.00000000    ,   0.108176822E-04,    0.00000000    ,    0.00000000    ,   0.203298504E-09,  -0.170083467E-14,  -0.763641310E-14
0000000078,    77.0000000    ,    0.00000000    ,    0.00000000    ,   0.107945176E-04,    0.00000000    ,    0.00000000    ,   0.202869050E-09,  -0.211714166E-14,  -0.758070087E-14
0000000079,    78.0000000    ,    0.00000000    ,    0.00000000    ,   0.107722242E-04,    0.00000000    ,    0.00000000    ,   0.202455973E-09,  -0.230250379E-14,  -0.765375603E-14
0000000080,    79.0000000    ,    0.00000000    ,    0.00000000    ,   0.107508246E-04,    0.00000000    ,    0.00000000    ,   0.202059688E-09,  -0.226517045E-14,  -0.769216371E-14
0000000081,    80.0000000    ,    0.00000000    ,    0.00000000    ,   0.107303399E-04,    0.00000000    ,    0.00000000    ,   0.201680575E-09,  -0.206634070E-14,  -0.756189991E-14
0000000082,    81.0000000    ,    0.00000000    ,    0.00000000    ,   0.107107891E-04,    0.00000000    ,    0.00000000    ,   0.201318949E-09,  -0.177078192E-14,  -0.720391427E-14
0000000083,    82.0000000    ,    0.00000000    ,    0.00000000    ,   0.106921840E-04,    0.00000000    ,    0.00000000    ,   0.200974999E-09,  -0.144775072E-14,  -0.668024995E-14
0000000084,    83.0000000    ,    0.00000000    ,    0.00000000    ,   0.106745290E-04,    0.00000000    ,    0.00000000    ,   0.200648807E-09,  -0.117126149E-14,  -0.607224990E-14
0000000085,    84.0000000    ,    0.00000000    ,    0.00000000    ,   0.106578300E-04,    0.00000000    ,    0.00000000    ,   0.200340507E-09,  -0.957544444E-15,  -0.538824025E-14
0000000086,    85.0000000    ,    0.00000000    ,    0.00000000    ,   0.106421015E-04,    0.00000000    ,    0.00000000    ,   0.200050346E-09,  -0.772719488E-15,  -0.470146801E-14
0000000087,    86.0000000    ,    0.00000000    ,    0.00000000    ,   0.106273621E-04,    0.00000000    ,    0.00000000    ,   0.199778640E-09,  -0.639616360E-15,  -0.412508427E-14
0000000088,    87.0000000    ,    0.00000000    ,    0.00000000    ,   0.106136194E-04,    0.00000000    ,    0.00000000    ,   0.199525605E-09,  -0.584556403E-15,  -0.356627368E-14
0000000089,    88.0000000    ,    0.00000000    ,    0.00000000    ,   0.106008631E-04,    0.00000000    ,    0.00000000    ,   0.199291144E-09,  -0.504249442E-15,  -0.295424485E-14
0000000090,    89.0000000    ,    0.00000000    ,    0.00000000    ,   0.105890870E-04,    0.00000000    ,    0.00000000    ,   0.199075088E-09,  -0.322532401E-15,  -0.250770285E-14
0000000091,    90.0000000    ,    0.00000000    ,    0.00000000    ,   0.105783060E-04,    0.00000000    ,    0.00000000    ,   0.198877648E-09,  -0.129803368E-15,  -0.222423040E-14
0000000092,    91.0000000    ,    0.00000000    ,    0.00000000    ,   0.105685207E-04,    0.00000000    ,    0.00000000    ,   0.198698948E-09,    0.00000000    ,  -0.184445099E-14
0000000093,    92.0000000    ,    0.00000000    ,    0.00000000    ,   0.105597070E-04,    0.00000000    ,  -0.574800060E-11,   0.198538580E-09,    0.00000000    ,  -0.154098814E-14
0000000094,    93.0000000    ,    0.00000000    ,    0.00000000    ,   0.105518661E-04,    0.00000000    ,  -0.162337153E-10,   0.198396464E-09,    0.00000000    ,  -0.140420156E-14
0000000095,    94.0000000    ,    0.00000000    ,    0.00000000    ,   0.105450122E-04,    0.00000000    ,  -0.110835811E-10,   0.198272898E-09,    0.00000000    ,  -0.106962119E-14
0000000096,    95.0000000    ,    0.00000000    ,    0.00000000    ,   0.105391190E-04,    0.00000000    ,  -0.668429817E-11,   0.198167481E-09,    0.00000000    ,  -0.712095982E-15
0000000097,    96.0000000    ,    0.00000000    ,    0.00000000    ,   0.105341740E-04,    0.00000000    ,  -0.109237068E-10,   0.198079832E-09,    0.00000000    ,  -0.592575589E-15
0000000098,    97.0000000    ,    0.00000000    ,    0.00000000    ,   0.105302030E-04,    0.00000000    ,  -0.549445921E-11,   0.198009307E-09,    0.00000000    ,  -0.354609142E-15
0000000099,    98.0000000    ,    0.00000000    ,    0.00000000    ,   0.105271970E-04,    0.00000000    ,    0.00000000    ,   0.197921667E-09,    0.00000000    ,  -0.421678692E-16
0000000100,    99.0000000    ,    0.00000000    ,    0.00000000    ,   0.105251311E-04,    0.00000000    ,  -0.344409059E-11,   0.196847632E-09,  -0.759712293E-17,  -0.570551606E-16
0000000101,    100.000000    ,    0.00000000    ,    0.00000000    ,   0.105240329E-04,    0.00000000    ,    0.00000000    ,   0.171256760E-09,  -0.237812969E-15,    0.00000000    
0000000102,    0.00000000    ,    1.00000000    ,    0.00000000    ,    0.00000000    ,   0.473136552E-09,  -0.908774462E-10,  -0.302857740E-09,    0.00000000    ,  -0.776714501E-13
0000000103,    1.00000000    ,    1.00000000    ,    0.00000000    ,   0.144430703E-04,   0.781113300E-10,  -0.107013740E-09,    0.00000000    ,    0.00000000    ,    0.00000000    
0000000104,    2.00000000    ,    1.00000000    ,    0.00000000    ,   0.143819324E-04,    0.00000000    ,    0.00000000    ,   0.238349407E-09,    0.00000000    ,  -0.745331477E-13
0000000105,    3.00000000    ,    1.00000000    ,    0.00000000    ,   0.143207992E-04,    0.00000000    ,    0.00000000    ,   0.267090661E-09,    0.00000000    ,  -0.265433115E-13
0000000106,    4.00000000    ,    1.00000000    ,    0.00000000    ,   0.142590567E-04,   0.121780256E-09,    0.00000000    ,   0.267252270E-09,   0.619491658E-14,  -0.556412900E-13
0000000107,    5.00000000    ,    1.00000000    ,    0.00000000    ,   0.141972681E-04,   0.261548485E-09,    0.00000000    ,   0.266135580E-09,    0.00000000    ,  -0.343591012E-13
0000000108,    6.00000000    ,    1.00000000    ,    0.00000000    ,   0.141360777E-04,   0.397111518E-09,    0.00000000    ,   0.265008978E-09,    0.00000000    ,  -0.402855477E-13
0000000109,    7.00000000    ,    1.00000000    ,    0.00000000    ,   0.140745078E-04,   0.422341201E-09,    0.00000000    ,   0.263858682E-09,    0.00000000    ,  -0.404806940E-13
0000000110,    8.00000000    ,    1.00000000    ,    0.00000000    ,   0.140127387E-04,   0.252387844E-09,  -0.132898876E-09,   0.262718729E-09,    0.00000000    ,  -0.178624475E-13
0000000111,    9.00000000    ,    1.00000000    ,    0.00000000    ,   0.139517641E-04,   0.357802282E-10,    0.00000000    ,   0.261600203E-09,    0.00000000    ,  -0.276225251E-13
0000000112,    10.0000000    ,    1.00000000    ,    0.00000000    ,   0.138910627E-04,    0.00000000    ,    0.00000000    ,   0.260454282E-09,    0.00000000    ,  -0.490536252E-13
0000000113,    11.0000000    ,    1.00000000    ,    0.00000000    ,   0.138300657E-04,    0.00000000    ,    0.00000000    ,   0.259314014E-09,    0.00000000    ,  -0.355139022E-13
0000000114,    12.0000000    ,    1.00000000    ,    0.00000000    ,   0.137694269E-04,   0.850268752E-10,    0.00000000    ,   0.258206698E-09,    0.00000000    ,  -0.193117330E-13
0000000115,    13.0000000    ,    1.00000000    ,    0.00000000    ,   0.137091816E-04,   0.244186130E-09,    0.00000000    ,   0.257083730E-09,    0.00000000    ,  -0.396968090E-13
0000000116,    14.0000000    ,    1.00000000    ,    0.00000000    ,   0.136486429E-04,   0.407413891E-09,    0.00000000    ,   0.255937518E-09,    0.00000000    ,  -0.533591603E-13
0000000117,    15.0000000    ,    1.00000000    ,    0.00000000    ,   0.135879083E-04,   0.426141486E-09,  -0.231319348E-11,   0.254816209E-09,    0.00000000    ,  -0.340428997E-13
0000000118,    16.0000000    ,    1.00000000    ,    0.00000000    ,   0.135275678E-04,   0.256427411E-09,  -0.415835298E-10,   0.253718489E-09,    0.00000000    ,  -0.190597618E-13
0000000119,    17.0000000    ,    1.00000000    ,    0.00000000    ,   0.134677961E-04,   0.209657119E-10,    0.00000000    ,   0.252611254E-09,    0.00000000    ,  -0.239946687E-13
0000000120,    18.0000000    ,    1.00000000    ,    0.00000000    ,   0.134084574E-04,    0.00000000    ,    0.00000000    ,   0.251497184E-09,   0.725713249E-14,  -0.308790050E-13
0000000121,    19.0000000    ,    1.00000000    ,    0.00000000    ,   0.133493923E-04,    0.00000000    ,    0.00000000    ,   0.250390777E-09,   0.621030267E-14,  -0.345961851E-13
0000000122,    20.0000000    ,    1.00000000    ,    0.00000000    ,   0.132904915E-04,   0.132109354E-09,    0.00000000    ,   0.249290362E-09,    0.00000000    ,  -0.375544204E-13
0000000123,    21.0000000    ,    1.00000000    ,    0.00000000    ,   0.132317569E-04,   0.336701067E-09,    0.00000000    ,   0.248196670E-09,    0.00000000    ,  -0.347432547E-13
0000000124,    22.0000000    ,    1.00000000    ,    0.00000000    ,   0.131732434E-04,   0.429469065E-09,    0.00000000    ,   0.247114033E-09,    0.00000000    ,  -0.285536714E-13
0000000125,    23.0000000    ,    1.00000000    ,    0.00000000    ,   0.131150031E-04,   0.363316176E-09,    0.00000000    ,   0.246036279E-09,    0.00000000    ,  -0.300351488E-13
0000000126,    24.0000000    ,    1.00000000    ,    0.00000000    ,   0.130570928E-04,   0.204442600E-09,    0.00000000    ,   0.244956323E-09,    0.00000000    ,  -0.402558115E-13
0000000127,    25.0000000    ,    1.00000000    ,    0.00000000    ,   0.129994677E-04,   0.857120545E-10,    0.00000000    ,   0.243878308E-09,    0.00000000    ,  -0.483198122E-13
0000000128,    26.0000000    ,    1.00000000    ,    0.00000000    ,   0.129419748E-04,   0.872034663E-10,    0.00000000    ,   0.242810103E-09,    0.00000000    ,  -0.457921956E-13
0000000129,    27.0000000    ,    1.00000000    ,    0.00000000    ,   0.128846194E-04,   0.167050335E-09,    0.00000000    ,   0.241754134E-09,    0.00000000    ,  -0.351200413E-13
0000000130,    28.0000000    ,    1.00000000    ,    0.00000000    ,   0.128276765E-04,   0.226432714E-09,    0.00000000    ,   0.240707042E-09,    0.00000000    ,  -0.265923475E-13
0000000131,    29.0000000    ,    1.00000000    ,    0.00000000    ,   0.127713979E-04,   0.219144546E-09,    0.00000000    ,   0.239662958E-09,    0.00000000    ,  -0.277389375E-13
0000000132,    30.0000000    ,    1.00000000    ,    0.00000000    ,   0.127157526E-04,   0.175271502E-09,    0.00000000    ,   0.238619675E-09,    0.00000000    ,  -0.349762715E-13
0000000133,    31.0000000    ,    1.00000000    ,    0.00000000    ,   0.126605474E-04,   0.142518145E-09,    0.00000000    ,   0.237582394E-09,    0.00000000    ,  -0.387096819E-13
0000000134,    32.0000000    ,    1.00000000    ,    0.00000000    ,   0.126056833E-04,   0.137375449E-09,    0.00000000    ,   0.236558080E-09,    0.00000000    ,  -0.350447223E-13
0000000135,    33.0000000    ,    1.00000000    ,    0.00000000    ,   0.125512188E-04,   0.146325919E-09,    0.00000000    ,   0.235548186E-09,    0.00000000    ,  -0.279791678E-13
0000000136,    34.0000000    ,    1.00000000    ,    0.00000000    ,   0.124972690E-04,   0.147662110E-09,    0.00000000    ,   0.234549731E-09,    0.00000000    ,  -0.225965678E-13
0000000137,    35.0000000    ,    1.00000000    ,    0.00000000    ,   0.124439315E-04,   0.128960544E-09,    0.00000000    ,   0.233560410E-09,    0.00000000    ,  -0.207043470E-13
0000000138,    36.0000000    ,    1.00000000    ,    0.00000000    ,   0.123912670E-04,   0.999272426E-10,    0.00000000    ,   0.232579948E-09,    0.00000000    ,  -0.215416421E-13
0000000139,    37.0000000    ,    1.00000000    ,    0.00000000    ,   0.123392571E-04,   0.906631057E-10,    0.00000000    ,   0.231608507E-09,    0.00000000    ,  -0.233800307E-13
0000000140,    38.0000000    ,    1.00000000    ,    0.00000000    ,   0.122877866E-04,   0.123498514E-09,    0.00000000    ,   0.230646012E-09,    0.00000000    ,  -0.245788030E-13
0000000141,    39.0000000    ,    1.00000000    ,    0.00000000    ,   0.122367369E-04,   0.183093251E-09,    0.00000000    ,   0.229692796E-09,    0.00000000    ,  -0.244503042E-13
0000000142,    40.0000000    ,    1.00000000    ,    0.00000000    ,   0.121861028E-04,   0.224645003E-09,    0.00000000    ,   0.228749928E-09,    0.00000000    ,  -0.234329420E-13
0000000143,    41.0000000    ,    1.00000000    ,    0.00000000    ,   0.121359791E-04,   0.215239791E-09,    0.00000000    ,   0.227818481E-09,    0.00000000    ,  -0.223896805E-13
0000000144,    42.0000000    ,    1.00000000    ,    0.00000000    ,   0.120864507E-04,   0.162410460E-09,    0.00000000    ,   0.226898718E-09,    0.00000000    ,  -0.216810761E-13
0000000145,    43.0000000    ,    1.00000000    ,    0.00000000    ,   0.120375378E-04,   0.104145490E-09,    0.00000000    ,   0.225990291E-09,    0.00000000    ,  -0.208669178E-13
0000000146,    44.0000000    ,    1.00000000    ,    0.00000000    ,   0.119892289E-04,   0.774767703E-10,    0.00000000    ,   0.225092867E-09,    0.00000000    ,  -0.194144476E-13
0000000147,    45.0000000    ,    1.00000000    ,    0.00000000    ,   0.119415207E-04,   0.937139632E-10,    0.00000000    ,   0.224206171E-09,    0.00000000    ,  -0.175641645E-13
0000000148,    46.0000000    ,    1.00000000    ,    0.00000000    ,   0.118944291E-04,   0.134233408E-09,    0.00000000    ,   0.223329933E-09,    0.00000000    ,  -0.161715505E-13
0000000149,    47.0000000    ,    1.00000000    ,    0.00000000    ,   0.118479875E-04,   0.167169632E-09,    0.00000000    ,   0.222464351E-09,    0.00000000    ,  -0.157968742E-13
