Node,  X Coordinate (m),  Y Coordinate (m),  Z Coordinate (m),  Advective X Heat Flux (MW/m2),  Advective Y Heat Flux (MW/m2),  Advective Z Heat Flux (MW/m2),  Conductive X Heat Flux (MW/m2),  Conductive Y Heat Flux (MW/m2),  Conductive Z Heat Flux (MW/m2)
0000000032,    31.0000000    ,    0.00000000    ,    0.00000000    ,   0.144578097E-04,  -0.280196247E-10,    0.00000000    ,   0.271130010E-09,  -0.173255343E-12,  -0.187596294E-12
0000000033,    32.0000000    ,    0.00000000    ,    0.00000000    ,   0.144569196E-04,  -0.933787964E-10,    0.00000000    ,   0.271123804E-09,  -0.175811851E-12,  -0.186326538E-12
0000000034,    33.0000000    ,    0.00000000    ,    0.00000000    ,   0.144561111E-04,  -0.988673022E-10,    0.00000000    ,   0.271119390E-09,  -0.176665415E-12,  -0.186125330E-12
0000000035,    34.0000000    ,    0.00000000    ,    0.00000000    ,   0.144553986E-04,  -0.488029474E-10,    0.00000000    ,   0.271115381E-09,  -0.175185434E-12,  -0.187083603E-12
0000000036,    35.0000000    ,    0.00000000    ,    0.00000000    ,   0.144547924E-04,    0.00000000    ,    0.00000000    ,   0.271112553E-09,  -0.172391765E-12,  -0.188311613E-12
0000000037,    36.0000000    ,    0.00000000    ,    0.00000000    ,   0.144542623E-04,    0.00000000    ,    0.00000000    ,   0.271111646E-09,  -0.170119419E-12,  -0.188829560E-12
0000000038,    37.0000000    ,    0.00000000    ,    0.00000000    ,   0.144537647E-04,    0.00000000    ,    0.00000000    ,   0.271112390E-09,  -0.169710825E-12,  -0.188123833E-12
0000000039,    38.0000000    ,    0.00000000    ,    0.00000000    ,   0.144532648E-04,    0.00000000    ,    0.00000000    ,   0.271113651E-09,  -0.171185702E-12,  -0.186470538E-12
0000000040,    39.0000000    ,    0.00000000    ,    0.00000000    ,   0.144527396E-04,  -0.382388380E-10,    0.00000000    ,   0.271114211E-09,  -0.173470288E-12,  -0.184810720E-12
0000000041,    40.0000000    ,    0.00000000    ,    0.00000000    ,   0.144521956E-04,  -0.751135378E-10,    0.00000000    ,   0.271113833E-09,  -0.175218125E-12,  -0.184120763E-12
0000000042,    41.0000000    ,    0.00000000    ,    0.00000000    ,   0.144516787E-04,  -0.751771946E-10,    0.00000000    ,   0.271113573E-09,  -0.175556504E-12,  -0.184731296E-12
0000000043,    42.0000000    ,    0.00000000    ,    0.00000000    ,   0.144512395E-04,  -0.433243168E-10,    0.00000000    ,   0.271115123E-09,  -0.174496897E-12,  -0.186091296E-12
0000000044,    43.0000000    ,    0.00000000    ,    0.00000000    ,   0.144508840E-04,    0.00000000    ,  -0.109468333E-10,   0.271119712E-09,  -0.172800935E-12,  -0.187217358E-12
0000000045,    44.0000000    ,    0.00000000    ,    0.00000000    ,   0.144505726E-04,    0.00000000    ,  -0.149752137E-10,   0.271127016E-09,  -0.171372983E-12,  -0.187398692E-12
0000000046,    45.0000000    ,    0.00000000    ,    0.00000000    ,   0.144502553E-04,    0.00000000    ,    0.00000000    ,   0.271135034E-09,  -0.170739199E-12,  -0.186481435E-12
0000000047,    46.0000000    ,    0.00000000    ,    0.00000000    ,   0.144498908E-04,    0.00000000    ,    0.00000000    ,   0.271141331E-09,  -0.170947007E-12,  -0.184822231E-12
0000000048,    47.0000000    ,    0.00000000    ,    0.00000000    ,   0.144494514E-04,  -0.428321150E-11,    0.00000000    ,   0.271144522E-09,  -0.171702729E-12,  -0.183187468E-12
0000000049,    48.0000000    ,    0.00000000    ,    0.00000000    ,   0.144489462E-04,  -0.259108896E-10,    0.00000000    ,   0.271144904E-09,  -0.172584954E-12,  -0.182311382E-12
0000000050,    49.0000000    ,    0.00000000    ,    0.00000000    ,   0.144484284E-04,  -0.329974027E-10,    0.00000000    ,   0.271144211E-09,  -0.173268043E-12,  -0.182299871E-12
0000000051,    50.0000000    ,    0.00000000    ,    0.00000000    ,   0.144479512E-04,  -0.241642209E-10,    0.00000000    ,   0.271144581E-09,  -0.173602585E-12,  -0.182704514E-12
0000000052,    51.0000000    ,    0.00000000    ,    0.00000000    ,   0.144475248E-04,  -0.513489171E-11,    0.00000000    ,   0.271147226E-09,  -0.173562221E-12,  -0.183100063E-12
0000000053,    52.0000000    ,    0.00000000    ,    0.00000000    ,   0.144471288E-04,    0.00000000    ,    0.00000000    ,   0.271151937E-09,  -0.173235468E-12,  -0.183255996E-12
0000000054,    53.0000000    ,    0.00000000    ,    0.00000000    ,   0.144467408E-04,    0.00000000    ,    0.00000000    ,   0.271157675E-09,  -0.172829942E-12,  -0.183015996E-12
0000000055,    54.0000000    ,    0.00000000    ,    0.00000000    ,   0.144463421E-04,    0.00000000    ,    0.00000000    ,   0.271163324E-09,  -0.172563237E-12,  -0.182450164E-12
0000000056,    55.0000000    ,    0.00000000    ,    0.00000000    ,   0.144459277E-04,  -0.233448684E-10,    0.00000000    ,   0.271168213E-09,  -0.172540369E-12,  -0.181904360E-12
0000000057,    56.0000000    ,    0.00000000    ,    0.00000000    ,   0.144455257E-04,  -0.494112244E-10,    0.00000000    ,   0.271172479E-09,  -0.172723851E-12,  -0.181616207E-12
0000000058,    57.0000000    ,    0.00000000    ,    0.00000000    ,   0.144451816E-04,  -0.637627452E-10,    0.00000000    ,   0.271176850E-09,  -0.172933501E-12,  -0.181526998E-12
0000000059,    58.0000000    ,    0.00000000    ,    0.00000000    ,   0.144449133E-04,  -0.547653913E-10,  -0.145724658E-10,   0.271181872E-09,  -0.172903496E-12,  -0.181546336E-12
0000000060,    59.0000000    ,    0.00000000    ,    0.00000000    ,   0.144446962E-04,  -0.216531177E-10,  -0.241533974E-10,   0.271187526E-09,  -0.172485002E-12,  -0.181631785E-12
0000000061,    60.0000000    ,    0.00000000    ,    0.00000000    ,   0.144444840E-04,    0.00000000    ,  -0.212776409E-10,   0.271193524E-09,  -0.171825664E-12,  -0.181569742E-12
0000000062,    61.0000000    ,    0.00000000    ,    0.00000000    ,   0.144442256E-04,    0.00000000    ,  -0.540082990E-12,   0.271199465E-09,  -0.171283314E-12,  -0.181045118E-12
0000000063,    62.0000000    ,    0.00000000    ,    0.00000000    ,   0.144438731E-04,    0.00000000    ,    0.00000000    ,   0.271204678E-09,  -0.171165136E-12,  -0.179997291E-12
0000000064,    63.0000000    ,    0.00000000    ,    0.00000000    ,   0.144434021E-04,    0.00000000    ,    0.00000000    ,   0.271208418E-09,  -0.171555045E-12,  -0.178699871E-12
0000000065,    64.0000000    ,    0.00000000    ,    0.00000000    ,   0.144428315E-04,    0.00000000    ,    0.00000000    ,   0.271210417E-09,  -0.172293539E-12,  -0.177526691E-12
0000000066,    65.0000000    ,    0.00000000    ,    0.00000000    ,   0.144422138E-04,  -0.148003830E-10,    0.00000000    ,   0.271211093E-09,  -0.173045424E-12,  -0.176778988E-12
0000000067,    66.0000000    ,    0.00000000    ,    0.00000000    ,   0.144416071E-04,  -0.387923893E-10,    0.00000000    ,   0.271211273E-09,  -0.173447650E-12,  -0.176613923E-12
0000000068,    67.0000000    ,    0.00000000    ,    0.00000000    ,   0.144410532E-04,  -0.399207628E-10,    0.00000000    ,   0.271211814E-09,  -0.173306067E-12,  -0.176943669E-12
0000000069,    68.0000000    ,    0.00000000    ,    0.00000000    ,   0.144405684E-04,  -0.209988064E-10,    0.00000000    ,   0.271213304E-09,  -0.172708580E-12,  -0.177426585E-12
0000000070,    69.0000000    ,    0.00000000    ,    0.00000000    ,   0.144401396E-04,    0.00000000    ,    0.00000000    ,   0.271215819E-09,  -0.171968475E-12,  -0.177672226E-12
0000000071,    70.0000000    ,    0.00000000    ,    0.00000000    ,   0.144397345E-04,    0.00000000    ,    0.00000000    ,   0.271218924E-09,  -0.171449607E-12,  -0.177482183E-12
0000000072,    71.0000000    ,    0.00000000    ,    0.00000000    ,   0.144393237E-04,    0.00000000    ,    0.00000000    ,   0.271221998E-09,  -0.171383688E-12,  -0.176920264E-12
0000000073,    72.0000000    ,    0.00000000    ,    0.00000000    ,   0.144388966E-04,    0.00000000    ,    0.00000000    ,   0.271224648E-09,  -0.171765616E-12,  -0.176238787E-12
0000000074,    73.0000000    ,    0.00000000    ,    0.00000000    ,   0.144384630E-04,  -0.136755452E-10,    0.00000000    ,   0.271226938E-09,  -0.172367899E-12,  -0.175749770E-12
0000000075,    74.0000000    ,    0.00000000    ,    0.00000000    ,   0.144380435E-04,  -0.336904312E-10,    0.00000000    ,   0.271229359E-09,  -0.172863861E-12,  -0.175654422E-12
0000000076,    75.0000000    ,    0.00000000    ,    0.00000000    ,   0.144376566E-04,  -0.367861455E-10,    0.00000000    ,   0.271232548E-09,  -0.172997424E-12,  -0.175919823E-12
0000000077,    76.0000000    ,    0.00000000    ,    0.00000000    ,   0.144373043E-04,  -0.199821768E-10,    0.00000000    ,   0.271236875E-09,  -0.172715487E-12,  -0.176325463E-12
0000000078,    77.0000000    ,    0.00000000    ,    0.00000000    ,   0.144369698E-04,    0.00000000    ,    0.00000000    ,   0.271242217E-09,  -0.172193165E-12,  -0.176600955E-12
0000000079,    78.0000000    ,    0.00000000    ,    0.00000000    ,   0.144366287E-04,    0.00000000    ,    0.00000000    ,   0.271248042E-09,  -0.171730125E-12,  -0.176518000E-12
0000000080,    79.0000000    ,    0.00000000    ,    0.00000000    ,   0.144362575E-04,    0.00000000    ,    0.00000000    ,   0.271253616E-09,  -0.171567707E-12,  -0.175989770E-12
0000000081,    80.0000000    ,    0.00000000    ,    0.00000000    ,   0.144358387E-04,    0.00000000    ,    0.00000000    ,   0.271258207E-09,  -0.171747698E-12,  -0.175172043E-12
0000000082,    81.0000000    ,    0.00000000    ,    0.00000000    ,   0.144353681E-04,    0.00000000    ,    0.00000000    ,   0.271261346E-09,  -0.172113127E-12,  -0.174381022E-12
0000000083,    82.0000000    ,    0.00000000    ,    0.00000000    ,   0.144348581E-04,    0.00000000    ,    0.00000000    ,   0.271263099E-09,  -0.172424647E-12,  -0.173859237E-12
0000000084,    83.0000000    ,    0.00000000    ,    0.00000000    ,   0.144343273E-04,  -0.161118224E-11,    0.00000000    ,   0.271263993E-09,  -0.172483890E-12,  -0.173658259E-12
0000000085,    84.0000000    ,    0.00000000    ,    0.00000000    ,   0.144337870E-04,    0.00000000    ,    0.00000000    ,   0.271264565E-09,  -0.172226048E-12,  -0.173683046E-12
0000000086,    85.0000000    ,    0.00000000    ,    0.00000000    ,   0.144332400E-04,    0.00000000    ,    0.00000000    ,   0.271265047E-09,  -0.171784954E-12,  -0.173741175E-12
0000000087,    86.0000000    ,    0.00000000    ,    0.00000000    ,   0.144326825E-04,    0.00000000    ,    0.00000000    ,   0.271265486E-09,  -0.171437866E-12,  -0.173590729E-12
0000000088,    87.0000000    ,    0.00000000    ,    0.00000000    ,   0.144321062E-04,    0.00000000    ,    0.00000000    ,   0.271265803E-09,  -0.171397961E-12,  -0.173096609E-12
0000000089,    88.0000000    ,    0.00000000    ,    0.00000000    ,   0.144315031E-04,    0.00000000    ,    0.00000000    ,   0.271265651E-09,  -0.171666278E-12,  -0.172408149E-12
0000000090,    89.0000000    ,    0.00000000    ,    0.00000000    ,   0.144308783E-04,    0.00000000    ,    0.00000000    ,   0.271264697E-09,  -0.172086000E-12,  -0.171879151E-12
0000000091,    90.0000000    ,    0.00000000    ,    0.00000000    ,   0.144302609E-04,  -0.150262070E-10,    0.00000000    ,   0.271263154E-09,  -0.172467084E-12,  -0.171797961E-12
0000000092,    91.0000000    ,    0.00000000    ,    0.00000000    ,   0.144296921E-04,  -0.335499459E-10,    0.00000000    ,   0.271261242E-09,  -0.172871842E-12,  -0.172487420E-12
0000000093,    92.0000000    ,    0.00000000    ,    0.00000000    ,   0.144291995E-04,  -0.353004308E-10,    0.00000000    ,   0.271257715E-09,  -0.174600916E-12,  -0.174948082E-12
0000000094,    93.0000000    ,    0.00000000    ,    0.00000000    ,   0.144287873E-04,  -0.212850256E-10,    0.00000000    ,   0.271247492E-09,  -0.182246269E-12,  -0.181616859E-12
0000000095,    94.0000000    ,    0.00000000    ,    0.00000000    ,   0.144284447E-04,  -0.968717970E-13,    0.00000000    ,   0.271211202E-09,  -0.205234012E-12,  -0.195564908E-12
0000000096,    95.0000000    ,    0.00000000    ,    0.00000000    ,   0.144281435E-04,    0.00000000    ,    0.00000000    ,   0.271060972E-09,  -0.247381162E-12,  -0.209258415E-12
0000000097,    96.0000000    ,    0.00000000    ,    0.00000000    ,   0.144278372E-04,    0.00000000    ,    0.00000000    ,   0.270356534E-09,  -0.251396510E-12,  -0.183012044E-12
0000000098,    97.0000000    ,    0.00000000    ,    0.00000000    ,   0.144274950E-04,    0.00000000    ,    0.00000000    ,   0.266966924E-09,  -0.490151407E-13,  -0.157816838E-12
0000000099,    98.0000000    ,    0.00000000    ,    0.00000000    ,   0.144271271E-04,    0.00000000    ,    0.00000000    ,   0.252107306E-09,    0.00000000    ,  -0.386170584E-12
0000000100,    99.0000000    ,    0.00000000    ,    0.00000000    ,   0.144267670E-04,  -0.126176985E-10,    0.00000000    ,   0.196281681E-09,    0.00000000    ,  -0.416060044E-12
0000000101,    100.000000    ,    0.00000000    ,    0.00000000    ,   0.144264094E-04,    0.00000000    ,    0.00000000    ,   0.252773881E-10,    0.00000000    ,  -0.141391244E-12
0000000102,    0.00000000    ,    1.00000000    ,    0.00000000    ,    0.00000000    ,    0.00000000    ,  -0.898180524E-10,  -0.104732422E-08,    0.00000000    ,    0.00000000    
0000000103,    1.00000000    ,    1.00000000    ,    0.00000000    ,   0.144787272E-04,    0.00000000    ,    0.00000000    ,  -0.246488336E-09,   0.117184305E-11,  -0.437355394E-12
0000000104,    2.00000000    ,    1.00000000    ,    0.00000000    ,   0.144784020E-04,   0.466477171E-10,    0.00000000    ,    0.00000000    ,   0.125426673E-11,  -0.121480037E-11
0000000105,    3.00000000    ,    1.00000000    ,    0.00000000    ,   0.144775219E-04,   0.123657330E-09,    0.00000000    ,   0.112876703E-09,   0.934390562E-12,  -0.660831211E-12
0000000106,    4.00000000    ,    1.00000000    ,    0.00000000    ,   0.144764826E-04,   0.906364301E-10,  -0.380052883E-10,   0.229869878E-09,   0.543033138E-13,    0.00000000    
0000000107,    5.00000000    ,    1.00000000    ,    0.00000000    ,   0.144758087E-04,    0.00000000    ,    0.00000000    ,   0.261553932E-09,    0.00000000    ,    0.00000000    
0000000108,    6.00000000    ,    1.00000000    ,    0.00000000    ,   0.144753319E-04,    0.00000000    ,    0.00000000    ,   0.268970300E-09,    0.00000000    ,    0.00000000    
0000000109,    7.00000000    ,    1.00000000    ,    0.00000000    ,   0.144747495E-04,    0.00000000    ,    0.00000000    ,   0.270583081E-09,    0.00000000    ,  -0.524546806E-15
0000000110,    8.00000000    ,    1.00000000    ,    0.00000000    ,   0.144740479E-04,   0.100491854E-10,    0.00000000    ,   0.270981457E-09,    0.00000000    ,  -0.664103652E-14
0000000111,    9.00000000    ,    1.00000000    ,    0.00000000    ,   0.144732623E-04,   0.117942693E-09,    0.00000000    ,   0.271102100E-09,    0.00000000    ,  -0.657105090E-14
0000000112,    10.0000000    ,    1.00000000    ,    0.00000000    ,   0.144724805E-04,   0.132533721E-09,  -0.102227460E-10,   0.271139736E-09,    0.00000000    ,  -0.783171288E-14
0000000113,    11.0000000    ,    1.00000000    ,    0.00000000    ,   0.144718688E-04,   0.497850605E-10,    0.00000000    ,   0.271158473E-09,    0.00000000    ,  -0.647616361E-14
0000000114,    12.0000000    ,    1.00000000    ,    0.00000000    ,   0.144713671E-04,    0.00000000    ,    0.00000000    ,   0.271172098E-09,    0.00000000    ,  -0.330866214E-14
0000000115,    13.0000000    ,    1.00000000    ,    0.00000000    ,   0.144706861E-04,    0.00000000    ,    0.00000000    ,   0.271166711E-09,    0.00000000    ,  -0.375363101E-14
0000000116,    14.0000000    ,    1.00000000    ,    0.00000000    ,   0.144697627E-04,    0.00000000    ,    0.00000000    ,   0.271154316E-09,    0.00000000    ,  -0.618639859E-14
0000000117,    15.0000000    ,    1.00000000    ,    0.00000000    ,   0.144688841E-04,    0.00000000    ,    0.00000000    ,   0.271154846E-09,    0.00000000    ,  -0.588658082E-14
0000000118,    16.0000000    ,    1.00000000    ,    0.00000000    ,   0.144682762E-04,    0.00000000    ,    0.00000000    ,   0.271159933E-09,    0.00000000    ,  -0.417887804E-14
0000000119,    17.0000000    ,    1.00000000    ,    0.00000000    ,   0.144678351E-04,    0.00000000    ,    0.00000000    ,   0.271158070E-09,    0.00000000    ,  -0.407359266E-14
0000000120,    18.0000000    ,    1.00000000    ,    0.00000000    ,   0.144673504E-04,   0.188731729E-10,    0.00000000    ,   0.271154435E-09,    0.00000000    ,  -0.507675821E-14
0000000121,    19.0000000    ,    1.00000000    ,    0.00000000    ,   0.144667869E-04,   0.306357218E-10,    0.00000000    ,   0.271154240E-09,    0.00000000    ,  -0.528406758E-14
0000000122,    20.0000000    ,    1.00000000    ,    0.00000000    ,   0.144662096E-04,   0.252294167E-10,    0.00000000    ,   0.271155230E-09,    0.00000000    ,  -0.422825934E-14
0000000123,    21.0000000    ,    1.00000000    ,    0.00000000    ,   0.144655877E-04,   0.167695459E-10,    0.00000000    ,   0.271154634E-09,    0.00000000    ,  -0.319677724E-14
0000000124,    22.0000000    ,    1.00000000    ,    0.00000000    ,   0.144648770E-04,   0.632680913E-11,    0.00000000    ,   0.271150947E-09,    0.00000000    ,  -0.339718014E-14
0000000125,    23.0000000    ,    1.00000000    ,    0.00000000    ,   0.144641728E-04,    0.00000000    ,    0.00000000    ,   0.271144521E-09,    0.00000000    ,  -0.458160230E-14
0000000126,    24.0000000    ,    1.00000000    ,    0.00000000    ,   0.144635684E-04,    0.00000000    ,    0.00000000    ,   0.271139488E-09,    0.00000000    ,  -0.602939139E-14
0000000127,    25.0000000    ,    1.00000000    ,    0.00000000    ,   0.144630073E-04,   0.450221603E-11,    0.00000000    ,   0.271140881E-09,    0.00000000    ,  -0.715004376E-14
0000000128,    26.0000000    ,    1.00000000    ,    0.00000000    ,   0.144624061E-04,   0.401285855E-10,    0.00000000    ,   0.271149709E-09,    0.00000000    ,  -0.685030273E-14
0000000129,    27.0000000    ,    1.00000000    ,    0.00000000    ,   0.144617286E-04,   0.827032755E-10,    0.00000000    ,   0.271160693E-09,    0.00000000    ,  -0.484988050E-14
0000000130,    28.0000000    ,    1.00000000    ,    0.00000000    ,   0.144608971E-04,   0.117910041E-09,    0.00000000    ,   0.271164491E-09,    0.00000000    ,  -0.304537195E-14
0000000131,    29.0000000    ,    1.00000000    ,    0.00000000    ,   0.144598622E-04,   0.116886127E-09,    0.00000000    ,   0.271155998E-09,    0.00000000    ,  -0.307376524E-14
0000000132,    30.0000000    ,    1.00000000    ,    0.00000000    ,   0.144587435E-04,   0.601403692E-10,    0.00000000    ,   0.271140554E-09,    0.00000000    ,  -0.396826891E-14
0000000133,    31.0000000    ,    1.00000000    ,    0.00000000    ,   0.144577216E-04,    0.00000000    ,    0.00000000    ,   0.271127750E-09,    0.00000000    ,  -0.403664302E-14
0000000134,    32.0000000    ,    1.00000000    ,    0.00000000    ,   0.144568542E-04,    0.00000000    ,    0.00000000    ,   0.271121247E-09,    0.00000000    ,  -0.316366453E-14
0000000135,    33.0000000    ,    1.00000000    ,    0.00000000    ,   0.144561056E-04,    0.00000000    ,    0.00000000    ,   0.271118536E-09,    0.00000000    ,  -0.215915605E-14
0000000136,    34.0000000    ,    1.00000000    ,    0.00000000    ,   0.144554487E-04,    0.00000000    ,    0.00000000    ,   0.271116861E-09,    0.00000000    ,  -0.151466679E-14
0000000137,    35.0000000    ,    1.00000000    ,    0.00000000    ,   0.144548626E-04,   0.213405870E-10,    0.00000000    ,   0.271115347E-09,    0.00000000    ,  -0.133598093E-14
0000000138,    36.0000000    ,    1.00000000    ,    0.00000000    ,   0.144543095E-04,   0.684336682E-10,    0.00000000    ,   0.271113919E-09,    0.00000000    ,  -0.145327590E-14
0000000139,    37.0000000    ,    1.00000000    ,    0.00000000    ,   0.144537623E-04,   0.660351435E-10,    0.00000000    ,   0.271112799E-09,    0.00000000    ,  -0.146221595E-14
0000000140,    38.0000000    ,    1.00000000    ,    0.00000000    ,   0.144532187E-04,   0.199276993E-10,    0.00000000    ,   0.271112177E-09,    0.00000000    ,  -0.110971712E-14
0000000141,    39.0000000    ,    1.00000000    ,    0.00000000    ,   0.144526815E-04,    0.00000000    ,    0.00000000    ,   0.271111927E-09,    0.00000000    ,  -0.561074387E-15
0000000142,    40.0000000    ,    1.00000000    ,    0.00000000    ,   0.144521587E-04,    0.00000000    ,    0.00000000    ,   0.271112085E-09,    0.00000000    ,  -0.176498816E-15
0000000143,    41.0000000    ,    1.00000000    ,    0.00000000    ,   0.144516786E-04,    0.00000000    ,    0.00000000    ,   0.271113234E-09,    0.00000000    ,  -0.139165479E-15
0000000144,    42.0000000    ,    1.00000000    ,    0.00000000    ,   0.144512713E-04,    0.00000000    ,    0.00000000    ,   0.271116183E-09,    0.00000000    ,  -0.321304583E-15
0000000145,    43.0000000    ,    1.00000000    ,    0.00000000    ,   0.144509290E-04,   0.163774792E-11,    0.00000000    ,   0.271121408E-09,    0.00000000    ,  -0.443318982E-15
0000000146,    44.0000000    ,    1.00000000    ,    0.00000000    ,   0.144506066E-04,   0.356908743E-10,    0.00000000    ,   0.271128444E-09,    0.00000000    ,  -0.285467650E-15
0000000147,    45.0000000    ,    1.00000000    ,    0.00000000    ,   0.144502621E-04,   0.424409095E-10,    0.00000000    ,   0.271135667E-09,    0.00000000    ,    0.00000000    
0000000148,    46.0000000    ,    1.00000000    ,    0.00000000    ,   0.144498722E-04,   0.237752908E-10,    0.00000000    ,   0.271141123E-09,    0.00000000    ,    0.00000000    
