node, X coordinate (m), Y coordinate (m), Z coordinate (m), Liquid Pressure (MPa), Temperature (deg C), X Permeability (log m**2), Y Permeability (log m**2), Z Permeability (log m**2)
0000000125,   23.0000000 ,   1.00000000 ,   0.00000000 ,   10.4336563 ,   100.004375 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000126,   24.0000000 ,   1.00000000 ,   0.00000000 ,   10.4257142 ,   100.004294 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000127,   25.0000000 ,   1.00000000 ,   0.00000000 ,   10.4178548 ,   100.004215 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000128,   26.0000000 ,   1.00000000 ,   0.00000000 ,   10.4100781 ,   100.004137 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000129,   27.0000000 ,   1.00000000 ,   0.00000000 ,   10.4023840 ,   100.004059 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000130,   28.0000000 ,   1.00000000 ,   0.00000000 ,   10.3947719 ,   100.003983 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000131,   29.0000000 ,   1.00000000 ,   0.00000000 ,   10.3872406 ,   100.003907 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000132,   30.0000000 ,   1.00000000 ,   0.00000000 ,   10.3797892 ,   100.003831 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000133,   31.0000000 ,   1.00000000 ,   0.00000000 ,   10.3724170 ,   100.003757 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000134,   32.0000000 ,   1.00000000 ,   0.00000000 ,   10.3651234 ,   100.003684 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000135,   33.0000000 ,   1.00000000 ,   0.00000000 ,   10.3579079 ,   100.003611 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000136,   34.0000000 ,   1.00000000 ,   0.00000000 ,   10.3507696 ,   100.003539 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000137,   35.0000000 ,   1.00000000 ,   0.00000000 ,   10.3437076 ,   100.003468 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000138,   36.0000000 ,   1.00000000 ,   0.00000000 ,   10.3367209 ,   100.003397 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000139,   37.0000000 ,   1.00000000 ,   0.00000000 ,   10.3298085 ,   100.003327 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000140,   38.0000000 ,   1.00000000 ,   0.00000000 ,   10.3229695 ,   100.003259 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000141,   39.0000000 ,   1.00000000 ,   0.00000000 ,   10.3162031 ,   100.003190 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000142,   40.0000000 ,   1.00000000 ,   0.00000000 ,   10.3095084 ,   100.003123 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000143,   41.0000000 ,   1.00000000 ,   0.00000000 ,   10.3028847 ,   100.003056 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000144,   42.0000000 ,   1.00000000 ,   0.00000000 ,   10.2963312 ,   100.002990 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000145,   43.0000000 ,   1.00000000 ,   0.00000000 ,   10.2898472 ,   100.002924 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000146,   44.0000000 ,   1.00000000 ,   0.00000000 ,   10.2834317 ,   100.002860 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000147,   45.0000000 ,   1.00000000 ,   0.00000000 ,   10.2770840 ,   100.002796 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000148,   46.0000000 ,   1.00000000 ,   0.00000000 ,   10.2708028 ,   100.002732 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000149,   47.0000000 ,   1.00000000 ,   0.00000000 ,   10.2645872 ,   100.002670 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000150,   48.0000000 ,   1.00000000 ,   0.00000000 ,   10.2584358 ,   100.002608 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000151,   49.0000000 ,   1.00000000 ,   0.00000000 ,   10.2523476 ,   100.002546 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000152,   50.0000000 ,   1.00000000 ,   0.00000000 ,   10.2463219 ,   100.002485 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000153,   51.0000000 ,   1.00000000 ,   0.00000000 ,   10.2403576 ,   100.002425 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000154,   52.0000000 ,   1.00000000 ,   0.00000000 ,   10.2344541 ,   100.002366 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000155,   53.0000000 ,   1.00000000 ,   0.00000000 ,   10.2286104 ,   100.002307 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000156,   54.0000000 ,   1.00000000 ,   0.00000000 ,   10.2228255 ,   100.002248 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000157,   55.0000000 ,   1.00000000 ,   0.00000000 ,   10.2170983 ,   100.002191 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000158,   56.0000000 ,   1.00000000 ,   0.00000000 ,   10.2114278 ,   100.002134 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000159,   57.0000000 ,   1.00000000 ,   0.00000000 ,   10.2058128 ,   100.002077 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000160,   58.0000000 ,   1.00000000 ,   0.00000000 ,   10.2002522 ,   100.002021 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000161,   59.0000000 ,   1.00000000 ,   0.00000000 ,   10.1947447 ,   100.001965 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000162,   60.0000000 ,   1.00000000 ,   0.00000000 ,   10.1892893 ,   100.001910 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000163,   61.0000000 ,   1.00000000 ,   0.00000000 ,   10.1838849 ,   100.001856 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000164,   62.0000000 ,   1.00000000 ,   0.00000000 ,   10.1785303 ,   100.001802 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000165,   63.0000000 ,   1.00000000 ,   0.00000000 ,   10.1732245 ,   100.001748 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000166,   64.0000000 ,   1.00000000 ,   0.00000000 ,   10.1679665 ,   100.001695 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000167,   65.0000000 ,   1.00000000 ,   0.00000000 ,   10.1627549 ,   100.001643 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000168,   66.0000000 ,   1.00000000 ,   0.00000000 ,   10.1575887 ,   100.001590 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000169,   67.0000000 ,   1.00000000 ,   0.00000000 ,   10.1524667 ,   100.001539 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000170,   68.0000000 ,   1.00000000 ,   0.00000000 ,   10.1473876 ,   100.001487 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000171,   69.0000000 ,   1.00000000 ,   0.00000000 ,   10.1423502 ,   100.001437 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000172,   70.0000000 ,   1.00000000 ,   0.00000000 ,   10.1373532 ,   100.001386 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000173,   71.0000000 ,   1.00000000 ,   0.00000000 ,   10.1323954 ,   100.001336 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000174,   72.0000000 ,   1.00000000 ,   0.00000000 ,   10.1274756 ,   100.001287 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000175,   73.0000000 ,   1.00000000 ,   0.00000000 ,   10.1225924 ,   100.001237 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000176,   74.0000000 ,   1.00000000 ,   0.00000000 ,   10.1177446 ,   100.001188 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000177,   75.0000000 ,   1.00000000 ,   0.00000000 ,   10.1129309 ,   100.001140 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000178,   76.0000000 ,   1.00000000 ,   0.00000000 ,   10.1081502 ,   100.001092 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000179,   77.0000000 ,   1.00000000 ,   0.00000000 ,   10.1034013 ,   100.001044 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
