Node,  X Coordinate (m),  Y Coordinate (m),  Z Coordinate (m),  Advective X Heat Flux (MW/m2),  Advective Y Heat Flux (MW/m2),  Advective Z Heat Flux (MW/m2),  Conductive X Heat Flux (MW/m2),  Conductive Y Heat Flux (MW/m2),  Conductive Z Heat Flux (MW/m2)
0000000103,    1.00000000    ,    1.00000000    ,    0.00000000    ,   0.127588682E-04,   0.505007355E-12,    0.00000000    ,   0.239810393E-09,   0.951558832E-17,    0.00000000    
0000000104,    2.00000000    ,    1.00000000    ,    0.00000000    ,   0.955742876E-05,   0.279152199E-12,    0.00000000    ,   0.179727073E-09,   0.525659516E-17,    0.00000000    
0000000105,    3.00000000    ,    1.00000000    ,    0.00000000    ,   0.682402725E-05,   0.305157628E-12,  -0.500407345E-13,   0.128327711E-09,   0.575539616E-17,  -0.882494078E-18
0000000106,    4.00000000    ,    1.00000000    ,    0.00000000    ,   0.467461378E-05,   0.170734264E-12,  -0.115790867E-13,   0.879083764E-10,   0.322302185E-17,  -0.230215846E-18
0000000107,    5.00000000    ,    1.00000000    ,    0.00000000    ,   0.309147392E-05,   0.683315792E-14,  -0.202549728E-14,   0.581370721E-10,   0.115107923E-18,  -0.383693077E-19
0000000108,    6.00000000    ,    1.00000000    ,    0.00000000    ,   0.198458149E-05,    0.00000000    ,    0.00000000    ,   0.373214371E-10,    0.00000000    ,    0.00000000    
0000000109,    7.00000000    ,    1.00000000    ,    0.00000000    ,   0.124236469E-05,    0.00000000    ,    0.00000000    ,   0.233635926E-10,    0.00000000    ,    0.00000000    
0000000110,    8.00000000    ,    1.00000000    ,    0.00000000    ,   0.761302810E-06,   0.589090434E-13,    0.00000000    ,   0.143168873E-10,   0.115107923E-17,    0.00000000    
0000000111,    9.00000000    ,    1.00000000    ,    0.00000000    ,   0.458094969E-06,   0.127587730E-12,  -0.457780882E-13,   0.861483701E-11,   0.241726639E-17,  -0.882494078E-18
0000000112,    10.0000000    ,    1.00000000    ,    0.00000000    ,   0.271373325E-06,   0.877471021E-13,  -0.760806032E-13,   0.510339185E-11,   0.161151092E-17,  -0.138129508E-17
0000000113,    11.0000000    ,    1.00000000    ,    0.00000000    ,   0.158607287E-06,    0.00000000    ,  -0.346263072E-13,   0.298273740E-11,    0.00000000    ,  -0.613908924E-18
0000000114,    12.0000000    ,    1.00000000    ,    0.00000000    ,   0.916216009E-07,    0.00000000    ,    0.00000000    ,   0.172301808E-11,    0.00000000    ,    0.00000000    
0000000115,    13.0000000    ,    1.00000000    ,    0.00000000    ,   0.523888795E-07,    0.00000000    ,    0.00000000    ,   0.985215199E-12,    0.00000000    ,    0.00000000    
0000000116,    14.0000000    ,    1.00000000    ,    0.00000000    ,   0.296887692E-07,    0.00000000    ,    0.00000000    ,   0.558321312E-12,    0.00000000    ,    0.00000000    
0000000117,    15.0000000    ,    1.00000000    ,    0.00000000    ,   0.166924323E-07,   0.423885215E-14,  -0.551025043E-14,   0.313914693E-12,   0.115107923E-18,  -0.115107923E-18
0000000118,    16.0000000    ,    1.00000000    ,    0.00000000    ,   0.932000396E-08,   0.432095253E-13,  -0.681768017E-14,   0.175270230E-12,   0.805755462E-18,  -0.153477231E-18
0000000119,    17.0000000    ,    1.00000000    ,    0.00000000    ,   0.517153516E-08,   0.600877230E-13,    0.00000000    ,   0.972549145E-13,   0.111270992E-17,    0.00000000    
0000000120,    18.0000000    ,    1.00000000    ,    0.00000000    ,   0.285376533E-08,   0.585049092E-13,    0.00000000    ,   0.536673042E-13,   0.103597131E-17,    0.00000000    
0000000121,    19.0000000    ,    1.00000000    ,    0.00000000    ,   0.156695404E-08,   0.465527360E-13,    0.00000000    ,   0.294678586E-13,   0.882494078E-18,    0.00000000    
0000000122,    20.0000000    ,    1.00000000    ,    0.00000000    ,   0.856516283E-09,   0.315867829E-13,    0.00000000    ,   0.161075121E-13,   0.613908924E-18,    0.00000000    
0000000123,    21.0000000    ,    1.00000000    ,    0.00000000    ,   0.466250068E-09,   0.182139381E-13,    0.00000000    ,   0.876819257E-14,   0.345323770E-18,    0.00000000    
0000000124,    22.0000000    ,    1.00000000    ,    0.00000000    ,   0.252831476E-09,   0.835674114E-14,    0.00000000    ,   0.475468624E-14,   0.153477231E-18,    0.00000000    
0000000125,    23.0000000    ,    1.00000000    ,    0.00000000    ,   0.136603699E-09,   0.213872864E-14,    0.00000000    ,   0.256897863E-14,   0.383693077E-19,    0.00000000    
0000000126,    24.0000000    ,    1.00000000    ,    0.00000000    ,   0.735481343E-10,    0.00000000    ,    0.00000000    ,   0.138313681E-14,    0.00000000    ,    0.00000000    
0000000127,    25.0000000    ,    1.00000000    ,    0.00000000    ,   0.394630539E-10,    0.00000000    ,    0.00000000    ,   0.742139150E-15,    0.00000000    ,    0.00000000    
0000000128,    26.0000000    ,    1.00000000    ,    0.00000000    ,   0.211023053E-10,    0.00000000    ,    0.00000000    ,   0.396815381E-15,    0.00000000    ,    0.00000000    
0000000129,    27.0000000    ,    1.00000000    ,    0.00000000    ,   0.112456231E-10,    0.00000000    ,    0.00000000    ,   0.211491624E-15,    0.00000000    ,    0.00000000    
0000000130,    28.0000000    ,    1.00000000    ,    0.00000000    ,   0.597221827E-11,    0.00000000    ,    0.00000000    ,   0.112306964E-15,    0.00000000    ,    0.00000000    
0000000131,    29.0000000    ,    1.00000000    ,    0.00000000    ,   0.316056994E-11,    0.00000000    ,    0.00000000    ,   0.594724270E-16,    0.00000000    ,    0.00000000    
0000000132,    30.0000000    ,    1.00000000    ,    0.00000000    ,   0.166667442E-11,    0.00000000    ,    0.00000000    ,   0.313477244E-16,    0.00000000    ,    0.00000000    
0000000133,    31.0000000    ,    1.00000000    ,    0.00000000    ,   0.875736027E-12,    0.00000000    ,    0.00000000    ,   0.164220637E-16,    0.00000000    ,    0.00000000    
0000000134,    32.0000000    ,    1.00000000    ,    0.00000000    ,   0.458478048E-12,    0.00000000    ,    0.00000000    ,   0.863309424E-17,    0.00000000    ,    0.00000000    
0000000135,    33.0000000    ,    1.00000000    ,    0.00000000    ,   0.239154129E-12,    0.00000000    ,    0.00000000    ,   0.448920900E-17,    0.00000000    ,    0.00000000    
0000000136,    34.0000000    ,    1.00000000    ,    0.00000000    ,   0.124298482E-12,    0.00000000    ,    0.00000000    ,   0.234052777E-17,    0.00000000    ,    0.00000000    
0000000137,    35.0000000    ,    1.00000000    ,    0.00000000    ,   0.643677536E-13,    0.00000000    ,    0.00000000    ,   0.122781785E-17,    0.00000000    ,    0.00000000    
0000000138,    36.0000000    ,    1.00000000    ,    0.00000000    ,   0.332133490E-13,    0.00000000    ,    0.00000000    ,   0.613908924E-18,    0.00000000    ,    0.00000000    
0000000139,    37.0000000    ,    1.00000000    ,    0.00000000    ,   0.170789449E-13,    0.00000000    ,    0.00000000    ,   0.306954462E-18,    0.00000000    ,    0.00000000    
0000000140,    38.0000000    ,    1.00000000    ,    0.00000000    ,   0.875051428E-14,    0.00000000    ,    0.00000000    ,   0.191846539E-18,    0.00000000    ,    0.00000000    
0000000141,    39.0000000    ,    1.00000000    ,    0.00000000    ,   0.447048332E-14,    0.00000000    ,    0.00000000    ,   0.767386155E-19,    0.00000000    ,    0.00000000    
0000000142,    40.0000000    ,    1.00000000    ,    0.00000000    ,   0.227256003E-14,    0.00000000    ,    0.00000000    ,   0.383693077E-19,    0.00000000    ,    0.00000000    
0000000143,    41.0000000    ,    1.00000000    ,    0.00000000    ,   0.115558262E-14,    0.00000000    ,    0.00000000    ,    0.00000000    ,    0.00000000    ,    0.00000000    
0000000144,    42.0000000    ,    1.00000000    ,    0.00000000    ,   0.584225512E-15,    0.00000000    ,    0.00000000    ,   0.383693077E-19,    0.00000000    ,    0.00000000    
0000000145,    43.0000000    ,    1.00000000    ,    0.00000000    ,   0.293399596E-15,    0.00000000    ,    0.00000000    ,    0.00000000    ,    0.00000000    ,    0.00000000    
0000000146,    44.0000000    ,    1.00000000    ,    0.00000000    ,   0.146699798E-15,    0.00000000    ,    0.00000000    ,    0.00000000    ,    0.00000000    ,    0.00000000    
0000000147,    45.0000000    ,    1.00000000    ,    0.00000000    ,   0.746367394E-16,    0.00000000    ,    0.00000000    ,    0.00000000    ,    0.00000000    ,    0.00000000    
0000000148,    46.0000000    ,    1.00000000    ,    0.00000000    ,   0.386052100E-16,    0.00000000    ,    0.00000000    ,    0.00000000    ,    0.00000000    ,    0.00000000    
0000000149,    47.0000000    ,    1.00000000    ,    0.00000000    ,   0.180157647E-16,    0.00000000    ,    0.00000000    ,    0.00000000    ,    0.00000000    ,    0.00000000    
0000000150,    48.0000000    ,    1.00000000    ,    0.00000000    ,   0.102947227E-16,    0.00000000    ,    0.00000000    ,    0.00000000    ,    0.00000000    ,    0.00000000    
0000000151,    49.0000000    ,    1.00000000    ,    0.00000000    ,   0.257368067E-17,    0.00000000    ,    0.00000000    ,    0.00000000    ,    0.00000000    ,    0.00000000    
0000000152,    50.0000000    ,    1.00000000    ,    0.00000000    ,   0.257368067E-17,    0.00000000    ,    0.00000000    ,    0.00000000    ,    0.00000000    ,    0.00000000    
0000000153,    51.0000000    ,    1.00000000    ,    0.00000000    ,   0.257368067E-17,    0.00000000    ,    0.00000000    ,    0.00000000    ,    0.00000000    ,    0.00000000    
0000000154,    52.0000000    ,    1.00000000    ,    0.00000000    ,    0.00000000    ,    0.00000000    ,    0.00000000    ,    0.00000000    ,    0.00000000    ,    0.00000000    
0000000155,    53.0000000    ,    1.00000000    ,    0.00000000    ,    0.00000000    ,    0.00000000    ,    0.00000000    ,    0.00000000    ,    0.00000000    ,    0.00000000    
0000000156,    54.0000000    ,    1.00000000    ,    0.00000000    ,    0.00000000    ,    0.00000000    ,    0.00000000    ,    0.00000000    ,    0.00000000    ,    0.00000000    
