node, X coordinate (m), Y coordinate (m), Z coordinate (m), Liquid Pressure (MPa), Temperature (deg C), X Permeability (log m**2), Y Permeability (log m**2), Z Permeability (log m**2)
0000000031,   30.0000000 ,   0.00000000 ,   0.00000000 ,   10.0009671 ,   100.000010 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000032,   31.0000000 ,   0.00000000 ,   0.00000000 ,   10.0008055 ,   100.000008 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000033,   32.0000000 ,   0.00000000 ,   0.00000000 ,   10.0006703 ,   100.000007 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000034,   33.0000000 ,   0.00000000 ,   0.00000000 ,   10.0005571 ,   100.000006 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000035,   34.0000000 ,   0.00000000 ,   0.00000000 ,   10.0004626 ,   100.000005 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000036,   35.0000000 ,   0.00000000 ,   0.00000000 ,   10.0003838 ,   100.000004 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000037,   36.0000000 ,   0.00000000 ,   0.00000000 ,   10.0003181 ,   100.000003 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000038,   37.0000000 ,   0.00000000 ,   0.00000000 ,   10.0002635 ,   100.000003 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000039,   38.0000000 ,   0.00000000 ,   0.00000000 ,   10.0002180 ,   100.000002 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000040,   39.0000000 ,   0.00000000 ,   0.00000000 ,   10.0001803 ,   100.000002 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000041,   40.0000000 ,   0.00000000 ,   0.00000000 ,   10.0001490 ,   100.000002 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000042,   41.0000000 ,   0.00000000 ,   0.00000000 ,   10.0001230 ,   100.000001 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000043,   42.0000000 ,   0.00000000 ,   0.00000000 ,   10.0001015 ,   100.000001 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000044,   43.0000000 ,   0.00000000 ,   0.00000000 ,   10.0000837 ,   100.000001 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000045,   44.0000000 ,   0.00000000 ,   0.00000000 ,   10.0000690 ,   100.000001 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000046,   45.0000000 ,   0.00000000 ,   0.00000000 ,   10.0000569 ,   100.000001 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000047,   46.0000000 ,   0.00000000 ,   0.00000000 ,   10.0000468 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000048,   47.0000000 ,   0.00000000 ,   0.00000000 ,   10.0000385 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000049,   48.0000000 ,   0.00000000 ,   0.00000000 ,   10.0000317 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000050,   49.0000000 ,   0.00000000 ,   0.00000000 ,   10.0000261 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000051,   50.0000000 ,   0.00000000 ,   0.00000000 ,   10.0000214 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000052,   51.0000000 ,   0.00000000 ,   0.00000000 ,   10.0000176 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000053,   52.0000000 ,   0.00000000 ,   0.00000000 ,   10.0000145 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000054,   53.0000000 ,   0.00000000 ,   0.00000000 ,   10.0000119 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000055,   54.0000000 ,   0.00000000 ,   0.00000000 ,   10.0000097 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000056,   55.0000000 ,   0.00000000 ,   0.00000000 ,   10.0000080 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000057,   56.0000000 ,   0.00000000 ,   0.00000000 ,   10.0000065 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000058,   57.0000000 ,   0.00000000 ,   0.00000000 ,   10.0000054 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000059,   58.0000000 ,   0.00000000 ,   0.00000000 ,   10.0000044 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000060,   59.0000000 ,   0.00000000 ,   0.00000000 ,   10.0000036 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000061,   60.0000000 ,   0.00000000 ,   0.00000000 ,   10.0000030 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000062,   61.0000000 ,   0.00000000 ,   0.00000000 ,   10.0000024 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000063,   62.0000000 ,   0.00000000 ,   0.00000000 ,   10.0000020 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000064,   63.0000000 ,   0.00000000 ,   0.00000000 ,   10.0000016 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000065,   64.0000000 ,   0.00000000 ,   0.00000000 ,   10.0000013 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000066,   65.0000000 ,   0.00000000 ,   0.00000000 ,   10.0000011 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000067,   66.0000000 ,   0.00000000 ,   0.00000000 ,   10.0000009 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000068,   67.0000000 ,   0.00000000 ,   0.00000000 ,   10.0000007 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000069,   68.0000000 ,   0.00000000 ,   0.00000000 ,   10.0000006 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000070,   69.0000000 ,   0.00000000 ,   0.00000000 ,   10.0000005 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000071,   70.0000000 ,   0.00000000 ,   0.00000000 ,   10.0000004 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000072,   71.0000000 ,   0.00000000 ,   0.00000000 ,   10.0000003 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000073,   72.0000000 ,   0.00000000 ,   0.00000000 ,   10.0000003 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000074,   73.0000000 ,   0.00000000 ,   0.00000000 ,   10.0000002 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000075,   74.0000000 ,   0.00000000 ,   0.00000000 ,   10.0000002 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000076,   75.0000000 ,   0.00000000 ,   0.00000000 ,   10.0000001 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000077,   76.0000000 ,   0.00000000 ,   0.00000000 ,   10.0000001 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000078,   77.0000000 ,   0.00000000 ,   0.00000000 ,   10.0000001 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000079,   78.0000000 ,   0.00000000 ,   0.00000000 ,   10.0000001 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000080,   79.0000000 ,   0.00000000 ,   0.00000000 ,   10.0000001 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000081,   80.0000000 ,   0.00000000 ,   0.00000000 ,   10.0000001 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000082,   81.0000000 ,   0.00000000 ,   0.00000000 ,   10.0000000 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000083,   82.0000000 ,   0.00000000 ,   0.00000000 ,   10.0000000 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000084,   83.0000000 ,   0.00000000 ,   0.00000000 ,   10.0000000 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000085,   84.0000000 ,   0.00000000 ,   0.00000000 ,   10.0000000 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000086,   85.0000000 ,   0.00000000 ,   0.00000000 ,   10.0000000 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000087,   86.0000000 ,   0.00000000 ,   0.00000000 ,   10.0000000 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000088,   87.0000000 ,   0.00000000 ,   0.00000000 ,   10.0000000 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000089,   88.0000000 ,   0.00000000 ,   0.00000000 ,   10.0000000 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000090,   89.0000000 ,   0.00000000 ,   0.00000000 ,   10.0000000 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000091,   90.0000000 ,   0.00000000 ,   0.00000000 ,   10.0000000 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000092,   91.0000000 ,   0.00000000 ,   0.00000000 ,   10.0000000 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000093,   92.0000000 ,   0.00000000 ,   0.00000000 ,   10.0000000 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000094,   93.0000000 ,   0.00000000 ,   0.00000000 ,   10.0000000 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000095,   94.0000000 ,   0.00000000 ,   0.00000000 ,   10.0000000 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000096,   95.0000000 ,   0.00000000 ,   0.00000000 ,   10.0000000 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000097,   96.0000000 ,   0.00000000 ,   0.00000000 ,   10.0000000 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000098,   97.0000000 ,   0.00000000 ,   0.00000000 ,   10.0000000 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000099,   98.0000000 ,   0.00000000 ,   0.00000000 ,   10.0000000 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000100,   99.0000000 ,   0.00000000 ,   0.00000000 ,   10.0000000 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000101,   100.000000 ,   0.00000000 ,   0.00000000 ,   10.0000000 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000102,   0.00000000 ,   1.00000000 ,   0.00000000 ,   10.0929982 ,   100.000938 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000103,   1.00000000 ,   1.00000000 ,   0.00000000 ,   10.0833804 ,   100.000841 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000104,   2.00000000 ,   1.00000000 ,   0.00000000 ,   10.0744744 ,   100.000752 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000105,   3.00000000 ,   1.00000000 ,   0.00000000 ,   10.0662703 ,   100.000669 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000106,   4.00000000 ,   1.00000000 ,   0.00000000 ,   10.0587518 ,   100.000593 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000107,   5.00000000 ,   1.00000000 ,   0.00000000 ,   10.0518970 ,   100.000524 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000108,   6.00000000 ,   1.00000000 ,   0.00000000 ,   10.0456789 ,   100.000461 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000109,   7.00000000 ,   1.00000000 ,   0.00000000 ,   10.0400664 ,   100.000404 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000110,   8.00000000 ,   1.00000000 ,   0.00000000 ,   10.0350250 ,   100.000353 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000111,   9.00000000 ,   1.00000000 ,   0.00000000 ,   10.0305179 ,   100.000308 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000112,   10.0000000 ,   1.00000000 ,   0.00000000 ,   10.0265069 ,   100.000267 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000113,   11.0000000 ,   1.00000000 ,   0.00000000 ,   10.0229530 ,   100.000232 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000114,   12.0000000 ,   1.00000000 ,   0.00000000 ,   10.0198174 ,   100.000200 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000115,   13.0000000 ,   1.00000000 ,   0.00000000 ,   10.0170621 ,   100.000172 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000116,   14.0000000 ,   1.00000000 ,   0.00000000 ,   10.0146504 ,   100.000148 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000117,   15.0000000 ,   1.00000000 ,   0.00000000 ,   10.0125471 ,   100.000127 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000118,   16.0000000 ,   1.00000000 ,   0.00000000 ,   10.0107194 ,   100.000108 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000119,   17.0000000 ,   1.00000000 ,   0.00000000 ,   10.0091365 ,   100.000092 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000120,   18.0000000 ,   1.00000000 ,   0.00000000 ,   10.0077699 ,   100.000078 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000121,   19.0000000 ,   1.00000000 ,   0.00000000 ,   10.0065936 ,   100.000067 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000122,   20.0000000 ,   1.00000000 ,   0.00000000 ,   10.0055841 ,   100.000056 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000123,   21.0000000 ,   1.00000000 ,   0.00000000 ,   10.0047200 ,   100.000048 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000124,   22.0000000 ,   1.00000000 ,   0.00000000 ,   10.0039823 ,   100.000040 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000125,   23.0000000 ,   1.00000000 ,   0.00000000 ,   10.0033541 ,   100.000034 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000126,   24.0000000 ,   1.00000000 ,   0.00000000 ,   10.0028203 ,   100.000028 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000127,   25.0000000 ,   1.00000000 ,   0.00000000 ,   10.0023677 ,   100.000024 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000128,   26.0000000 ,   1.00000000 ,   0.00000000 ,   10.0019848 ,   100.000020 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000129,   27.0000000 ,   1.00000000 ,   0.00000000 ,   10.0016615 ,   100.000017 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000130,   28.0000000 ,   1.00000000 ,   0.00000000 ,   10.0013890 ,   100.000014 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000131,   29.0000000 ,   1.00000000 ,   0.00000000 ,   10.0011597 ,   100.000012 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000132,   30.0000000 ,   1.00000000 ,   0.00000000 ,   10.0009671 ,   100.000010 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000133,   31.0000000 ,   1.00000000 ,   0.00000000 ,   10.0008055 ,   100.000008 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000134,   32.0000000 ,   1.00000000 ,   0.00000000 ,   10.0006703 ,   100.000007 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000135,   33.0000000 ,   1.00000000 ,   0.00000000 ,   10.0005571 ,   100.000006 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000136,   34.0000000 ,   1.00000000 ,   0.00000000 ,   10.0004626 ,   100.000005 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000137,   35.0000000 ,   1.00000000 ,   0.00000000 ,   10.0003838 ,   100.000004 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000138,   36.0000000 ,   1.00000000 ,   0.00000000 ,   10.0003181 ,   100.000003 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000139,   37.0000000 ,   1.00000000 ,   0.00000000 ,   10.0002635 ,   100.000003 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000140,   38.0000000 ,   1.00000000 ,   0.00000000 ,   10.0002180 ,   100.000002 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000141,   39.0000000 ,   1.00000000 ,   0.00000000 ,   10.0001803 ,   100.000002 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000142,   40.0000000 ,   1.00000000 ,   0.00000000 ,   10.0001490 ,   100.000002 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000143,   41.0000000 ,   1.00000000 ,   0.00000000 ,   10.0001230 ,   100.000001 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000144,   42.0000000 ,   1.00000000 ,   0.00000000 ,   10.0001015 ,   100.000001 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000145,   43.0000000 ,   1.00000000 ,   0.00000000 ,   10.0000837 ,   100.000001 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000146,   44.0000000 ,   1.00000000 ,   0.00000000 ,   10.0000690 ,   100.000001 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000147,   45.0000000 ,   1.00000000 ,   0.00000000 ,   10.0000569 ,   100.000001 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000148,   46.0000000 ,   1.00000000 ,   0.00000000 ,   10.0000468 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000149,   47.0000000 ,   1.00000000 ,   0.00000000 ,   10.0000385 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000150,   48.0000000 ,   1.00000000 ,   0.00000000 ,   10.0000317 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000151,   49.0000000 ,   1.00000000 ,   0.00000000 ,   10.0000261 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000152,   50.0000000 ,   1.00000000 ,   0.00000000 ,   10.0000214 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000153,   51.0000000 ,   1.00000000 ,   0.00000000 ,   10.0000176 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000154,   52.0000000 ,   1.00000000 ,   0.00000000 ,   10.0000145 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000155,   53.0000000 ,   1.00000000 ,   0.00000000 ,   10.0000119 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000156,   54.0000000 ,   1.00000000 ,   0.00000000 ,   10.0000097 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000157,   55.0000000 ,   1.00000000 ,   0.00000000 ,   10.0000080 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000158,   56.0000000 ,   1.00000000 ,   0.00000000 ,   10.0000065 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000159,   57.0000000 ,   1.00000000 ,   0.00000000 ,   10.0000054 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000160,   58.0000000 ,   1.00000000 ,   0.00000000 ,   10.0000044 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000161,   59.0000000 ,   1.00000000 ,   0.00000000 ,   10.0000036 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000162,   60.0000000 ,   1.00000000 ,   0.00000000 ,   10.0000030 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000163,   61.0000000 ,   1.00000000 ,   0.00000000 ,   10.0000024 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000164,   62.0000000 ,   1.00000000 ,   0.00000000 ,   10.0000020 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000165,   63.0000000 ,   1.00000000 ,   0.00000000 ,   10.0000016 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000166,   64.0000000 ,   1.00000000 ,   0.00000000 ,   10.0000013 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000167,   65.0000000 ,   1.00000000 ,   0.00000000 ,   10.0000011 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000168,   66.0000000 ,   1.00000000 ,   0.00000000 ,   10.0000009 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000169,   67.0000000 ,   1.00000000 ,   0.00000000 ,   10.0000007 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000170,   68.0000000 ,   1.00000000 ,   0.00000000 ,   10.0000006 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000171,   69.0000000 ,   1.00000000 ,   0.00000000 ,   10.0000005 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000172,   70.0000000 ,   1.00000000 ,   0.00000000 ,   10.0000004 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000173,   71.0000000 ,   1.00000000 ,   0.00000000 ,   10.0000003 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000174,   72.0000000 ,   1.00000000 ,   0.00000000 ,   10.0000003 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000175,   73.0000000 ,   1.00000000 ,   0.00000000 ,   10.0000002 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000176,   74.0000000 ,   1.00000000 ,   0.00000000 ,   10.0000002 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000177,   75.0000000 ,   1.00000000 ,   0.00000000 ,   10.0000001 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000178,   76.0000000 ,   1.00000000 ,   0.00000000 ,   10.0000001 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
0000000179,   77.0000000 ,   1.00000000 ,   0.00000000 ,   10.0000001 ,   100.000000 ,  -15.0000000 ,  -15.0000000 ,  -15.0000000
