node, X coordinate (m), Y coordinate (m), Z coordinate (m), Liquid Pressure (MPa), Hydraulic Head (m)
0000001924, 600.000000, 350.000000, 146.666670, 0.689955380, 206.936927
0000001925, 650.000000, 350.000000, 146.666670, 0.681218114, 206.044321
0000001926, 700.000000, 350.000000, 146.666670, 0.673365935, 205.242137
0000001927, 750.000000, 350.000000, 146.666670, 0.666294857, 204.519751
0000001928, 800.000000, 350.000000, 146.666670, 0.659934390, 203.869961
0000001929, 850.000000, 350.000000, 146.666670, 0.654286935, 203.293013
0000001930, 900.000000, 350.000000, 146.666670, 0.649496639, 202.803633
0000001931, 950.000000, 350.000000, 146.666670, 0.645972905, 202.443646
0000001932, 1000.00000, 350.000000, 146.666670, 0.644515751, 202.294782
0000001933, 0.00000000, 400.000000, 146.666670, 0.690176439, 206.959510
0000001934, 50.0000000, 400.000000, 146.666670, 0.695166147, 207.469262
0000001935, 100.000000, 400.000000, 146.666670, 0.707548534, 208.734256
0000001936, 150.000000, 400.000000, 146.666670, 0.724943814, 210.511370
0000001937, 200.000000, 400.000000, 146.666670, 0.745777757, 212.639780
0000001938, 250.000000, 400.000000, 146.666670, 0.767431308, 214.851922
0000001939, 300.000000, 400.000000, 146.666670, 0.781857655, 216.325728
0000001940, 350.000000, 400.000000, 146.666670, 0.771135501, 215.230345
0000001941, 400.000000, 400.000000, 146.666670, 0.753005710, 213.378193
0000001942, 450.000000, 400.000000, 146.666670, 0.735184985, 211.557615
0000001943, 500.000000, 400.000000, 146.666670, 0.719575853, 209.962975
0000001944, 550.000000, 400.000000, 146.666670, 0.706240320, 208.600608
0000001945, 600.000000, 400.000000, 146.666670, 0.694817172, 207.433611
0000001946, 650.000000, 400.000000, 146.666670, 0.684925414, 206.423062
0000001947, 700.000000, 400.000000, 146.666670, 0.676255732, 205.537361
0000001948, 750.000000, 400.000000, 146.666670, 0.668581298, 204.753335
0000001949, 800.000000, 400.000000, 146.666670, 0.661759562, 204.056422
0000001950, 850.000000, 400.000000, 146.666670, 0.655752348, 203.442721
0000001951, 900.000000, 400.000000, 146.666670, 0.650686033, 202.925142
0000001952, 950.000000, 400.000000, 146.666670, 0.646973782, 202.545896
0000001953, 1000.00000, 400.000000, 146.666670, 0.645442535, 202.389463
0000001954, 0.00000000, 450.000000, 146.666670, 0.694280489, 207.378783
0000001955, 50.0000000, 450.000000, 146.666670, 0.699923382, 207.955265
0000001956, 100.000000, 450.000000, 146.666670, 0.714370616, 209.431204
0000001957, 150.000000, 450.000000, 146.666670, 0.736046005, 211.645577
0000001958, 200.000000, 450.000000, 146.666670, 0.765519017, 214.656561
0000001959, 250.000000, 450.000000, 146.666670, 0.804097651, 218.597781
0000001960, 300.000000, 450.000000, 146.666670, 0.842431477, 222.513992
0000001961, 350.000000, 450.000000, 146.666670, 0.807883891, 218.984586
0000001962, 400.000000, 450.000000, 146.666670, 0.772897300, 215.410332
0000001963, 450.000000, 450.000000, 146.666670, 0.746467993, 212.710295
0000001964, 500.000000, 450.000000, 146.666670, 0.726519691, 210.672362
0000001965, 550.000000, 450.000000, 146.666670, 0.710856634, 209.072213
0000001966, 600.000000, 450.000000, 146.666670, 0.698081921, 207.767140
0000001967, 650.000000, 450.000000, 146.666670, 0.687342745, 206.670018
0000001968, 700.000000, 450.000000, 146.666670, 0.678104352, 205.726217
0000001969, 750.000000, 450.000000, 146.666670, 0.670025523, 204.900878
0000001970, 800.000000, 450.000000, 146.666670, 0.662902743, 204.173210
0000001971, 850.000000, 450.000000, 146.666670, 0.656665241, 203.535983
0000001972, 900.000000, 450.000000, 146.666670, 0.651424684, 203.000604
0000001973, 950.000000, 450.000000, 146.666670, 0.647594532, 202.609313
0000001974, 1000.00000, 450.000000, 146.666670, 0.646017191, 202.448170
0000001975, 0.00000000, 500.000000, 146.666670, 0.695779382, 207.531911
0000001976, 50.0000000, 500.000000, 146.666670, 0.701701500, 208.136919
0000001977, 100.000000, 500.000000, 146.666670, 0.717120685, 209.712153
0000001978, 150.000000, 500.000000, 146.666670, 0.741292597, 212.181573
0000001979, 200.000000, 500.000000, 146.666670, 0.778030721, 215.934765
0000001980, 250.000000, 500.000000, 146.666670, 0.840485444, 222.315184
0000001981, 300.000000, 500.000000, 146.666670, 0.944391914, 232.930342
0000001982, 350.000000, 500.000000, 146.666670, 0.844298606, 222.704739
0000001983, 400.000000, 500.000000, 146.666670, 0.785457864, 216.693528
0000001984, 450.000000, 500.000000, 146.666670, 0.751771665, 213.252122
0000001985, 500.000000, 500.000000, 146.666670, 0.729302282, 210.956634
0000001986, 550.000000, 500.000000, 146.666670, 0.712566963, 209.246942
0000001987, 600.000000, 500.000000, 146.666670, 0.699245428, 207.886004
0000001988, 650.000000, 500.000000, 146.666670, 0.688186650, 206.756232
0000001989, 700.000000, 500.000000, 146.666670, 0.678742053, 205.791365
0000001990, 750.000000, 500.000000, 146.666670, 0.670520048, 204.951399
0000001991, 800.000000, 500.000000, 146.666670, 0.663292330, 204.213011
0000001992, 850.000000, 500.000000, 146.666670, 0.656975412, 203.567670
0000001993, 900.000000, 500.000000, 146.666670, 0.651675210, 203.026198
0000001994, 950.000000, 500.000000, 146.666670, 0.647804895, 202.630803
0000001995, 1000.00000, 500.000000, 146.666670, 0.646211894, 202.468061
0000001996, 0.00000000, 550.000000, 146.666670, 0.694280439, 207.378778
0000001997, 50.0000000, 550.000000, 146.666670, 0.699923332, 207.955260
0000001998, 100.000000, 550.000000, 146.666670, 0.714370565, 209.431199
0000001999, 150.000000, 550.000000, 146.666670, 0.736045957, 211.645572
0000002000, 200.000000, 550.000000, 146.666670, 0.765518974, 214.656557
0000002001, 250.000000, 550.000000, 146.666670, 0.804097612, 218.597777
0000002002, 300.000000, 550.000000, 146.666670, 0.842431440, 222.513988
0000002003, 350.000000, 550.000000, 146.666670, 0.807883853, 218.984582
0000002004, 400.000000, 550.000000, 146.666670, 0.772897262, 215.410328
0000002005, 450.000000, 550.000000, 146.666670, 0.746467958, 212.710291
0000002006, 500.000000, 550.000000, 146.666670, 0.726519663, 210.672359
0000002007, 550.000000, 550.000000, 146.666670, 0.710856619, 209.072212
0000002008, 600.000000, 550.000000, 146.666670, 0.698081920, 207.767140
0000002009, 650.000000, 550.000000, 146.666670, 0.687342756, 206.670019
0000002010, 700.000000, 550.000000, 146.666670, 0.678104373, 205.726219
0000002011, 750.000000, 550.000000, 146.666670, 0.670025550, 204.900881
0000002012, 800.000000, 550.000000, 146.666670, 0.662902773, 204.173213
0000002013, 850.000000, 550.000000, 146.666670, 0.656665272, 203.535986
0000002014, 900.000000, 550.000000, 146.666670, 0.651424710, 203.000606
0000002015, 950.000000, 550.000000, 146.666670, 0.647594554, 202.609315
0000002016, 1000.00000, 550.000000, 146.666670, 0.646017210, 202.448172
0000002017, 0.00000000, 600.000000, 146.666670, 0.690176344, 206.959500
0000002018, 50.0000000, 600.000000, 146.666670, 0.695166052, 207.469252
0000002019, 100.000000, 600.000000, 146.666670, 0.707548437, 208.734246
0000002020, 150.000000, 600.000000, 146.666670, 0.724943720, 210.511360
0000002021, 200.000000, 600.000000, 146.666670, 0.745777670, 212.639771
0000002022, 250.000000, 600.000000, 146.666670, 0.767431229, 214.851914
0000002023, 300.000000, 600.000000, 146.666670, 0.781857580, 216.325720
0000002024, 350.000000, 600.000000, 146.666670, 0.771135427, 215.230337
0000002025, 400.000000, 600.000000, 146.666670, 0.753005637, 213.378185
0000002026, 450.000000, 600.000000, 146.666670, 0.735184919, 211.557608
0000002027, 500.000000, 600.000000, 146.666670, 0.719575801, 209.962970
0000002028, 550.000000, 600.000000, 146.666670, 0.706240291, 208.600605
0000002029, 600.000000, 600.000000, 146.666670, 0.694817170, 207.433610
0000002030, 650.000000, 600.000000, 146.666670, 0.684925437, 206.423064
0000002031, 700.000000, 600.000000, 146.666670, 0.676255774, 205.537365
0000002032, 750.000000, 600.000000, 146.666670, 0.668581353, 204.753341
0000002033, 800.000000, 600.000000, 146.666670, 0.661759623, 204.056428
0000002034, 850.000000, 600.000000, 146.666670, 0.655752408, 203.442727
0000002035, 900.000000, 600.000000, 146.666670, 0.650686085, 202.925148
0000002036, 950.000000, 600.000000, 146.666670, 0.646973826, 202.545901
0000002037, 1000.00000, 600.000000, 146.666670, 0.645442574, 202.389467
0000002038, 0.00000000, 650.000000, 146.666670, 0.684314992, 206.360701
0000002039, 50.0000000, 650.000000, 146.666670, 0.688529940, 206.791303
0000002040, 100.000000, 650.000000, 146.666670, 0.698652610, 207.825442
0000002041, 150.000000, 650.000000, 146.666670, 0.712039660, 209.193072
0000002042, 200.000000, 650.000000, 146.666670, 0.726548181, 210.675273
0000002043, 250.000000, 650.000000, 146.666670, 0.739502840, 211.998730
0000002044, 300.000000, 650.000000, 146.666670, 0.746590821, 212.722843
0000002045, 350.000000, 650.000000, 146.666670, 0.743066847, 212.362831
0000002046, 400.000000, 650.000000, 146.666670, 0.733515335, 211.387042
0000002047, 450.000000, 650.000000, 146.666670, 0.721953142, 210.205840
0000002048, 500.000000, 650.000000, 146.666670, 0.710411701, 209.026759
0000002049, 550.000000, 650.000000, 146.666670, 0.699677625, 207.930158
0000002050, 600.000000, 650.000000, 146.666670, 0.689955384, 206.936927
0000002051, 650.000000, 650.000000, 146.666670, 0.681218156, 206.044326
0000002052, 700.000000, 650.000000, 146.666670, 0.673366008, 205.242145
0000002053, 750.000000, 650.000000, 146.666670, 0.666294950, 204.519760
0000002054, 800.000000, 650.000000, 146.666670, 0.659934489, 203.869971
0000002055, 850.000000, 650.000000, 146.666670, 0.654287028, 203.293023
0000002056, 900.000000, 650.000000, 146.666670, 0.649496720, 202.803641
0000002057, 950.000000, 650.000000, 146.666670, 0.645972977, 202.443653
0000002058, 1000.00000, 650.000000, 146.666670, 0.644515817, 202.294789
0000002059, 0.00000000, 700.000000, 146.666670, 0.677581928, 205.672846
0000002060, 50.0000000, 700.000000, 146.666670, 0.681057454, 206.027908
0000002061, 100.000000, 700.000000, 146.666670, 0.689167828, 206.856470
0000002062, 150.000000, 700.000000, 146.666670, 0.699397515, 207.901542
0000002063, 200.000000, 700.000000, 146.666670, 0.709749761, 208.959134
0000002064, 250.000000, 700.000000, 146.666670, 0.718246768, 209.827195
0000002065, 300.000000, 700.000000, 146.666670, 0.722701942, 210.282338
0000002066, 350.000000, 700.000000, 146.666670, 0.721609738, 210.170758
0000002067, 400.000000, 700.000000, 146.666670, 0.716336588, 209.632049
0000002068, 450.000000, 700.000000, 146.666670, 0.708811602, 208.863291
0000002069, 500.000000, 700.000000, 146.666670, 0.700450399, 208.009105
0000002070, 550.000000, 700.000000, 146.666670, 0.692065395, 207.152487
0000002071, 600.000000, 700.000000, 146.666670, 0.684052625, 206.333897
0000002072, 650.000000, 700.000000, 146.666670, 0.676571361, 205.569606
0000002073, 700.000000, 700.000000, 146.666670, 0.669662372, 204.863779
0000002074, 750.000000, 700.000000, 146.666670, 0.663318726, 204.215707
0000002075, 800.000000, 700.000000, 146.666670, 0.657533267, 203.624661
0000002076, 850.000000, 700.000000, 146.666670, 0.652345877, 203.094713
0000002077, 900.000000, 700.000000, 146.666670, 0.647915391, 202.642092
0000002078, 950.000000, 700.000000, 146.666670, 0.644640706, 202.307548
0000002079, 1000.00000, 700.000000, 146.666670, 0.643282188, 202.168760
0000002080, 0.00000000, 750.000000, 146.666670, 0.670684723, 204.968223
0000002081, 50.0000000, 750.000000, 146.666670, 0.673515271, 205.257393
0000002082, 100.000000, 750.000000, 146.666670, 0.679970029, 205.916816
0000002083, 150.000000, 750.000000, 146.666670, 0.687838923, 206.720708
0000002084, 200.000000, 750.000000, 146.666670, 0.695467404, 207.500039
0000002085, 250.000000, 750.000000, 146.666670, 0.701486240, 208.114927
0000002086, 300.000000, 750.000000, 146.666670, 0.704726739, 208.445979
0000002087, 350.000000, 750.000000, 146.666670, 0.704587682, 208.431773
0000002088, 400.000000, 750.000000, 146.666670, 0.701551632, 208.121608
0000002089, 450.000000, 750.000000, 146.666670, 0.696567688, 207.612445
0000002090, 500.000000, 750.000000, 146.666670, 0.690525207, 206.995140
0000002091, 550.000000, 750.000000, 146.666670, 0.684066652, 206.335330
0000002092, 600.000000, 750.000000, 146.666670, 0.677593108, 205.673988
0000002093, 650.000000, 750.000000, 146.666670, 0.671329355, 205.034079
0000002094, 700.000000, 750.000000, 146.666670, 0.665389460, 204.427255
0000002095, 750.000000, 750.000000, 146.666670, 0.659828501, 203.859143
0000002096, 800.000000, 750.000000, 146.666670, 0.654684959, 203.333676
0000002097, 850.000000, 750.000000, 146.666670, 0.650026624, 202.857777
0000002098, 900.000000, 750.000000, 146.666670, 0.646019741, 202.448431
0000002099, 950.000000, 750.000000, 146.666670, 0.643043362, 202.144362
0000002100, 1000.00000, 750.000000, 146.666670, 0.641804227, 202.017771
0000002101, 0.00000000, 800.000000, 146.666670, 0.664122992, 204.297872
0000002102, 50.0000000, 800.000000, 146.666670, 0.666406609, 204.531168
0000002103, 100.000000, 800.000000, 146.666670, 0.671524685, 205.054034
0000002104, 150.000000, 800.000000, 146.666670, 0.677623361, 205.677079
0000002105, 200.000000, 800.000000, 146.666670, 0.683391346, 206.266340
0000002106, 250.000000, 800.000000, 146.666670, 0.687877591, 206.724658
0000002107, 300.000000, 800.000000, 146.666670, 0.690401686, 206.982521
0000002108, 350.000000, 800.000000, 146.666670, 0.690663707, 207.009290
0000002109, 400.000000, 800.000000, 146.666670, 0.688861063, 206.825130
0000002110, 450.000000, 800.000000, 146.666670, 0.685488006, 206.480536
0000002111, 500.000000, 800.000000, 146.666670, 0.681093133, 206.031553
0000002112, 550.000000, 800.000000, 146.666670, 0.676140975, 205.525637
0000002113, 600.000000, 800.000000, 146.666670, 0.670971101, 204.997479
0000002114, 650.000000, 800.000000, 146.666670, 0.665809028, 204.470118
0000002115, 700.000000, 800.000000, 146.666670, 0.660795192, 203.957901
0000002116, 750.000000, 800.000000, 146.666670, 0.656016679, 203.469725
0000002117, 800.000000, 800.000000, 146.666670, 0.651539527, 203.012336
0000002118, 850.000000, 800.000000, 146.666670, 0.647448315, 202.594375
0000002119, 900.000000, 800.000000, 146.666670, 0.643908066, 202.232701
0000002120, 950.000000, 800.000000, 146.666670, 0.641267563, 201.962945
0000002121, 1000.00000, 800.000000, 146.666670, 0.640164853, 201.850291
0000002122, 0.00000000, 850.000000, 146.666670, 0.658257590, 203.698658
0000002123, 50.0000000, 850.000000, 146.666670, 0.660075017, 203.884328
0000002124, 100.000000, 850.000000, 146.666670, 0.664102719, 204.295801
0000002125, 150.000000, 850.000000, 146.666670, 0.668839902, 204.779754
0000002126, 200.000000, 850.000000, 146.666670, 0.673267529, 205.232084
0000002127, 250.000000, 850.000000, 146.666670, 0.676707648, 205.583529
0000002128, 300.000000, 850.000000, 146.666670, 0.678726132, 205.789739
0000002129, 350.000000, 850.000000, 146.666670, 0.679142289, 205.832254
0000002130, 400.000000, 850.000000, 146.666670, 0.678043670, 205.720018
0000002131, 450.000000, 850.000000, 146.666670, 0.675703857, 205.480981
0000002132, 500.000000, 850.000000, 146.666670, 0.672466386, 205.150239
0000002133, 550.000000, 850.000000, 146.666670, 0.668658030, 204.761174
0000002134, 600.000000, 850.000000, 146.666670, 0.664546537, 204.341141
0000002135, 650.000000, 850.000000, 146.666670, 0.660331536, 203.910534
0000002136, 700.000000, 850.000000, 146.666670, 0.656153568, 203.483710
0000002137, 750.000000, 850.000000, 146.666670, 0.652111406, 203.070760
0000002138, 800.000000, 850.000000, 146.666670, 0.648284715, 202.679822
0000002139, 850.000000, 850.000000, 146.666670, 0.644765738, 202.320321
0000002140, 900.000000, 850.000000, 146.666670, 0.641711211, 202.008268
0000002141, 950.000000, 850.000000, 146.666670, 0.639430425, 201.775262
0000002142, 1000.00000, 850.000000, 146.666670, 0.638477259, 201.677885
0000002143, 0.00000000, 900.000000, 146.666670, 0.653422257, 203.204677
0000002144, 50.0000000, 900.000000, 146.666670, 0.654838524, 203.349364
0000002145, 100.000000, 900.000000, 146.666670, 0.657972768, 203.669560
0000002146, 150.000000, 900.000000, 146.666670, 0.661652220, 204.045456
0000002147, 200.000000, 900.000000, 146.666670, 0.665088496, 204.396508
0000002148, 250.000000, 900.000000, 146.666670, 0.667776501, 204.671117
0000002149, 300.000000, 900.000000, 146.666670, 0.669409784, 204.837974
0000002150, 350.000000, 900.000000, 146.666670, 0.669859361, 204.883903
0000002151, 400.000000, 900.000000, 146.666670, 0.669162529, 204.812714
0000002152, 450.000000, 900.000000, 146.666670, 0.667480135, 204.640840
0000002153, 500.000000, 900.000000, 146.666670, 0.665035554, 204.391100
0000002154, 550.000000, 900.000000, 146.666670, 0.662061047, 204.087222
0000002155, 600.000000, 900.000000, 146.666670, 0.658764055, 203.750399
0000002156, 650.000000, 900.000000, 146.666670, 0.655313093, 203.397846
0000002157, 700.000000, 900.000000, 146.666670, 0.651837694, 203.042797
0000002158, 750.000000, 900.000000, 146.666670, 0.648437227, 202.695403
0000002159, 800.000000, 900.000000, 146.666670, 0.645196466, 202.364324
0000002160, 850.000000, 900.000000, 146.666670, 0.642210092, 202.059234
0000002161, 900.000000, 900.000000, 146.666670, 0.639623776, 201.795015
0000002162, 950.000000, 900.000000, 146.666670, 0.637703271, 201.598814
0000002163, 1000.00000, 900.000000, 146.666670, 0.636905894, 201.517354
0000002164, 0.00000000, 950.000000, 146.666670, 0.650051179, 202.860285
0000002165, 50.0000000, 950.000000, 146.666670, 0.651142662, 202.971792
0000002166, 100.000000, 950.000000, 146.666670, 0.653603019, 203.223144
0000002167, 150.000000, 950.000000, 146.666670, 0.656529641, 203.522130
0000002168, 200.000000, 950.000000, 146.666670, 0.659289992, 203.804129
0000002169, 250.000000, 950.000000, 146.666670, 0.661474489, 204.027299
0000002170, 300.000000, 950.000000, 146.666670, 0.662837131, 204.166507
0000002171, 350.000000, 950.000000, 146.666670, 0.663269607, 204.210689
0000002172, 400.000000, 950.000000, 146.666670, 0.662784068, 204.161086
0000002173, 450.000000, 950.000000, 146.666670, 0.661484676, 204.028339
0000002174, 500.000000, 950.000000, 146.666670, 0.659529573, 203.828605
0000002175, 550.000000, 950.000000, 146.666670, 0.657094462, 203.579832
0000002176, 600.000000, 950.000000, 146.666670, 0.654346182, 203.299066
0000002177, 650.000000, 950.000000, 146.666670, 0.651428620, 203.001006
0000002178, 700.000000, 950.000000, 146.666670, 0.648459339, 202.697662
0000002179, 750.000000, 950.000000, 146.666670, 0.645534336, 202.398842
0000002180, 800.000000, 950.000000, 146.666670, 0.642739602, 202.113330
0000002181, 850.000000, 950.000000, 146.666670, 0.640170853, 201.850904
0000002182, 900.000000, 950.000000, 146.666670, 0.637965778, 201.625632
0000002183, 950.000000, 950.000000, 146.666670, 0.636353846, 201.460956
0000002184, 1000.00000, 950.000000, 146.666670, 0.635699122, 201.394069
0000002185, 0.00000000, 1000.00000, 146.666670, 0.648754557, 202.727821
0000002186, 50.0000000, 1000.00000, 146.666670, 0.649683157, 202.822688
0000002187, 100.000000, 1000.00000, 146.666670, 0.651842927, 203.043332
0000002188, 150.000000, 1000.00000, 146.666670, 0.654456836, 203.310370
0000002189, 200.000000, 1000.00000, 146.666670, 0.656947800, 203.564849
0000002190, 250.000000, 1000.00000, 146.666670, 0.658934676, 203.767830
0000002191, 300.000000, 1000.00000, 146.666670, 0.660188055, 203.895876
0000002192, 350.000000, 1000.00000, 146.666670, 0.660604400, 203.938410
0000002193, 400.000000, 1000.00000, 146.666670, 0.660187317, 203.895800
0000002194, 450.000000, 1000.00000, 146.666670, 0.659022575, 203.776809
0000002195, 500.000000, 1000.00000, 146.666670, 0.657246429, 203.595357
0000002196, 550.000000, 1000.00000, 146.666670, 0.655014593, 203.367351
0000002197, 600.000000, 1000.00000, 146.666670, 0.652478607, 203.108273
0000002198, 650.000000, 1000.00000, 146.666670, 0.649772269, 202.831792
0000002199, 700.000000, 1000.00000, 146.666670, 0.647007568, 202.549348
0000002200, 750.000000, 1000.00000, 146.666670, 0.644278337, 202.270528
0000002201, 800.000000, 1000.00000, 146.666670, 0.641670667, 202.004126
0000002202, 850.000000, 1000.00000, 146.666670, 0.639281176, 201.760014
0000002203, 900.000000, 1000.00000, 146.666670, 0.637245969, 201.552096
0000002204, 950.000000, 1000.00000, 146.666670, 0.635780778, 201.402411
0000002205, 1000.00000, 1000.00000, 146.666670, 0.635201963, 201.343279
0000002206, 0.00000000, 0.00000000, 133.333330, 0.777911454, 202.589241
0000002207, 50.0000000, 0.00000000, 133.333330, 0.778919966, 202.692271
0000002208, 100.000000, 0.00000000, 133.333330, 0.781154881, 202.920592
0000002209, 150.000000, 0.00000000, 133.333330, 0.783786416, 203.189431
0000002210, 200.000000, 0.00000000, 133.333330, 0.786255372, 203.441661
0000002211, 250.000000, 0.00000000, 133.333330, 0.788208316, 203.641176
0000002212, 300.000000, 0.00000000, 133.333330, 0.789435469, 203.766542
0000002213, 350.000000, 0.00000000, 133.333330, 0.789843920, 203.808270
0000002214, 400.000000, 0.00000000, 133.333330, 0.789441269, 203.767135
0000002215, 450.000000, 0.00000000, 133.333330, 0.788312902, 203.651860
0000002216, 500.000000, 0.00000000, 133.333330, 0.786592111, 203.476063
0000002217, 550.000000, 0.00000000, 133.333330, 0.784430383, 203.255219
0000002218, 600.000000, 0.00000000, 133.333330, 0.781974643, 203.004339
0000002219, 650.000000, 0.00000000, 133.333330, 0.779354128, 202.736626
0000002220, 700.000000, 0.00000000, 133.333330, 0.776676311, 202.463058
0000002221, 750.000000, 0.00000000, 133.333330, 0.774030079, 202.192717
0000002222, 800.000000, 0.00000000, 133.333330, 0.771495138, 201.933746
0000002223, 850.000000, 0.00000000, 133.333330, 0.769158936, 201.695078
0000002224, 900.000000, 0.00000000, 133.333330, 0.767145519, 201.489386
0000002225, 950.000000, 0.00000000, 133.333330, 0.765663283, 201.337959
0000002226, 1000.00000, 0.00000000, 133.333330, 0.765053504, 201.275664
0000002227, 0.00000000, 50.0000000, 133.333330, 0.779259517, 202.726960
0000002228, 50.0000000, 50.0000000, 133.333330, 0.780494619, 202.853139
0000002229, 100.000000, 50.0000000, 133.333330, 0.783104996, 203.119817
0000002230, 150.000000, 50.0000000, 133.333330, 0.786104318, 203.426230
0000002231, 200.000000, 50.0000000, 133.333330, 0.788880061, 203.709802
0000002232, 250.000000, 50.0000000, 133.333330, 0.791055106, 203.932006
0000002233, 300.000000, 50.0000000, 133.333330, 0.792405761, 204.069990
0000002234, 350.000000, 50.0000000, 133.333330, 0.792835729, 204.113915
0000002235, 400.000000, 50.0000000, 133.333330, 0.792362188, 204.065538
0000002236, 450.000000, 50.0000000, 133.333330, 0.791090041, 203.935575
0000002237, 500.000000, 50.0000000, 133.333330, 0.789175747, 203.740009
0000002238, 550.000000, 50.0000000, 133.333330, 0.786792124, 203.496496
0000002239, 600.000000, 50.0000000, 133.333330, 0.784102655, 203.221738
0000002240, 650.000000, 50.0000000, 133.333330, 0.781247723, 202.930077
0000002241, 700.000000, 50.0000000, 133.333330, 0.778341148, 202.633139
0000002242, 750.000000, 50.0000000, 133.333330, 0.775474359, 202.340266
0000002243, 800.000000, 50.0000000, 133.333330, 0.772726739, 202.059567
0000002244, 850.000000, 50.0000000, 133.333330, 0.770183649, 201.799763
0000002245, 900.000000, 50.0000000, 133.333330, 0.767968303, 201.573442
0000002246, 950.000000, 50.0000000, 133.333330, 0.766301434, 201.403153
0000002247, 1000.00000, 50.0000000, 133.333330, 0.765585641, 201.330027
0000002248, 0.00000000, 100.000000, 133.333330, 0.782642371, 203.072555
0000002249, 50.0000000, 100.000000, 133.333330, 0.784283669, 203.240231
0000002250, 100.000000, 100.000000, 133.333330, 0.787673972, 203.586587
0000002251, 150.000000, 100.000000, 133.333330, 0.791506252, 203.978095
0000002252, 200.000000, 100.000000, 133.333330, 0.795011261, 204.336169
0000002253, 250.000000, 100.000000, 133.333330, 0.797723589, 204.613263
0000002254, 300.000000, 100.000000, 133.333330, 0.799364221, 204.780871
0000002255, 350.000000, 100.000000, 133.333330, 0.799819044, 204.827336
0000002256, 400.000000, 100.000000, 133.333330, 0.799132190, 204.757166
0000002257, 450.000000, 100.000000, 133.333330, 0.797466790, 204.587028
0000002258, 500.000000, 100.000000, 133.333330, 0.795046100, 204.339728
0000002259, 550.000000, 100.000000, 133.333330, 0.792101078, 204.038863
0000002260, 600.000000, 100.000000, 133.333330, 0.788837293, 203.705432
0000002261, 650.000000, 100.000000, 133.333330, 0.785420990, 203.356420
0000002262, 700.000000, 100.000000, 133.333330, 0.781978804, 203.004764
0000002263, 750.000000, 100.000000, 133.333330, 0.778605805, 202.660176
0000002264, 800.000000, 100.000000, 133.333330, 0.775379506, 202.330575
0000002265, 850.000000, 100.000000, 133.333330, 0.772382209, 202.024369
0000002266, 900.000000, 100.000000, 133.333330, 0.769741870, 201.754631
0000002267, 950.000000, 100.000000, 133.333330, 0.767715574, 201.547623
0000002268, 1000.00000, 100.000000, 133.333330, 0.766820518, 201.456183
0000002269, 0.00000000, 150.000000, 133.333330, 0.787401874, 203.558789
0000002270, 50.0000000, 150.000000, 133.333330, 0.789516373, 203.774808
0000002271, 100.000000, 150.000000, 133.333330, 0.793895290, 204.222161
0000002272, 150.000000, 150.000000, 133.333330, 0.798856132, 204.728964
0000002273, 200.000000, 150.000000, 133.333330, 0.803397790, 205.192943
0000002274, 250.000000, 150.000000, 133.333330, 0.806889627, 205.549672
0000002275, 300.000000, 150.000000, 133.333330, 0.808930821, 205.758201
0000002276, 350.000000, 150.000000, 133.333330, 0.809358849, 205.801929
0000002277, 400.000000, 150.000000, 133.333330, 0.808270023, 205.690694
0000002278, 450.000000, 150.000000, 133.333330, 0.805941433, 205.452803
0000002279, 500.000000, 150.000000, 133.333330, 0.802717505, 205.123445
0000002280, 550.000000, 150.000000, 133.333330, 0.798924712, 204.735970
0000002281, 600.000000, 150.000000, 133.333330, 0.794829879, 204.317639
0000002282, 650.000000, 150.000000, 133.333330, 0.790631157, 203.888695
0000002283, 700.000000, 150.000000, 133.333330, 0.786466668, 203.463248
0000002284, 750.000000, 150.000000, 133.333330, 0.782430855, 203.050946
0000002285, 800.000000, 150.000000, 133.333330, 0.778595295, 202.659103
0000002286, 850.000000, 150.000000, 133.333330, 0.775037878, 202.295674
0000002287, 900.000000, 150.000000, 133.333330, 0.771894880, 201.974583
0000002288, 950.000000, 150.000000, 133.333330, 0.769467569, 201.726608
0000002289, 1000.00000, 150.000000, 133.333330, 0.768387985, 201.616317
0000002290, 0.00000000, 200.000000, 133.333330, 0.793119542, 204.142910
0000002291, 50.0000000, 200.000000, 133.333330, 0.795765937, 204.413267
0000002292, 100.000000, 200.000000, 133.333330, 0.801319180, 204.980591
0000002293, 150.000000, 200.000000, 133.333330, 0.807701191, 205.632582
0000002294, 200.000000, 200.000000, 133.333330, 0.813619086, 206.237158
0000002295, 250.000000, 200.000000, 133.333330, 0.818177537, 206.702852
0000002296, 300.000000, 200.000000, 133.333330, 0.820735641, 206.964190
0000002297, 350.000000, 200.000000, 133.333330, 0.821014633, 206.992692
0000002298, 400.000000, 200.000000, 133.333330, 0.819222993, 206.809657
0000002299, 450.000000, 200.000000, 133.333330, 0.815859376, 206.466027
0000002300, 500.000000, 200.000000, 133.333330, 0.811473608, 206.017974
0000002301, 550.000000, 200.000000, 133.333330, 0.806530303, 205.512963
0000002302, 600.000000, 200.000000, 133.333330, 0.801368605, 204.985640
0000002303, 650.000000, 200.000000, 133.333330, 0.796212996, 204.458939
0000002304, 700.000000, 200.000000, 133.333330, 0.791201716, 203.946983
0000002305, 750.000000, 200.000000, 133.333330, 0.786417332, 203.458207
0000002306, 800.000000, 200.000000, 133.333330, 0.781916968, 202.998447
0000002307, 850.000000, 200.000000, 133.333330, 0.777769111, 202.574699
