node, Temperature (deg C)
0000000174, 170.000044
0000000175, 170.000049
0000000176, 170.000051
0000000177, 170.000051
0000000178, 170.000051
0000000179, 170.000049
0000000180, 170.000048
0000000181, 170.000046
0000000182, 170.000044
0000000183, 170.000042
0000000184, 170.000040
0000000185, 170.000038
0000000186, 170.000037
0000000187, 170.000035
0000000188, 170.000033
0000000189, 170.000032
0000000190, 170.000030
0000000191, 170.000029
0000000192, 170.000028
0000000193, 170.000027
0000000194, 170.000026
0000000195, 170.000025
0000000196, 170.000024
0000000197, 170.000024
0000000198, 170.000023
0000000199, 170.000023
0000000200, 170.000023
0000000201, 160.000121
0000000202, 160.000785
0000000203, 160.001065
0000000204, 160.001237
0000000205, 160.001366
0000000206, 160.001474
0000000207, 160.001573
0000000208, 160.001669
0000000209, 160.001767
0000000210, 160.001870
0000000211, 160.001983
0000000212, 160.002107
0000000213, 160.002246
0000000214, 160.002402
0000000215, 160.002577
0000000216, 160.002775
0000000217, 160.002997
0000000218, 160.003246
0000000219, 160.003525
0000000220, 160.003837
0000000221, 160.004183
0000000222, 160.004566
0000000223, 160.004990
0000000224, 160.005456
0000000225, 160.005968
0000000226, 160.006527
0000000227, 160.007137
0000000228, 160.007801
0000000229, 160.008522
0000000230, 160.009301
0000000231, 160.010143
0000000232, 160.011050
0000000233, 160.012024
0000000234, 160.013069
0000000235, 160.014188
0000000236, 160.015384
0000000237, 160.016660
0000000238, 160.018018
0000000239, 160.019463
0000000240, 160.020998
0000000241, 160.021797
0000000242, 160.022618
0000000243, 160.023463
0000000244, 160.024332
0000000245, 160.025225
0000000246, 160.026143
0000000247, 160.027086
0000000248, 160.028055
0000000249, 160.029049
0000000250, 160.030070
0000000251, 160.031118
0000000252, 160.032192
0000000253, 160.033295
0000000254, 160.034425
0000000255, 160.035583
0000000256, 160.036771
0000000257, 160.037987
0000000258, 160.039233
0000000259, 160.040509
0000000260, 160.041815
0000000261, 160.043152
0000000262, 160.044520
0000000263, 160.045919
0000000264, 160.047350
0000000265, 160.048814
0000000266, 160.050311
0000000267, 160.051840
0000000268, 160.053403
0000000269, 160.055000
0000000270, 160.056631
0000000271, 160.058298
0000000272, 160.059999
0000000273, 160.061736
0000000274, 160.063508
0000000275, 160.065317
0000000276, 160.067163
0000000277, 160.069046
0000000278, 160.070967
0000000279, 160.072926
0000000280, 160.074923
0000000281, 160.076958
0000000282, 160.079033
0000000283, 160.081148
0000000284, 160.083303
0000000285, 160.085498
0000000286, 160.087733
0000000287, 160.090011
0000000288, 160.092329
0000000289, 160.094690
0000000290, 160.097093
0000000291, 160.099540
0000000292, 160.102029
0000000293, 160.104562
0000000294, 160.107139
0000000295, 160.109761
0000000296, 160.112427
0000000297, 160.115139
0000000298, 160.117896
0000000299, 160.120700
0000000300, 160.123550
0000000301, 160.126447
0000000302, 160.129391
0000000303, 160.132383
0000000304, 160.135423
0000000305, 160.138512
0000000306, 160.141649
0000000307, 160.144836
0000000308, 160.148072
0000000309, 160.151359
0000000310, 160.154696
0000000311, 160.158084
0000000312, 160.161523
0000000313, 160.165014
0000000314, 160.168556
0000000315, 160.172152
0000000316, 160.175800
0000000317, 160.179501
0000000318, 160.183256
0000000319, 160.187065
0000000320, 160.190820
0000000321, 160.318408
0000000322, 160.494792
0000000323, 160.722283
0000000324, 161.003003
0000000325, 161.336807
0000000326, 161.721280
0000000327, 162.151871
0000000328, 162.622160
0000000329, 163.124230
0000000330, 163.649112
0000000331, 164.187258
0000000332, 164.729027
0000000333, 165.265124
0000000334, 165.786995
0000000335, 166.287134
0000000336, 166.759304
0000000337, 167.198671
0000000338, 167.601836
0000000339, 167.966800
0000000340, 168.292857
0000000341, 168.580437
0000000342, 168.830922
0000000343, 169.046438
0000000344, 169.229654
0000000345, 169.383589
0000000346, 169.511438
0000000347, 169.616422
0000000348, 169.701674
0000000349, 169.770146
0000000350, 169.824549
0000000351, 169.867316
0000000352, 169.900583
0000000353, 169.926194
0000000354, 169.945710
0000000355, 169.960432
0000000356, 169.971427
0000000357, 169.979557
0000000358, 169.985512
0000000359, 169.989830
0000000360, 169.992932
0000000361, 169.995139
0000000362, 169.996694
0000000363, 169.997780
0000000364, 169.998531
0000000365, 169.999045
0000000366, 169.999394
0000000367, 169.999628
0000000368, 169.999783
0000000369, 169.999885
0000000370, 169.999951
0000000371, 169.999993
0000000372, 170.000019
0000000373, 170.000035
0000000374, 170.000044
0000000375, 170.000049
0000000376, 170.000051
0000000377, 170.000051
0000000378, 170.000051
0000000379, 170.000049
0000000380, 170.000048
0000000381, 170.000046
0000000382, 170.000044
0000000383, 170.000042
0000000384, 170.000040
0000000385, 170.000038
0000000386, 170.000037
0000000387, 170.000035
0000000388, 170.000033
0000000389, 170.000032
0000000390, 170.000030
0000000391, 170.000029
0000000392, 170.000028
0000000393, 170.000027
0000000394, 170.000026
0000000395, 170.000025
0000000396, 170.000024
0000000397, 170.000024
0000000398, 170.000023
0000000399, 170.000023
0000000400, 170.000023
